,GNW,MCY,ANAT,AR,AEL,INT,BTU,FHI,FYBR,UMPQ,UFS,APAM,RILY,CWH,VGR,MDP,IDA,HE,RDN,AJRD,VIRT,FBC,TGNA,ASB,APR,TMHC,COWN,CMC,ABM,QDEL,NSIT,HI,PSN,SANM,HCSG,GTN,SYKE,BCC,VSH,NUS,RUSHA,CRUS,SWBI,TPH,TNET,WTM,GVA,NWLI,HBT,SSTK,AMCX,CNNE,EVC,KTB,MLHR,HNI,CNO,AAWW,XPER,TEX,KELYA,CSGS,HTH,STC,SWM,VCTR,SAFT,WWW,PBH,TTMI,INVA,BSIG,STMP,REGI,MD,ICUI,EBS,MODV,TG,NHC,GBX,NTCT,GIII,MLI,ARCB,MEI,FIX,PRGS,APOG,PRIM,VRNT,LRN,PLXS,BHE,VHI,MTX,HZO,NUVA,LZB,SCSC,CEIX,CCAP,OPY,SCVL,DY,MMSI,EXLS,TBIO,ZUMZ,KFRC,STFC,YELP,MYGN,IDCC,DGICA,BRY,TBI,GLT,MYRG,BRBR,HBNC,SUPN,NMIH,PFC,EBF,CCS,SXC,AAN,FLGT,DSSI,DNOW,USNA,DHIL,CONN,HLX,MBIN,PAHC,CLW,ETH,CORT,JOAN,BPMC,GBL,ITIC,SPWH,FOSL,RGP,NEOG,CUBI,ASTE,TITN,WSBF,DFIN,HSTM,VIVO,USPH,QLYS,LMNX,CVEO,MOD,MSGN,MBWM,CVLT,HMHC,NVEC,PETS,KE,TVTY,FISI,VNDA,NX,NXGN,IBCP,INSW,EGRX,NTGR,PCRX,TIPT,AVIR,IRWD,HCKT,MLR,BVS,LMAT,CCNE,COLL,BGFV,RCUS,HAYN,MLAB,POWL,PFIS,ACNB,HSKA,SPFI,ATRI,ONEW,SCPL,NR,SAGE,ANGO,HIFS,AMPH,TRUE,NET CURRENT ASSETS USD,INGN,DGII,APEI,DTRXX,GPX,CIVB,FMNB,SMBC,Dreyfus Treasury Obligations Csh Mgt Ins,HMTV,PKBK,OSUR,NTUS,ATEN,SLYV,CPSI,OFIX,ETD,n/a,CHRS,LEU,XRX,HRB,TEN,DDS,CADE,GSKY,PFSI,ABCB,AXL,PDCE,MATX,VRS,WSFS,ATKR,ATGE,BZH,CNMD,HVT,RRR,RYAM,GDOT,HAFC,CATO,CPK,UVSP,THRY,MOV,TMST,HSII,ASIX,HMST,CTS,BBSI,STRL,XOG,IIIN,FORR,IEA,AVD,EXTR,IDT,MCBC,ANIP,MPB,VRA,CPRX,INBK,MLKN,ARAY,NATR,SIGA,AVID,UTMD,SUM
07/23/2021,0.66,0.7,0.78,0.67,0.73,0.68,0.71,0.63,0.68,0.62,0.63,0.61,0.55,0.63,0.59,0.62,0.67,0.64,0.6,0.61,0.57,0.61,0.56,0.55,0.53,0.5,0.51,0.55,0.58,0.61,0.52,0.55,0.53,0.5,0.51,0.47,0.53,0.46,0.5,0.49,0.55,0.5,0.41,0.48,0.51,0.49,0.47,0.47,0.48,0.5,0.4,0.42,0.42,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.43,0.46,0.44,0.47,0.45,0.46,0.46,0.44,0.46,0.43,0.44,0.43,0.72,0.45,0.44,0.42,0.45,0.42,0.41,0.46,0.44,0.43,0.39,0.43,0.42,0.4,0.42,0.41,0.39,0.42,0.41,0.42,0.4,0.38,0.4,0.41,0.43,0.39,0.37,0.39,0.42,0.4,0.34,0.38,0.36,0.38,0.41,0.42,0.34,0.38,1.16,0.36,0.4,0.36,0.41,0.32,0.37,0.38,0.4,0.38,0.36,0.34,0.35,0.37,0.36,0.35,0.34,0.33,0.35,0.0,0.36,0.37,0.36,0.33,0.0,0.36,0.31,0.37,0.34,0.34,0.4,0.36,0.36,0.34,0.35,0.32,0.34,0.34,0.33,0.34,0.33,0.34,0.34,0.36,0.29,0.33,0.35,0.0,0.35,0.34,0.0,0.34,0.35,0.35,0.35,0.3,0.31,0.3,0.33,0.3,0.32,0.32,0.31,0.57,0.36,0.32,0.31,0.33,0.35,0.32,0.31,0.3,0.32,0.0,0.31,0.33,0.0,0.36,0.31,0.32,0.29,0.31,0.29,0.33,0.3,0.31,0.32,0.29,0.0,0.0,0.0,0.3,0.29,0.0,0.0,0.31,0.29,0.29,0.88,0.35,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.83
07/26/2021,0.69,0.69,0.76,0.7,0.73,0.67,0.86,0.62,0.69,0.63,0.63,0.6,0.55,0.63,0.58,0.62,0.65,0.63,0.6,0.61,0.56,0.61,0.55,0.54,0.56,0.52,0.51,0.55,0.57,0.66,0.52,0.54,0.52,0.5,0.45,0.47,0.52,0.46,0.5,0.48,0.56,0.51,0.39,0.5,0.51,0.49,0.46,0.47,0.48,0.51,0.39,0.44,0.44,0.46,0.45,0.44,0.46,0.45,0.46,0.45,0.43,0.45,0.42,0.48,0.44,0.43,0.44,0.44,0.46,0.43,0.44,0.43,0.72,0.45,0.42,0.41,0.44,0.41,0.41,0.45,0.43,0.43,0.39,0.43,0.41,0.39,0.41,0.41,0.4,0.41,0.4,0.41,0.4,0.37,0.39,0.41,0.44,0.39,0.36,0.38,0.44,0.4,0.34,0.38,0.35,0.4,0.4,0.41,0.34,0.37,1.16,0.36,0.4,0.35,0.4,0.32,0.36,0.39,0.39,0.37,0.35,0.34,0.35,0.36,0.35,0.35,0.34,0.32,0.37,0.0,0.37,0.36,0.36,0.33,0.3,0.36,0.31,0.38,0.32,0.33,0.39,0.36,0.38,0.34,0.35,0.32,0.39,0.33,0.33,0.34,0.33,0.35,0.33,0.36,0.3,0.31,0.34,0.0,0.35,0.33,0.0,0.34,0.35,0.36,0.36,0.29,0.31,0.3,0.32,0.31,0.33,0.32,0.3,0.61,0.35,0.29,0.32,0.32,0.35,0.33,0.3,0.3,0.32,0.0,0.31,0.33,0.0,0.37,0.31,0.32,0.0,0.31,0.29,0.33,0.31,0.3,0.31,0.0,0.0,0.0,0.0,0.3,0.29,0.0,0.0,0.31,0.0,0.29,0.0,0.35,0.29,0.0,0.0,0.88,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.68
07/27/2021,0.69,0.69,0.76,0.7,0.73,0.67,0.86,0.62,0.69,0.63,0.63,0.6,0.55,0.63,0.58,0.62,0.65,0.63,0.6,0.61,0.56,0.61,0.55,0.54,0.56,0.52,0.51,0.55,0.57,0.66,0.52,0.54,0.52,0.5,0.45,0.47,0.52,0.46,0.5,0.48,0.56,0.51,0.39,0.5,0.51,0.49,0.46,0.47,0.48,0.51,0.39,0.44,0.44,0.46,0.45,0.44,0.46,0.45,0.46,0.45,0.43,0.45,0.42,0.48,0.44,0.43,0.44,0.44,0.46,0.43,0.44,0.43,0.72,0.45,0.42,0.41,0.44,0.41,0.41,0.45,0.43,0.43,0.39,0.43,0.41,0.39,0.41,0.41,0.4,0.41,0.4,0.41,0.4,0.37,0.39,0.41,0.44,0.39,0.36,0.38,0.44,0.4,0.34,0.38,0.35,0.4,0.4,0.41,0.34,0.37,1.16,0.36,0.4,0.35,0.4,0.32,0.36,0.39,0.39,0.37,0.35,0.34,0.35,0.36,0.35,0.35,0.34,0.32,0.37,0.0,0.37,0.36,0.36,0.33,0.3,0.36,0.31,0.38,0.32,0.33,0.39,0.36,0.38,0.34,0.35,0.32,0.39,0.33,0.33,0.34,0.33,0.35,0.33,0.36,0.3,0.31,0.34,0.0,0.35,0.33,0.0,0.34,0.35,0.36,0.36,0.29,0.31,0.3,0.32,0.31,0.33,0.32,0.3,0.61,0.35,0.29,0.32,0.32,0.35,0.33,0.3,0.3,0.32,0.0,0.31,0.33,0.0,0.37,0.31,0.32,0.0,0.31,0.29,0.33,0.31,0.3,0.31,0.0,0.0,0.0,0.0,0.3,0.29,0.0,0.0,0.31,0.0,0.29,0.0,0.35,0.29,0.0,0.0,0.88,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.68
07/28/2021,0.66,0.7,0.76,0.69,0.74,0.68,0.85,0.62,0.68,0.63,0.63,0.6,0.55,0.62,0.58,0.62,0.66,0.63,0.6,0.6,0.55,0.6,0.55,0.55,0.57,0.53,0.51,0.55,0.57,0.66,0.53,0.54,0.52,0.5,0.44,0.48,0.52,0.46,0.5,0.48,0.56,0.5,0.38,0.52,0.51,0.48,0.46,0.47,0.47,0.52,0.38,0.44,0.45,0.46,0.46,0.44,0.46,0.45,0.46,0.46,0.43,0.45,0.41,0.48,0.44,0.42,0.44,0.45,0.45,0.43,0.43,0.44,0.71,0.44,0.42,0.42,0.44,0.41,0.41,0.46,0.43,0.43,0.39,0.44,0.42,0.39,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.37,0.4,0.41,0.46,0.39,0.36,0.38,0.43,0.4,0.35,0.37,0.36,0.4,0.4,0.41,0.34,0.38,1.15,0.37,0.4,0.35,0.4,0.32,0.36,0.39,0.41,0.38,0.35,0.34,0.35,0.36,0.35,0.36,0.34,0.31,0.38,0.0,0.37,0.37,0.37,0.33,0.29,0.36,0.3,0.37,0.34,0.33,0.38,0.35,0.37,0.34,0.36,0.32,0.4,0.33,0.33,0.34,0.33,0.35,0.33,0.36,0.3,0.31,0.34,0.0,0.35,0.33,0.0,0.34,0.36,0.36,0.36,0.0,0.32,0.3,0.32,0.31,0.33,0.31,0.3,0.62,0.35,0.29,0.32,0.33,0.34,0.32,0.3,0.3,0.32,0.29,0.31,0.33,0.0,0.37,0.32,0.32,0.0,0.31,0.29,0.33,0.3,0.3,0.32,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.32,0.29,0.29,0.0,0.35,0.0,0.0,0.0,0.87,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.78
07/29/2021,0.67,0.69,0.75,0.74,0.74,0.69,0.93,0.62,0.67,0.64,0.62,0.6,0.54,0.62,0.58,0.61,0.66,0.63,0.6,0.59,0.55,0.6,0.55,0.55,0.56,0.52,0.52,0.57,0.57,0.61,0.53,0.54,0.52,0.5,0.44,0.48,0.52,0.46,0.5,0.48,0.55,0.5,0.38,0.52,0.51,0.48,0.46,0.47,0.47,0.52,0.4,0.44,0.46,0.47,0.45,0.44,0.46,0.45,0.45,0.47,0.43,0.45,0.41,0.48,0.44,0.42,0.44,0.46,0.45,0.42,0.43,0.44,0.71,0.43,0.42,0.41,0.42,0.41,0.42,0.46,0.44,0.43,0.4,0.44,0.42,0.4,0.41,0.41,0.41,0.41,0.4,0.39,0.4,0.37,0.39,0.42,0.45,0.39,0.37,0.38,0.47,0.4,0.35,0.37,0.36,0.4,0.4,0.47,0.34,0.38,1.14,0.38,0.39,0.35,0.4,0.33,0.37,0.39,0.4,0.37,0.35,0.34,0.36,0.36,0.35,0.35,0.35,0.32,0.39,0.0,0.38,0.37,0.37,0.34,0.3,0.36,0.31,0.37,0.33,0.32,0.38,0.34,0.37,0.34,0.35,0.33,0.4,0.33,0.34,0.34,0.32,0.35,0.34,0.36,0.29,0.29,0.33,0.0,0.36,0.33,0.0,0.35,0.36,0.36,0.36,0.29,0.31,0.3,0.32,0.31,0.33,0.32,0.3,0.62,0.34,0.29,0.32,0.33,0.33,0.32,0.3,0.3,0.31,0.0,0.31,0.32,0.0,0.36,0.32,0.32,0.0,0.3,0.29,0.32,0.3,0.3,0.32,0.0,0.0,0.0,0.0,0.3,0.29,0.0,0.0,0.32,0.29,0.29,0.0,0.34,0.29,0.0,0.0,1.13,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.13000000000001
07/30/2021,0.67,0.69,0.75,0.74,0.74,0.69,0.93,0.62,0.67,0.64,0.62,0.6,0.54,0.62,0.58,0.61,0.66,0.63,0.6,0.59,0.55,0.6,0.55,0.55,0.56,0.52,0.52,0.57,0.57,0.61,0.53,0.54,0.52,0.5,0.44,0.48,0.52,0.46,0.5,0.48,0.55,0.5,0.38,0.52,0.51,0.48,0.46,0.47,0.47,0.52,0.4,0.44,0.46,0.47,0.45,0.44,0.46,0.45,0.45,0.47,0.43,0.45,0.41,0.48,0.44,0.42,0.44,0.46,0.45,0.42,0.43,0.44,0.71,0.43,0.42,0.41,0.42,0.41,0.42,0.46,0.44,0.43,0.4,0.44,0.42,0.4,0.41,0.41,0.41,0.41,0.4,0.39,0.4,0.37,0.39,0.42,0.45,0.39,0.37,0.38,0.47,0.4,0.35,0.37,0.36,0.4,0.4,0.47,0.34,0.38,1.14,0.38,0.39,0.35,0.4,0.33,0.37,0.39,0.4,0.37,0.35,0.34,0.36,0.36,0.35,0.35,0.35,0.32,0.39,0.0,0.38,0.37,0.37,0.34,0.3,0.36,0.31,0.37,0.33,0.32,0.38,0.34,0.37,0.34,0.35,0.33,0.4,0.33,0.34,0.34,0.32,0.35,0.34,0.36,0.29,0.29,0.33,0.0,0.36,0.33,0.0,0.35,0.36,0.36,0.36,0.29,0.31,0.3,0.32,0.31,0.33,0.32,0.3,0.62,0.34,0.29,0.32,0.33,0.33,0.32,0.3,0.3,0.31,0.0,0.31,0.32,0.0,0.36,0.32,0.32,0.0,0.3,0.29,0.32,0.3,0.3,0.32,0.0,0.0,0.0,0.0,0.3,0.29,0.0,0.0,0.32,0.29,0.29,0.0,0.34,0.29,0.0,0.0,1.13,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.13000000000001
08/02/2021,0.66,0.68,0.75,0.69,0.74,0.74,0.83,0.61,0.67,0.65,0.62,0.57,0.54,0.61,0.58,0.63,0.66,0.63,0.6,0.59,0.55,0.65,0.56,0.55,0.6,0.53,0.52,0.56,0.58,0.62,0.53,0.54,0.52,0.5,0.44,0.48,0.52,0.46,0.49,0.48,0.54,0.5,0.39,0.53,0.55,0.48,0.46,0.46,0.47,0.5,0.38,0.45,0.45,0.45,0.45,0.43,0.45,0.45,0.45,0.46,0.44,0.45,0.41,0.48,0.44,0.4,0.44,0.46,0.45,0.42,0.44,0.44,0.71,0.43,0.42,0.41,0.44,0.41,0.41,0.46,0.44,0.43,0.39,0.43,0.4,0.4,0.4,0.41,0.4,0.42,0.4,0.39,0.4,0.37,0.4,0.42,0.44,0.39,0.36,0.39,0.44,0.39,0.34,0.37,0.37,0.4,0.4,0.49,0.33,0.38,1.12,0.37,0.39,0.35,0.4,0.31,0.38,0.39,0.4,0.38,0.36,0.34,0.36,0.36,0.35,0.35,0.35,0.33,0.4,0.0,0.38,0.36,0.36,0.32,0.0,0.37,0.3,0.37,0.32,0.33,0.38,0.34,0.37,0.34,0.35,0.31,0.39,0.33,0.34,0.34,0.32,0.35,0.33,0.35,0.31,0.33,0.33,0.0,0.38,0.33,0.0,0.35,0.33,0.35,0.35,0.31,0.31,0.3,0.32,0.31,0.32,0.32,0.31,0.61,0.35,0.0,0.32,0.33,0.34,0.33,0.3,0.3,0.32,0.0,0.31,0.33,0.0,0.38,0.33,0.32,0.29,0.31,0.29,0.32,0.3,0.31,0.3,0.0,0.0,0.0,0.29,0.3,0.3,0.0,0.0,0.34,0.29,0.29,0.0,0.34,0.29,0.0,0.29,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.03
08/03/2021,0.66,0.68,0.75,0.69,0.74,0.74,0.83,0.61,0.67,0.65,0.62,0.57,0.54,0.61,0.58,0.63,0.66,0.63,0.6,0.59,0.55,0.65,0.56,0.55,0.6,0.53,0.52,0.56,0.58,0.62,0.53,0.54,0.52,0.5,0.44,0.48,0.52,0.46,0.49,0.48,0.54,0.5,0.39,0.53,0.55,0.48,0.46,0.46,0.47,0.5,0.38,0.45,0.45,0.45,0.45,0.43,0.45,0.45,0.45,0.46,0.44,0.45,0.41,0.48,0.44,0.4,0.44,0.46,0.45,0.42,0.44,0.44,0.71,0.43,0.42,0.41,0.44,0.41,0.41,0.46,0.44,0.43,0.39,0.43,0.4,0.4,0.4,0.41,0.4,0.42,0.4,0.39,0.4,0.37,0.4,0.42,0.44,0.39,0.36,0.39,0.44,0.39,0.34,0.37,0.37,0.4,0.4,0.49,0.33,0.38,1.12,0.37,0.39,0.35,0.4,0.31,0.38,0.39,0.4,0.38,0.36,0.34,0.36,0.36,0.35,0.35,0.35,0.33,0.4,0.0,0.38,0.36,0.36,0.32,0.0,0.37,0.3,0.37,0.32,0.33,0.38,0.34,0.37,0.34,0.35,0.31,0.39,0.33,0.34,0.34,0.32,0.35,0.33,0.35,0.31,0.33,0.33,0.0,0.38,0.33,0.0,0.35,0.33,0.35,0.35,0.31,0.31,0.3,0.32,0.31,0.32,0.32,0.31,0.61,0.35,0.0,0.32,0.33,0.34,0.33,0.3,0.3,0.32,0.0,0.31,0.33,0.0,0.38,0.33,0.32,0.29,0.31,0.29,0.32,0.3,0.31,0.3,0.0,0.0,0.0,0.29,0.3,0.3,0.0,0.0,0.34,0.29,0.29,0.0,0.34,0.29,0.0,0.29,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.03
08/04/2021,0.66,0.68,0.75,0.69,0.74,0.74,0.83,0.61,0.67,0.65,0.62,0.57,0.54,0.61,0.58,0.63,0.66,0.63,0.6,0.59,0.55,0.65,0.56,0.55,0.6,0.53,0.52,0.56,0.58,0.62,0.53,0.54,0.52,0.5,0.44,0.48,0.52,0.46,0.49,0.48,0.54,0.5,0.39,0.53,0.55,0.48,0.46,0.46,0.47,0.5,0.38,0.45,0.45,0.45,0.45,0.43,0.45,0.45,0.45,0.46,0.44,0.45,0.41,0.48,0.44,0.4,0.44,0.46,0.45,0.42,0.44,0.44,0.71,0.43,0.42,0.41,0.44,0.41,0.41,0.46,0.44,0.43,0.39,0.43,0.4,0.4,0.4,0.41,0.4,0.42,0.4,0.39,0.4,0.37,0.4,0.42,0.44,0.39,0.36,0.39,0.44,0.39,0.34,0.37,0.37,0.4,0.4,0.49,0.33,0.38,1.12,0.37,0.39,0.35,0.4,0.31,0.38,0.39,0.4,0.38,0.36,0.34,0.36,0.36,0.35,0.35,0.35,0.33,0.4,0.0,0.38,0.36,0.36,0.32,0.0,0.37,0.3,0.37,0.32,0.33,0.38,0.34,0.37,0.34,0.35,0.31,0.39,0.33,0.34,0.34,0.32,0.35,0.33,0.35,0.31,0.33,0.33,0.0,0.38,0.33,0.0,0.35,0.33,0.35,0.35,0.31,0.31,0.3,0.32,0.31,0.32,0.32,0.31,0.61,0.35,0.0,0.32,0.33,0.34,0.33,0.3,0.3,0.32,0.0,0.31,0.33,0.0,0.38,0.33,0.32,0.29,0.31,0.29,0.32,0.3,0.31,0.3,0.0,0.0,0.0,0.29,0.3,0.3,0.0,0.0,0.34,0.29,0.29,0.0,0.34,0.29,0.0,0.29,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.03
08/05/2021,0.66,0.68,0.75,0.69,0.74,0.74,0.83,0.61,0.67,0.65,0.62,0.57,0.54,0.61,0.58,0.63,0.66,0.63,0.6,0.59,0.55,0.65,0.56,0.55,0.6,0.53,0.52,0.56,0.58,0.62,0.53,0.54,0.52,0.5,0.44,0.48,0.52,0.46,0.49,0.48,0.54,0.5,0.39,0.53,0.55,0.48,0.46,0.46,0.47,0.5,0.38,0.45,0.45,0.45,0.45,0.43,0.45,0.45,0.45,0.46,0.44,0.45,0.41,0.48,0.44,0.4,0.44,0.46,0.45,0.42,0.44,0.44,0.71,0.43,0.42,0.41,0.44,0.41,0.41,0.46,0.44,0.43,0.39,0.43,0.4,0.4,0.4,0.41,0.4,0.42,0.4,0.39,0.4,0.37,0.4,0.42,0.44,0.39,0.36,0.39,0.44,0.39,0.34,0.37,0.37,0.4,0.4,0.49,0.33,0.38,1.12,0.37,0.39,0.35,0.4,0.31,0.38,0.39,0.4,0.38,0.36,0.34,0.36,0.36,0.35,0.35,0.35,0.33,0.4,0.0,0.38,0.36,0.36,0.32,0.0,0.37,0.3,0.37,0.32,0.33,0.38,0.34,0.37,0.34,0.35,0.31,0.39,0.33,0.34,0.34,0.32,0.35,0.33,0.35,0.31,0.33,0.33,0.0,0.38,0.33,0.0,0.35,0.33,0.35,0.35,0.31,0.31,0.3,0.32,0.31,0.32,0.32,0.31,0.61,0.35,0.0,0.32,0.33,0.34,0.33,0.3,0.3,0.32,0.0,0.31,0.33,0.0,0.38,0.33,0.32,0.29,0.31,0.29,0.32,0.3,0.31,0.3,0.0,0.0,0.0,0.29,0.3,0.3,0.0,0.0,0.34,0.29,0.29,0.0,0.34,0.29,0.0,0.29,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.03
08/06/2021,0.67,0.68,0.78,0.67,0.75,0.77,0.87,0.61,0.68,0.64,0.62,0.6,0.52,0.63,0.58,0.63,0.66,0.63,0.6,0.58,0.55,0.65,0.55,0.56,0.57,0.56,0.51,0.57,0.58,0.61,0.53,0.53,0.49,0.51,0.42,0.48,0.51,0.46,0.5,0.48,0.54,0.46,0.41,0.56,0.58,0.47,0.47,0.43,0.44,0.5,0.34,0.44,0.41,0.47,0.44,0.42,0.45,0.45,0.46,0.5,0.44,0.44,0.41,0.46,0.46,0.44,0.44,0.47,0.45,0.43,0.48,0.45,0.7,0.41,0.43,0.39,0.42,0.44,0.42,0.46,0.44,0.41,0.4,0.43,0.46,0.4,0.4,0.4,0.41,0.43,0.4,0.4,0.41,0.39,0.37,0.42,0.44,0.36,0.37,0.4,0.46,0.39,0.35,0.37,0.38,0.42,0.43,0.5,0.34,0.39,1.11,0.35,0.43,0.37,0.4,0.33,0.37,0.42,0.4,0.37,0.36,0.33,0.36,0.35,0.34,0.4,0.39,0.33,0.42,0.0,0.37,0.35,0.38,0.32,0.0,0.32,0.3,0.36,0.31,0.34,0.39,0.35,0.36,0.33,0.35,0.32,0.36,0.32,0.33,0.34,0.32,0.35,0.33,0.36,0.33,0.34,0.34,0.0,0.41,0.34,0.0,0.35,0.33,0.36,0.33,0.3,0.31,0.31,0.33,0.0,0.33,0.31,0.31,0.59,0.34,0.29,0.32,0.32,0.37,0.32,0.3,0.29,0.0,0.29,0.3,0.33,0.0,0.33,0.31,0.32,0.0,0.3,0.29,0.32,0.3,0.31,0.31,0.0,0.0,0.0,0.29,0.29,0.3,0.0,0.0,0.34,0.3,0.3,0.0,0.34,0.0,0.0,0.0,1.11,0.0,0.0,0.31,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27000000000001
