,GNW,MCY,ANAT,AR,AEL,INT,BTU,FHI,FYBR,UMPQ,UFS,APAM,RILY,CWH,VGR,MDP,IDA,HE,RDN,AJRD,VIRT,FBC,TGNA,ASB,APR,TMHC,COWN,CMC,ABM,QDEL,NSIT,HI,PSN,SANM,HCSG,GTN,SYKE,BCC,VSH,NUS,RUSHA,CRUS,SWBI,TPH,TNET,WTM,GVA,NWLI,HBT,SSTK,AMCX,CNNE,EVC,KTB,MLHR,HNI,CNO,AAWW,XPER,TEX,KELYA,CSGS,HTH,STC,SWM,VCTR,SAFT,WWW,PBH,TTMI,INVA,BSIG,STMP,REGI,MD,ICUI,EBS,MODV,TG,NHC,GBX,NTCT,GIII,MLI,ARCB,MEI,FIX,PRGS,APOG,PRIM,VRNT,LRN,PLXS,BHE,VHI,MTX,HZO,NUVA,LZB,SCSC,CEIX,CCAP,OPY,SCVL,DY,MMSI,EXLS,TBIO,ZUMZ,KFRC,STFC,YELP,MYGN,IDCC,DGICA,BRY,TBI,GLT,MYRG,BRBR,HBNC,SUPN,NMIH,PFC,EBF,CCS,SXC,AAN,FLGT,DSSI,DNOW,USNA,DHIL,CONN,HLX,MBIN,PAHC,CLW,ETH,CORT,JOAN,BPMC,GBL,ITIC,SPWH,FOSL,RGP,NEOG,CUBI,ASTE,TITN,WSBF,DFIN,HSTM,VIVO,USPH,QLYS,LMNX,CVEO,MOD,MSGN,MBWM,CVLT,HMHC,NVEC,PETS,KE,TVTY,FISI,VNDA,NX,NXGN,IBCP,INSW,EGRX,NTGR,PCRX,TIPT,AVIR,IRWD,HCKT,MLR,BVS,LMAT,CCNE,COLL,BGFV,RCUS,HAYN,MLAB,POWL,PFIS,ACNB,HSKA,SPFI,ATRI,ONEW,SCPL,NR,SAGE,ANGO,HIFS,AMPH,TRUE,NET CURRENT ASSETS USD,INGN,DGII,APEI,DTRXX,GPX,CIVB,FMNB,SMBC,Dreyfus Treasury Obligations Csh Mgt Ins,HMTV,PKBK,OSUR,NTUS,ATEN,SLYV,CPSI,OFIX,ETD,n/a,CHRS,LEU,XRX,HRB,TEN,DDS,CADE,GSKY,PFSI,ABCB,AXL,PDCE,MATX,VRS,WSFS,ATKR,ATGE,BZH,CNMD,HVT,RRR,RYAM,GDOT,HAFC,CATO,CPK,UVSP,THRY,MOV,TMST,HSII,ASIX,HMST,CTS,BBSI,STRL,XOG,IIIN,FORR,IEA,AVD,EXTR,IDT,MCBC,ANIP,MPB,VRA,CPRX,INBK,MLKN,ARAY,NATR,SIGA,AVID,UTMD,SUM
09/23/2021,0.72,0.65,0.92,0.86,0.67,0.75,1.19,0.59,0.73,0.66,0.62,0.62,0.49,0.63,0.54,0.62,0.64,0.6,0.59,0.51,0.52,0.7,0.62,0.57,0.76,0.55,0.46,0.53,0.57,0.63,0.49,0.5,0.46,0.53,0.43,0.47,0.0,0.48,0.48,0.37,0.5,0.52,0.34,0.51,0.64,0.45,0.48,0.43,0.42,0.57,0.34,0.43,0.49,0.45,0.43,0.41,0.42,0.53,0.44,0.45,0.4,0.48,0.41,0.5,0.4,0.48,0.45,0.44,0.46,0.41,0.49,0.48,0.71,0.34,0.42,0.5,0.39,0.42,0.4,0.42,0.44,0.4,0.38,0.43,0.53,0.37,0.38,0.41,0.42,0.37,0.42,0.45,0.42,0.4,0.38,0.38,0.41,0.35,0.36,0.5,0.57,0.4,0.35,0.39,0.37,0.45,0.46,0.0,0.31,0.37,1.15,0.35,0.4,0.37,0.37,0.34,0.39,0.39,0.44,0.37,0.36,0.33,0.37,0.39,0.32,0.37,0.34,0.3,0.36,0.0,0.28,0.31,0.4,0.33,0.0,0.34,0.0,0.42,0.0,0.33,0.28,0.42,0.37,0.37,0.35,0.32,0.37,0.31,0.34,0.31,0.3,0.35,0.36,0.35,0.3,0.32,0.4,0.0,0.39,0.0,0.0,0.33,0.34,0.44,0.3,0.28,0.39,0.28,0.32,0.0,0.3,0.29,0.3,0.64,0.37,0.0,0.3,0.33,0.37,0.3,0.33,0.28,0.0,0.3,0.31,0.0,0.29,0.37,0.32,0.34,0.0,0.32,0.29,0.33,0.3,0.36,0.28,0.35,0.0,0.0,0.29,0.33,0.0,0.0,0.0,0.0,0.31,0.0,1.2,0.35,0.28,0.28,0.0,0.0,0.0,0.29,0.29,0.28,0.32,0.86,0.31,0.29,0.32,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.10000000000001
09/24/2021,0.0,0.66,0.0,0.0,0.73,0.78,0.0,0.58,0.0,0.65,0.0,0.62,0.54,0.67,0.62,0.6,0.0,0.62,0.64,0.61,0.66,0.78,0.78,0.0,0.57,0.62,0.48,0.0,0.58,0.0,0.0,0.56,0.51,0.54,0.47,0.53,0.0,0.58,0.52,0.0,0.57,0.45,0.0,0.54,0.0,0.49,0.47,0.5,0.46,0.48,0.5,0.48,0.35,0.52,0.5,0.51,0.45,0.51,0.47,0.5,0.48,0.43,0.51,0.51,0.0,0.43,0.49,0.47,0.44,0.44,0.43,0.41,0.0,0.0,0.0,0.0,0.42,0.41,0.49,0.46,0.0,0.44,0.48,0.0,0.54,0.42,0.47,0.42,0.39,0.46,0.42,0.39,0.43,0.45,0.45,0.44,0.42,0.39,0.47,0.0,0.34,0.0,0.39,0.37,0.43,0.38,0.38,0.0,0.42,0.39,0.0,0.42,0.4,0.0,0.38,0.4,0.38,0.4,0.38,0.34,0.41,0.38,0.43,0.43,0.37,0.45,0.37,0.44,0.39,0.0,0.43,0.37,0.38,0.44,0.39,0.4,0.36,0.39,0.0,0.35,0.47,0.0,0.32,0.36,0.0,0.41,0.36,0.36,0.41,0.37,0.35,0.37,0.34,0.0,0.31,0.35,0.34,0.0,0.31,0.36,0.0,0.37,0.33,0.37,0.0,0.34,0.34,0.31,0.36,0.31,0.37,0.33,0.34,0.0,0.0,0.35,0.35,0.36,0.33,0.36,0.3,0.32,0.32,0.0,0.0,0.0,0.4,0.3,0.32,0.3,0.0,0.0,0.0,0.0,0.31,0.0,0.35,0.32,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.3,0.32,0.0,0.0,0.0,0.0,0.32,0.31,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.81,0.69,0.61,0.58,0.56,0.54,0.53,0.52,0.5,0.49,0.49,0.48,0.47,0.44,0.43,0.43,0.43,0.42,0.42,0.42,0.41,0.39,0.39,0.39,0.39,0.37,0.37,0.35,0.35,0.35,0.35,0.34,0.33,0.33,0.33,0.33,0.31,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.18
09/27/2021,0.0,0.65,0.0,0.0,0.73,0.8,0.0,0.59,0.0,0.66,0.0,0.63,0.55,0.68,0.62,0.6,0.0,0.61,0.64,0.59,0.63,0.77,0.75,0.0,0.55,0.61,0.5,0.0,0.58,0.0,0.0,0.56,0.51,0.55,0.45,0.54,0.0,0.59,0.52,0.0,0.58,0.44,0.0,0.53,0.0,0.49,0.49,0.5,0.47,0.47,0.5,0.48,0.37,0.52,0.5,0.51,0.46,0.53,0.47,0.5,0.48,0.43,0.51,0.51,0.0,0.43,0.47,0.47,0.44,0.42,0.42,0.41,0.0,0.0,0.0,0.0,0.4,0.39,0.48,0.45,0.0,0.44,0.49,0.0,0.51,0.42,0.48,0.42,0.37,0.44,0.43,0.4,0.44,0.45,0.43,0.44,0.44,0.39,0.46,0.0,0.35,0.0,0.39,0.37,0.43,0.38,0.38,0.0,0.42,0.4,0.0,0.44,0.39,0.0,0.38,0.43,0.39,0.39,0.37,0.33,0.41,0.36,0.43,0.43,0.37,0.45,0.37,0.44,0.37,0.0,0.44,0.36,0.38,0.45,0.41,0.4,0.34,0.39,0.0,0.35,0.48,0.0,0.3,0.36,0.0,0.42,0.37,0.35,0.44,0.37,0.36,0.36,0.34,0.0,0.3,0.34,0.34,0.0,0.31,0.37,0.0,0.37,0.33,0.38,0.3,0.34,0.35,0.3,0.37,0.31,0.37,0.32,0.34,0.0,0.0,0.34,0.34,0.36,0.36,0.35,0.3,0.32,0.33,0.0,0.0,0.3,0.42,0.3,0.31,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.36,0.33,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.32,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.8,0.68,0.62,0.59,0.57,0.54,0.52,0.53,0.53,0.54,0.48,0.47,0.49,0.47,0.42,0.43,0.42,0.43,0.43,0.43,0.41,0.4,0.39,0.38,0.39,0.35,0.37,0.37,0.36,0.36,0.35,0.33,0.34,0.33,0.33,0.34,0.32,0.0,0.3,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.22
09/28/2021,0.67,0.68,0.79,0.68,0.74,0.78,0.9,0.61,0.69,0.64,0.62,0.58,0.54,0.62,0.58,0.64,0.66,0.62,0.61,0.58,0.55,0.64,0.56,0.55,0.63,0.56,0.52,0.58,0.57,0.61,0.53,0.54,0.51,0.51,0.43,0.48,0.51,0.45,0.5,0.48,0.55,0.49,0.38,0.55,0.57,0.48,0.46,0.45,0.45,0.52,0.36,0.45,0.43,0.45,0.43,0.41,0.45,0.45,0.46,0.47,0.43,0.45,0.4,0.48,0.45,0.42,0.44,0.45,0.45,0.43,0.45,0.45,0.71,0.43,0.42,0.42,0.44,0.42,0.42,0.47,0.44,0.42,0.39,0.43,0.42,0.41,0.4,0.4,0.41,0.43,0.4,0.39,0.41,0.39,0.4,0.42,0.45,0.38,0.36,0.4,0.47,0.38,0.35,0.38,0.37,0.43,0.42,0.37,0.34,0.38,1.12,0.36,0.39,0.35,0.4,0.31,0.38,0.41,0.4,0.38,0.36,0.32,0.37,0.35,0.34,0.39,0.4,0.33,0.39,0.0,0.38,0.34,0.38,0.31,0.0,0.33,0.29,0.37,0.0,0.33,0.38,0.36,0.36,0.33,0.34,0.32,0.38,0.33,0.32,0.34,0.32,0.34,0.33,0.36,0.32,0.34,0.34,0.0,0.38,0.34,0.0,0.34,0.32,0.35,0.34,0.32,0.31,0.3,0.32,0.0,0.33,0.32,0.31,0.6,0.33,0.29,0.31,0.33,0.34,0.33,0.3,0.3,0.29,0.0,0.3,0.33,0.0,0.35,0.32,0.33,0.0,0.3,0.29,0.31,0.29,0.31,0.32,0.0,0.0,0.0,0.29,0.29,0.29,0.0,0.0,0.35,0.3,0.3,1.15,0.34,0.0,0.0,0.0,0.0,0.28,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.19
09/29/2021,0.67,0.68,0.79,0.68,0.74,0.78,0.9,0.61,0.69,0.64,0.62,0.58,0.54,0.62,0.58,0.64,0.66,0.62,0.61,0.58,0.55,0.64,0.56,0.55,0.63,0.56,0.52,0.58,0.57,0.61,0.53,0.54,0.51,0.51,0.43,0.48,0.51,0.45,0.5,0.48,0.55,0.49,0.38,0.55,0.57,0.48,0.46,0.45,0.45,0.52,0.36,0.45,0.43,0.45,0.43,0.41,0.45,0.45,0.46,0.47,0.43,0.45,0.4,0.48,0.45,0.42,0.44,0.45,0.45,0.43,0.45,0.45,0.71,0.43,0.42,0.42,0.44,0.42,0.42,0.47,0.44,0.42,0.39,0.43,0.42,0.41,0.4,0.4,0.41,0.43,0.4,0.39,0.41,0.39,0.4,0.42,0.45,0.38,0.36,0.4,0.47,0.38,0.35,0.38,0.37,0.43,0.42,0.37,0.34,0.38,1.12,0.36,0.39,0.35,0.4,0.31,0.38,0.41,0.4,0.38,0.36,0.32,0.37,0.35,0.34,0.39,0.4,0.33,0.39,0.0,0.38,0.34,0.38,0.31,0.0,0.33,0.29,0.37,0.0,0.33,0.38,0.36,0.36,0.33,0.34,0.32,0.38,0.33,0.32,0.34,0.32,0.34,0.33,0.36,0.32,0.34,0.34,0.0,0.38,0.34,0.0,0.34,0.32,0.35,0.34,0.32,0.31,0.3,0.32,0.0,0.33,0.32,0.31,0.6,0.33,0.29,0.31,0.33,0.34,0.33,0.3,0.3,0.29,0.0,0.3,0.33,0.0,0.35,0.32,0.33,0.0,0.3,0.29,0.31,0.29,0.31,0.32,0.0,0.0,0.0,0.29,0.29,0.29,0.0,0.0,0.35,0.3,0.3,1.15,0.34,0.0,0.0,0.0,0.0,0.28,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.19
09/30/2021,0.67,0.68,0.79,0.68,0.74,0.78,0.9,0.61,0.69,0.64,0.62,0.58,0.54,0.62,0.58,0.64,0.66,0.62,0.61,0.58,0.55,0.64,0.56,0.55,0.63,0.56,0.52,0.58,0.57,0.61,0.53,0.54,0.51,0.51,0.43,0.48,0.51,0.45,0.5,0.48,0.55,0.49,0.38,0.55,0.57,0.48,0.46,0.45,0.45,0.52,0.36,0.45,0.43,0.45,0.43,0.41,0.45,0.45,0.46,0.47,0.43,0.45,0.4,0.48,0.45,0.42,0.44,0.45,0.45,0.43,0.45,0.45,0.71,0.43,0.42,0.42,0.44,0.42,0.42,0.47,0.44,0.42,0.39,0.43,0.42,0.41,0.4,0.4,0.41,0.43,0.4,0.39,0.41,0.39,0.4,0.42,0.45,0.38,0.36,0.4,0.47,0.38,0.35,0.38,0.37,0.43,0.42,0.37,0.34,0.38,1.12,0.36,0.39,0.35,0.4,0.31,0.38,0.41,0.4,0.38,0.36,0.32,0.37,0.35,0.34,0.39,0.4,0.33,0.39,0.0,0.38,0.34,0.38,0.31,0.0,0.33,0.29,0.37,0.0,0.33,0.38,0.36,0.36,0.33,0.34,0.32,0.38,0.33,0.32,0.34,0.32,0.34,0.33,0.36,0.32,0.34,0.34,0.0,0.38,0.34,0.0,0.34,0.32,0.35,0.34,0.32,0.31,0.3,0.32,0.0,0.33,0.32,0.31,0.6,0.33,0.29,0.31,0.33,0.34,0.33,0.3,0.3,0.29,0.0,0.3,0.33,0.0,0.35,0.32,0.33,0.0,0.3,0.29,0.31,0.29,0.31,0.32,0.0,0.0,0.0,0.29,0.29,0.29,0.0,0.0,0.35,0.3,0.3,1.15,0.34,0.0,0.0,0.0,0.0,0.28,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.19
10/01/2021,0.0,0.64,0.0,0.0,0.74,0.8,0.0,0.6,0.0,0.67,0.0,0.62,0.55,0.68,0.63,0.74,0.0,0.61,0.64,0.6,0.64,0.78,0.73,0.0,0.53,0.6,0.49,0.0,0.57,0.0,0.0,0.56,0.5,0.55,0.45,0.55,0.0,0.58,0.51,0.0,0.59,0.42,0.0,0.52,0.0,0.48,0.49,0.51,0.48,0.46,0.51,0.47,0.36,0.53,0.48,0.5,0.47,0.57,0.46,0.5,0.48,0.43,0.51,0.51,0.0,0.43,0.47,0.45,0.44,0.43,0.43,0.39,0.0,0.0,0.0,0.0,0.39,0.42,0.48,0.44,0.0,0.44,0.49,0.0,0.52,0.42,0.47,0.44,0.37,0.44,0.42,0.4,0.44,0.45,0.44,0.44,0.42,0.39,0.47,0.0,0.36,0.0,0.39,0.37,0.45,0.37,0.38,0.0,0.43,0.4,0.0,0.43,0.35,0.0,0.38,0.49,0.39,0.39,0.37,0.32,0.43,0.36,0.44,0.44,0.37,0.44,0.37,0.44,0.37,0.0,0.46,0.37,0.38,0.45,0.43,0.41,0.33,0.4,0.0,0.33,0.45,0.0,0.3,0.35,0.0,0.41,0.37,0.36,0.44,0.37,0.37,0.37,0.33,0.0,0.0,0.35,0.31,0.0,0.31,0.37,0.0,0.39,0.33,0.36,0.0,0.34,0.34,0.31,0.37,0.31,0.37,0.3,0.35,0.0,0.0,0.34,0.33,0.37,0.36,0.36,0.3,0.32,0.32,0.0,0.0,0.0,0.4,0.29,0.31,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.35,0.34,0.0,0.39,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.32,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.81,0.66,0.67,0.56,0.58,0.53,0.49,0.56,0.55,0.56,0.48,0.49,0.53,0.46,0.42,0.43,0.42,0.43,0.45,0.44,0.41,0.42,0.37,0.36,0.4,0.36,0.38,0.37,0.36,0.38,0.36,0.33,0.34,0.34,0.34,0.36,0.32,0.0,0.29,0.31,0.0,0.3,0.29,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.47
10/04/2021,0.0,0.64,0.0,0.0,0.75,0.79,0.0,0.61,0.0,0.68,0.0,0.61,0.54,0.68,0.63,0.74,0.0,0.61,0.65,0.61,0.64,0.78,0.73,0.0,0.53,0.6,0.5,0.0,0.58,0.0,0.0,0.57,0.5,0.54,0.46,0.55,0.0,0.58,0.5,0.0,0.6,0.42,0.0,0.52,0.0,0.48,0.49,0.51,0.47,0.45,0.5,0.46,0.35,0.53,0.49,0.51,0.46,0.58,0.46,0.49,0.48,0.43,0.52,0.52,0.0,0.44,0.48,0.45,0.45,0.43,0.43,0.39,0.0,0.0,0.0,0.0,0.38,0.43,0.47,0.46,0.0,0.44,0.49,0.0,0.51,0.42,0.48,0.44,0.37,0.44,0.42,0.39,0.43,0.44,0.45,0.44,0.42,0.39,0.46,0.0,0.34,0.0,0.4,0.37,0.45,0.37,0.39,0.0,0.43,0.39,0.0,0.42,0.36,0.0,0.38,0.48,0.39,0.39,0.37,0.32,0.43,0.36,0.44,0.44,0.38,0.44,0.36,0.45,0.38,0.0,0.46,0.37,0.38,0.44,0.41,0.42,0.34,0.41,0.0,0.33,0.45,0.0,0.32,0.35,0.0,0.41,0.37,0.36,0.45,0.37,0.36,0.37,0.34,0.0,0.29,0.34,0.31,0.0,0.31,0.37,0.0,0.39,0.33,0.36,0.0,0.35,0.34,0.31,0.38,0.3,0.37,0.3,0.35,0.0,0.0,0.34,0.33,0.37,0.36,0.36,0.31,0.31,0.32,0.0,0.0,0.0,0.4,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.36,0.34,0.0,0.38,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.32,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.79,0.66,0.64,0.56,0.57,0.53,0.49,0.57,0.55,0.54,0.48,0.48,0.54,0.45,0.41,0.43,0.42,0.43,0.44,0.43,0.41,0.42,0.38,0.37,0.4,0.37,0.38,0.36,0.37,0.38,0.37,0.33,0.34,0.34,0.35,0.36,0.32,0.0,0.29,0.31,0.0,0.3,0.3,0.3,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.51
10/05/2021,0.0,0.63,0.0,0.0,0.76,0.8,0.0,0.62,0.0,0.68,0.0,0.61,0.55,0.66,0.63,0.75,0.0,0.61,0.65,0.62,0.65,0.79,0.69,0.0,0.56,0.59,0.5,0.0,0.58,0.0,0.0,0.57,0.49,0.54,0.45,0.55,0.0,0.58,0.51,0.0,0.59,0.42,0.0,0.52,0.0,0.48,0.48,0.5,0.48,0.45,0.5,0.47,0.35,0.49,0.47,0.5,0.47,0.56,0.46,0.48,0.47,0.43,0.51,0.52,0.0,0.44,0.48,0.42,0.45,0.43,0.43,0.4,0.0,0.0,0.0,0.0,0.37,0.42,0.47,0.46,0.0,0.44,0.46,0.0,0.55,0.41,0.47,0.45,0.37,0.44,0.42,0.41,0.43,0.44,0.44,0.44,0.42,0.38,0.44,0.0,0.36,0.0,0.4,0.35,0.45,0.38,0.38,0.0,0.4,0.39,0.0,0.42,0.37,0.0,0.39,0.48,0.39,0.38,0.37,0.32,0.43,0.36,0.44,0.44,0.38,0.43,0.37,0.44,0.38,0.0,0.45,0.38,0.38,0.42,0.42,0.42,0.35,0.42,0.0,0.33,0.43,0.0,0.31,0.35,0.0,0.38,0.38,0.36,0.46,0.37,0.36,0.37,0.34,0.0,0.29,0.34,0.32,0.0,0.31,0.37,0.0,0.39,0.33,0.37,0.0,0.34,0.34,0.31,0.38,0.31,0.36,0.31,0.35,0.0,0.0,0.34,0.33,0.38,0.4,0.36,0.31,0.31,0.32,0.0,0.0,0.0,0.36,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.36,0.35,0.0,0.39,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.32,0.29,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.8,0.67,0.63,0.49,0.58,0.53,0.5,0.56,0.54,0.55,0.48,0.48,0.54,0.43,0.41,0.42,0.43,0.41,0.44,0.44,0.42,0.43,0.37,0.37,0.4,0.38,0.35,0.36,0.37,0.38,0.37,0.33,0.34,0.34,0.35,0.36,0.31,0.0,0.3,0.32,0.0,0.31,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.28
10/06/2021,0.0,0.63,0.0,0.0,0.76,0.8,0.0,0.62,0.0,0.68,0.0,0.61,0.55,0.66,0.63,0.75,0.0,0.61,0.65,0.62,0.65,0.79,0.69,0.0,0.56,0.59,0.5,0.0,0.58,0.0,0.0,0.57,0.49,0.54,0.45,0.55,0.0,0.58,0.51,0.0,0.59,0.42,0.0,0.52,0.0,0.48,0.48,0.5,0.48,0.45,0.5,0.47,0.35,0.49,0.47,0.5,0.47,0.56,0.46,0.48,0.47,0.43,0.51,0.52,0.0,0.44,0.48,0.42,0.45,0.43,0.43,0.4,0.0,0.0,0.0,0.0,0.37,0.42,0.47,0.46,0.0,0.44,0.46,0.0,0.55,0.41,0.47,0.45,0.37,0.44,0.42,0.41,0.43,0.44,0.44,0.44,0.42,0.38,0.44,0.0,0.36,0.0,0.4,0.35,0.45,0.38,0.38,0.0,0.4,0.39,0.0,0.42,0.37,0.0,0.39,0.48,0.39,0.38,0.37,0.32,0.43,0.36,0.44,0.44,0.38,0.43,0.37,0.44,0.38,0.0,0.45,0.38,0.38,0.42,0.42,0.42,0.35,0.42,0.0,0.33,0.43,0.0,0.31,0.35,0.0,0.38,0.38,0.36,0.46,0.37,0.36,0.37,0.34,0.0,0.29,0.34,0.32,0.0,0.31,0.37,0.0,0.39,0.33,0.37,0.0,0.34,0.34,0.31,0.38,0.31,0.36,0.31,0.35,0.0,0.0,0.34,0.33,0.38,0.4,0.36,0.31,0.31,0.32,0.0,0.0,0.0,0.36,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.36,0.35,0.0,0.39,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.32,0.29,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.8,0.67,0.63,0.49,0.58,0.53,0.5,0.56,0.54,0.55,0.48,0.48,0.54,0.43,0.41,0.42,0.43,0.41,0.44,0.44,0.42,0.43,0.37,0.37,0.4,0.38,0.35,0.36,0.37,0.38,0.37,0.33,0.34,0.34,0.35,0.36,0.31,0.0,0.3,0.32,0.0,0.31,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.28
10/07/2021,0.0,0.63,0.0,0.0,0.76,0.73,0.0,0.61,0.0,0.68,0.0,0.59,0.54,0.69,0.65,0.73,0.0,0.62,0.65,0.6,0.66,0.81,0.69,0.0,0.52,0.6,0.51,0.0,0.59,0.0,0.0,0.58,0.5,0.54,0.45,0.56,0.0,0.58,0.5,0.0,0.6,0.4,0.0,0.53,0.0,0.47,0.48,0.5,0.49,0.45,0.49,0.46,0.36,0.5,0.48,0.51,0.48,0.57,0.44,0.49,0.48,0.44,0.52,0.52,0.0,0.43,0.47,0.43,0.45,0.43,0.43,0.39,0.0,0.0,0.0,0.0,0.39,0.41,0.47,0.44,0.0,0.44,0.47,0.0,0.56,0.42,0.49,0.44,0.36,0.45,0.42,0.4,0.44,0.44,0.43,0.44,0.43,0.37,0.44,0.0,0.44,0.0,0.4,0.36,0.45,0.37,0.39,0.0,0.42,0.4,0.0,0.43,0.35,0.0,0.39,0.49,0.41,0.38,0.37,0.31,0.43,0.36,0.44,0.45,0.38,0.43,0.38,0.44,0.33,0.0,0.48,0.38,0.38,0.42,0.46,0.43,0.34,0.42,0.0,0.33,0.41,0.0,0.3,0.35,0.0,0.39,0.38,0.36,0.46,0.37,0.37,0.37,0.33,0.0,0.0,0.33,0.3,0.0,0.3,0.39,0.0,0.4,0.32,0.37,0.0,0.34,0.35,0.31,0.37,0.31,0.37,0.3,0.35,0.0,0.0,0.34,0.29,0.38,0.5,0.36,0.31,0.31,0.31,0.0,0.0,0.0,0.38,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.37,0.34,0.0,0.39,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.33,0.29,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.81,0.68,0.66,0.51,0.58,0.51,0.49,0.57,0.55,0.53,0.48,0.47,0.55,0.43,0.41,0.42,0.42,0.4,0.46,0.44,0.42,0.42,0.37,0.39,0.41,0.35,0.36,0.38,0.39,0.39,0.37,0.33,0.34,0.34,0.36,0.35,0.31,0.0,0.29,0.32,0.3,0.3,0.29,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.55
