,2330.TW,700.HK,9988.HK,005930.KS,3690.HK,VALE3.SA,NPN.JO,RELIANCE.NS,939.HK,INFY.NS,NIO,JD,000660.KS,2318.HK,HDFC.NS,2269.HK,005935.KQ,2317.TW,BIDU,2454.TW,PDD,1810.HK,GAZP.ME,NTES,035420.KS,ICICIBANK.NS,SBER.ME,035720.KS,TCS.NS,LKOH.ME,1120.SR,006400.KS,051910.KS,1180.SR,1398.HK,M4B.,2010.SR,005380.KS,3988.HK,HINDUNILVR.NS,YUMC,ITUB4.SA,2331.HK,PETR4.SA,AMXL.MX,2020.HK,068270.KS,2303.TW,BY6.,BAJFINANCE.NS,600519.SS,AXISBANK.NS,BBCA.JK,BBDC4.SA,005490.KS,QNBK.QA,YNDX,2603.TW,000270.KS,7010.SR,GMKN.ME,2308.TW,2382.HK,NVTK.L,PETR3.SA,2313.HK,2222.SR,FAB.,NBK.,B3SA3.SA,FSR.JO,105560.KS,175.HK,2319.HK,BHARTIARTL.NS,TCOM,2881.TW,BILI,066570.KS,ASIANPAINT.NS,ABEV3.SA,1303.TW,WALMEX.MX,FEMSAUBD.MX,012330.KS,2002.TW,GFNORTEO.MX,LI,055550.KS,HKD,6098.HK,2688.HK,BGNE,2412.TW,BBRI.JK,BEKE,MARUTI.NS,CHL.,XPEV,051900.KS,LT.NS,PBBANK.KL,1301.TW,HCLTECH.NS,2891.TW,2882.TW,GMEXICOB.MX,KOTAKBANK.NS,3711.TW,IMP.JO,1216.TW,OTP.BD,2609.TW,MGLU3.SA,KFH.,2886.TW,MTN.JO,036570.KS,PTT-R.BK,207940.KS,ZTO,096770.KS,291.HK,CEMEXCPO.MX,1801.HK,ZLAB,1109.HK,300750.SZ,TCS.L,SBK.JO,WEGE3.SA,1093.HK,SNPMF,EDU,086790.KS,SSW.JO,2884.TW,000858.SZ,600036.SS,TLKM.JK,SCVUF,6415.TW,TATASTEEL.NS,2333.HK,TATN.ME,ULTRACEMCO.NS,SBIN.NS,NTCO3.SA,1326.TW,017670.KS,CPALL-R.BK,011200.KS,3008.TW,ETISALAT.,3034.TW,384.HK,EMIRATESNBD.DB,WIPRO.NS,HTHT,TME,TECHM.NS,ITSA4.SA,857.HK,2357.TW,1010.SR,028260.KS,960.HK,2885.TW,968.HK,5871.TW,1177.HK,DIVISLAB.NS,688.HK,HINDALCO.NS,GFI.JO,268.HK,VIPS,2007.HK,992.HK,ITC.NS,2601.HK,033780.KS,091990.KQ,NESTLEIND.NS,AOT-R.BK,GNDI3.SA,TAL,CPI.JO,009150.KS,GLOB,1288.HK,M&M.NS,2379.TW,2382.TW,ROSN.ME,TITAN.NS,SUZB3.SA,1101.TW,SOL.JO,PKO.WA,2892.TW,ANG.JO,DRREDDY.NS,MAYBANK.KL,BAP,2359.HK,241.HK,JSWSTEEL.NS,XTSLA,RENT3.SA,1918.HK,003220.KS,SUNPHARMA.NS,1211.SR,2327.TW,DMART.NS,TWD,2899.HK,003550.KS,KGH.WA,HDFCLIFE.NS,5880.TW,BID.JO,NTPC.NS,SLM.JO,ABG.JO,POWERGRID.NS,CIMB.KL,BMRI.JK,BJFIN.NS,TATAMOTORS.NS,ZAR,1060.SR,BAJAJFINSV.NS,SBILIFE.NS,6690.HK,ASII.JK,TATACONSUM.NS,SQM/B.SN,POLY.L,6969.HK,KRW,AQE.,1088.HK,586.HK,2020.SR,034730.KS,CLV.,916.HK,3037.TW,SQM.B.SN,SUM
08/27/2021,5.57,3.85,3.57,3.41,1.13,0.83,0.38,0.93,0.77,0.87,0.56,0.71,0.54,0.57,0.69,0.58,0.55,0.53,0.46,0.54,0.48,0.51,0.53,0.41,0.51,0.53,0.52,0.44,0.5,0.41,0.44,0.4,0.34,0.38,0.34,0.37,0.32,0.28,0.3,0.33,0.28,0.31,0.3,0.27,0.35,0.26,0.26,0.27,0.3,0.28,0.21,0.25,0.28,0.24,0.22,0.26,0.24,0.14,0.2,0.23,0.23,0.21,0.23,0.24,0.22,0.2,0.22,0.22,0.23,0.18,0.22,0.19,0.21,0.19,0.23,0.16,0.21,0.14,0.14,0.18,0.17,0.17,0.2,0.18,0.16,0.17,0.18,0.18,0.16,0.0,0.13,0.16,0.15,0.17,0.16,0.0,0.14,0.13,0.17,0.13,0.17,0.16,0.15,0.19,0.15,0.17,0.15,0.14,0.16,0.13,0.13,0.15,0.0,0.12,0.14,0.13,0.17,0.13,0.13,0.15,0.12,0.11,0.13,0.14,0.11,0.12,0.12,0.13,0.13,0.14,0.13,0.13,0.12,0.0,0.13,0.12,0.12,0.0,0.11,0.13,0.11,0.11,0.14,0.15,0.11,0.12,0.11,0.1,0.11,0.11,0.12,0.1,0.1,0.13,0.11,0.1,0.11,0.13,0.09,0.0,0.14,0.11,0.09,0.09,0.11,0.1,0.09,0.09,0.11,0.13,0.09,0.1,0.09,0.1,0.09,0.1,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.1,0.09,0.09,0.0,0.11,0.09,0.13,0.09,0.1,0.1,0.0,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.2,0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.260000000000005
08/30/2021,5.79,3.86,3.49,3.36,1.16,0.82,0.39,0.95,0.76,0.88,0.55,0.73,0.53,0.55,0.69,0.56,0.55,0.53,0.46,0.53,0.46,0.5,0.52,0.41,0.49,0.54,0.52,0.44,0.51,0.4,0.43,0.4,0.34,0.38,0.34,0.36,0.32,0.28,0.3,0.33,0.28,0.31,0.3,0.28,0.35,0.24,0.26,0.29,0.29,0.28,0.21,0.25,0.28,0.23,0.22,0.26,0.24,0.15,0.2,0.23,0.22,0.21,0.22,0.23,0.22,0.19,0.22,0.22,0.24,0.18,0.22,0.2,0.21,0.2,0.21,0.16,0.21,0.14,0.14,0.18,0.17,0.17,0.2,0.18,0.17,0.17,0.18,0.18,0.16,0.0,0.13,0.15,0.14,0.16,0.16,0.08,0.14,0.13,0.17,0.12,0.17,0.16,0.15,0.19,0.16,0.17,0.15,0.14,0.16,0.13,0.13,0.14,0.09,0.12,0.14,0.13,0.16,0.11,0.13,0.15,0.13,0.11,0.13,0.14,0.1,0.12,0.12,0.13,0.12,0.14,0.13,0.13,0.12,0.0,0.13,0.12,0.12,0.0,0.1,0.12,0.11,0.11,0.13,0.14,0.1,0.12,0.11,0.1,0.11,0.1,0.12,0.1,0.1,0.13,0.11,0.1,0.11,0.13,0.09,0.0,0.14,0.1,0.09,0.09,0.11,0.1,0.09,0.09,0.12,0.13,0.09,0.1,0.09,0.1,0.09,0.1,0.0,0.09,0.0,0.09,0.0,0.0,0.1,0.1,0.09,0.09,0.0,0.11,0.09,0.14,0.09,0.1,0.1,0.0,0.09,0.1,0.1,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.23,0.0,0.0,0.0,0.1,0.09,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21000000000001
08/31/2021,5.81,3.79,3.33,3.34,1.15,0.84,0.39,0.95,0.76,0.87,0.54,0.72,0.53,0.57,0.7,0.55,0.54,0.53,0.45,0.53,0.46,0.5,0.53,0.41,0.49,0.54,0.53,0.44,0.52,0.4,0.43,0.4,0.34,0.38,0.34,0.36,0.32,0.27,0.3,0.33,0.27,0.31,0.31,0.29,0.35,0.24,0.27,0.29,0.29,0.28,0.21,0.25,0.27,0.24,0.22,0.26,0.24,0.14,0.2,0.23,0.23,0.21,0.22,0.23,0.23,0.19,0.22,0.22,0.24,0.18,0.23,0.2,0.21,0.21,0.22,0.16,0.22,0.13,0.14,0.18,0.17,0.17,0.2,0.18,0.17,0.17,0.18,0.17,0.16,0.0,0.13,0.16,0.14,0.16,0.16,0.0,0.14,0.13,0.17,0.12,0.17,0.16,0.15,0.19,0.16,0.17,0.15,0.14,0.17,0.13,0.13,0.15,0.0,0.12,0.14,0.13,0.16,0.1,0.13,0.15,0.13,0.11,0.13,0.14,0.1,0.12,0.13,0.12,0.12,0.14,0.13,0.12,0.12,0.0,0.13,0.12,0.12,0.0,0.1,0.12,0.11,0.12,0.13,0.15,0.1,0.13,0.11,0.1,0.11,0.09,0.12,0.1,0.1,0.13,0.1,0.1,0.11,0.13,0.09,0.0,0.14,0.11,0.09,0.09,0.11,0.1,0.09,0.09,0.12,0.14,0.09,0.1,0.09,0.11,0.09,0.1,0.0,0.09,0.0,0.09,0.0,0.0,0.1,0.1,0.09,0.09,0.0,0.11,0.09,0.14,0.09,0.1,0.1,0.0,0.09,0.1,0.1,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.23,0.0,0.0,0.0,0.1,0.09,0.0,0.1,0.1,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.07000000000001
09/01/2021,5.81,3.79,3.33,3.34,1.15,0.84,0.39,0.95,0.76,0.87,0.54,0.72,0.53,0.57,0.7,0.55,0.54,0.53,0.45,0.53,0.46,0.5,0.53,0.41,0.49,0.54,0.53,0.44,0.52,0.4,0.43,0.4,0.34,0.38,0.34,0.36,0.32,0.27,0.3,0.33,0.27,0.31,0.31,0.29,0.35,0.24,0.27,0.29,0.29,0.28,0.21,0.25,0.27,0.24,0.22,0.26,0.24,0.14,0.2,0.23,0.23,0.21,0.22,0.23,0.23,0.19,0.22,0.22,0.24,0.18,0.23,0.2,0.21,0.21,0.22,0.16,0.22,0.13,0.14,0.18,0.17,0.17,0.2,0.18,0.17,0.17,0.18,0.17,0.16,0.0,0.13,0.16,0.14,0.16,0.16,0.0,0.14,0.13,0.17,0.12,0.17,0.16,0.15,0.19,0.16,0.17,0.15,0.14,0.17,0.13,0.13,0.15,0.0,0.12,0.14,0.13,0.16,0.1,0.13,0.15,0.13,0.11,0.13,0.14,0.1,0.12,0.13,0.12,0.12,0.14,0.13,0.12,0.12,0.0,0.13,0.12,0.12,0.0,0.1,0.12,0.11,0.12,0.13,0.15,0.1,0.13,0.11,0.1,0.11,0.09,0.12,0.1,0.1,0.13,0.1,0.1,0.11,0.13,0.09,0.0,0.14,0.11,0.09,0.09,0.11,0.1,0.09,0.09,0.12,0.14,0.09,0.1,0.09,0.11,0.09,0.1,0.0,0.09,0.0,0.09,0.0,0.0,0.1,0.1,0.09,0.09,0.0,0.11,0.09,0.14,0.09,0.1,0.1,0.0,0.09,0.1,0.1,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.23,0.0,0.0,0.0,0.1,0.09,0.0,0.1,0.1,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.07000000000001
09/02/2021,5.84,3.75,3.35,3.32,1.15,0.83,0.38,0.96,0.75,0.86,0.53,0.72,0.52,0.55,0.7,0.56,0.54,0.53,0.45,0.54,0.45,0.5,0.53,0.4,0.49,0.55,0.53,0.44,0.51,0.4,0.43,0.39,0.33,0.38,0.34,0.35,0.32,0.27,0.3,0.33,0.27,0.31,0.32,0.28,0.36,0.24,0.26,0.29,0.29,0.29,0.2,0.26,0.27,0.23,0.23,0.26,0.24,0.14,0.2,0.23,0.23,0.21,0.22,0.23,0.22,0.19,0.22,0.22,0.23,0.18,0.23,0.19,0.22,0.2,0.23,0.16,0.22,0.13,0.14,0.18,0.17,0.18,0.2,0.18,0.17,0.17,0.18,0.17,0.15,0.0,0.12,0.16,0.15,0.16,0.16,0.0,0.14,0.13,0.17,0.12,0.17,0.16,0.15,0.19,0.16,0.17,0.16,0.15,0.17,0.13,0.13,0.15,0.0,0.12,0.14,0.13,0.17,0.1,0.13,0.15,0.13,0.11,0.13,0.14,0.1,0.12,0.13,0.12,0.12,0.14,0.13,0.12,0.12,0.0,0.12,0.12,0.12,0.0,0.1,0.12,0.11,0.12,0.14,0.15,0.1,0.13,0.11,0.1,0.11,0.0,0.12,0.1,0.1,0.13,0.1,0.1,0.11,0.13,0.09,0.0,0.14,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.13,0.14,0.09,0.1,0.09,0.11,0.09,0.1,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.1,0.09,0.09,0.0,0.11,0.09,0.14,0.09,0.1,0.1,0.0,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.2,0.0,0.0,0.0,0.1,0.09,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.08,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.96000000000001
09/03/2021,5.82,3.8,3.45,3.37,1.37,0.82,0.4,0.94,0.74,0.85,0.57,0.72,0.53,0.52,0.7,0.59,0.54,0.53,0.46,0.52,0.47,0.49,0.53,0.42,0.5,0.54,0.52,0.44,0.51,0.38,0.42,0.4,0.32,0.38,0.33,0.35,0.31,0.27,0.3,0.33,0.27,0.31,0.32,0.27,0.36,0.24,0.26,0.29,0.28,0.3,0.2,0.26,0.27,0.23,0.23,0.25,0.25,0.13,0.2,0.23,0.22,0.2,0.23,0.23,0.22,0.19,0.21,0.21,0.23,0.18,0.23,0.19,0.23,0.2,0.24,0.16,0.21,0.14,0.14,0.18,0.17,0.18,0.2,0.18,0.17,0.17,0.18,0.18,0.15,0.0,0.12,0.17,0.15,0.16,0.16,0.0,0.14,0.13,0.18,0.12,0.17,0.16,0.15,0.19,0.16,0.17,0.16,0.14,0.16,0.13,0.13,0.15,0.0,0.11,0.14,0.13,0.17,0.1,0.13,0.15,0.13,0.12,0.13,0.14,0.1,0.12,0.13,0.12,0.12,0.14,0.13,0.12,0.12,0.0,0.12,0.12,0.12,0.0,0.1,0.12,0.11,0.12,0.15,0.15,0.1,0.12,0.11,0.1,0.11,0.0,0.12,0.1,0.1,0.12,0.1,0.09,0.1,0.13,0.09,0.0,0.14,0.11,0.1,0.09,0.11,0.1,0.0,0.09,0.13,0.14,0.09,0.1,0.09,0.11,0.09,0.1,0.0,0.09,0.09,0.09,0.0,0.0,0.1,0.1,0.09,0.09,0.0,0.11,0.09,0.14,0.09,0.1,0.1,0.0,0.09,0.1,0.1,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.19,0.0,0.0,0.0,0.1,0.09,0.0,0.1,0.18,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.42
09/06/2021,5.74,3.91,3.56,3.32,1.39,0.81,0.42,0.95,0.74,0.84,0.58,0.74,0.53,0.52,0.69,0.56,0.53,0.53,0.48,0.54,0.48,0.5,0.54,0.41,0.5,0.54,0.52,0.44,0.52,0.39,0.42,0.38,0.3,0.38,0.34,0.35,0.31,0.27,0.29,0.34,0.28,0.3,0.31,0.26,0.35,0.24,0.25,0.29,0.28,0.3,0.2,0.27,0.27,0.22,0.23,0.25,0.26,0.13,0.2,0.23,0.22,0.2,0.23,0.25,0.21,0.19,0.21,0.21,0.23,0.18,0.23,0.19,0.23,0.2,0.24,0.17,0.21,0.15,0.14,0.19,0.16,0.17,0.19,0.18,0.17,0.17,0.17,0.18,0.15,0.0,0.13,0.17,0.16,0.16,0.16,0.0,0.14,0.13,0.17,0.12,0.17,0.15,0.14,0.19,0.16,0.17,0.15,0.15,0.16,0.12,0.13,0.15,0.0,0.11,0.14,0.13,0.16,0.1,0.13,0.14,0.14,0.12,0.13,0.13,0.1,0.12,0.13,0.12,0.12,0.14,0.13,0.12,0.12,0.0,0.12,0.12,0.12,0.0,0.1,0.12,0.11,0.13,0.15,0.14,0.1,0.13,0.11,0.1,0.11,0.0,0.12,0.1,0.1,0.12,0.1,0.1,0.1,0.13,0.09,0.0,0.13,0.1,0.1,0.0,0.1,0.1,0.09,0.09,0.12,0.13,0.1,0.1,0.09,0.11,0.09,0.1,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.1,0.09,0.09,0.0,0.11,0.09,0.14,0.09,0.09,0.1,0.0,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.22,0.0,0.0,0.0,0.1,0.09,0.0,0.1,0.09,0.09,0.0,0.0,0.09,0.0,0.08,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.370000000000005
09/07/2021,5.86,3.84,3.42,3.35,1.34,0.8,0.42,0.99,0.74,0.84,0.58,0.73,0.53,0.52,0.69,0.56,0.54,0.54,0.48,0.53,0.48,0.5,0.55,0.4,0.51,0.54,0.52,0.45,0.51,0.39,0.42,0.38,0.31,0.38,0.34,0.35,0.31,0.27,0.29,0.33,0.28,0.3,0.31,0.26,0.34,0.24,0.25,0.32,0.27,0.3,0.21,0.26,0.27,0.22,0.23,0.25,0.26,0.12,0.21,0.23,0.23,0.2,0.23,0.25,0.21,0.2,0.21,0.21,0.23,0.18,0.23,0.19,0.22,0.2,0.24,0.17,0.21,0.15,0.15,0.19,0.16,0.17,0.19,0.18,0.17,0.17,0.17,0.17,0.15,0.0,0.13,0.17,0.16,0.16,0.16,0.0,0.14,0.13,0.16,0.12,0.17,0.15,0.15,0.19,0.16,0.17,0.15,0.15,0.16,0.12,0.13,0.15,0.0,0.12,0.14,0.13,0.16,0.09,0.13,0.14,0.14,0.12,0.13,0.13,0.1,0.12,0.13,0.11,0.12,0.14,0.13,0.12,0.13,0.0,0.12,0.12,0.12,0.0,0.11,0.12,0.11,0.13,0.15,0.14,0.1,0.13,0.11,0.1,0.11,0.0,0.12,0.09,0.1,0.12,0.1,0.1,0.1,0.13,0.0,0.0,0.13,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.12,0.13,0.1,0.1,0.09,0.11,0.09,0.1,0.0,0.09,0.0,0.09,0.09,0.0,0.0,0.1,0.09,0.09,0.0,0.11,0.09,0.14,0.09,0.09,0.1,0.0,0.09,0.11,0.1,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.23,0.0,0.0,0.0,0.1,0.09,0.0,0.1,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.36
09/08/2021,5.86,3.84,3.42,3.35,1.34,0.8,0.42,0.99,0.74,0.84,0.58,0.73,0.53,0.52,0.69,0.56,0.54,0.54,0.48,0.53,0.48,0.5,0.55,0.4,0.51,0.54,0.52,0.45,0.51,0.39,0.42,0.38,0.31,0.38,0.34,0.35,0.31,0.27,0.29,0.33,0.28,0.3,0.31,0.26,0.34,0.24,0.25,0.32,0.27,0.3,0.21,0.26,0.27,0.22,0.23,0.25,0.26,0.12,0.21,0.23,0.23,0.2,0.23,0.25,0.21,0.2,0.21,0.21,0.23,0.18,0.23,0.19,0.22,0.2,0.24,0.17,0.21,0.15,0.15,0.19,0.16,0.17,0.19,0.18,0.17,0.17,0.17,0.17,0.15,0.0,0.13,0.17,0.16,0.16,0.16,0.0,0.14,0.13,0.16,0.12,0.17,0.15,0.15,0.19,0.16,0.17,0.15,0.15,0.16,0.12,0.13,0.15,0.0,0.12,0.14,0.13,0.16,0.09,0.13,0.14,0.14,0.12,0.13,0.13,0.1,0.12,0.13,0.11,0.12,0.14,0.13,0.12,0.13,0.0,0.12,0.12,0.12,0.0,0.11,0.12,0.11,0.13,0.15,0.14,0.1,0.13,0.11,0.1,0.11,0.0,0.12,0.09,0.1,0.12,0.1,0.1,0.1,0.13,0.0,0.0,0.13,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.12,0.13,0.1,0.1,0.09,0.11,0.09,0.1,0.0,0.09,0.0,0.09,0.09,0.0,0.0,0.1,0.09,0.09,0.0,0.11,0.09,0.14,0.09,0.09,0.1,0.0,0.09,0.11,0.1,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.23,0.0,0.0,0.0,0.1,0.09,0.0,0.1,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.36
09/09/2021,5.93,3.94,3.46,3.36,1.34,0.79,0.43,1.0,0.74,0.85,0.58,0.73,0.53,0.51,0.68,0.58,0.54,0.53,0.47,0.51,0.47,0.49,0.55,0.39,0.51,0.53,0.51,0.44,0.51,0.38,0.42,0.38,0.31,0.38,0.34,0.35,0.31,0.27,0.29,0.33,0.27,0.3,0.3,0.26,0.34,0.23,0.24,0.31,0.29,0.29,0.21,0.26,0.27,0.22,0.23,0.25,0.26,0.11,0.21,0.23,0.23,0.2,0.23,0.25,0.21,0.2,0.21,0.21,0.23,0.18,0.23,0.19,0.22,0.2,0.23,0.17,0.21,0.15,0.14,0.19,0.17,0.17,0.19,0.18,0.17,0.17,0.17,0.17,0.15,0.0,0.13,0.17,0.16,0.16,0.16,0.0,0.14,0.13,0.16,0.12,0.17,0.15,0.14,0.19,0.16,0.17,0.15,0.14,0.16,0.12,0.13,0.15,0.0,0.12,0.14,0.13,0.16,0.1,0.13,0.14,0.14,0.12,0.13,0.13,0.1,0.12,0.13,0.12,0.12,0.14,0.13,0.12,0.13,0.0,0.12,0.11,0.12,0.0,0.1,0.12,0.11,0.12,0.15,0.14,0.1,0.13,0.11,0.1,0.11,0.0,0.12,0.09,0.1,0.11,0.1,0.09,0.1,0.14,0.09,0.0,0.14,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.12,0.13,0.1,0.1,0.09,0.11,0.09,0.1,0.0,0.09,0.0,0.09,0.09,0.0,0.09,0.1,0.09,0.09,0.0,0.11,0.09,0.14,0.09,0.09,0.1,0.0,0.09,0.11,0.09,0.09,0.09,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.23,0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.39000000000001
09/10/2021,5.86,4.03,3.5,3.31,1.4,0.79,0.43,1.0,0.74,0.83,0.58,0.76,0.52,0.52,0.7,0.58,0.54,0.51,0.48,0.52,0.5,0.49,0.56,0.41,0.5,0.53,0.51,0.44,0.51,0.38,0.42,0.39,0.32,0.38,0.34,0.36,0.31,0.27,0.3,0.33,0.27,0.3,0.33,0.26,0.34,0.23,0.24,0.31,0.29,0.29,0.21,0.26,0.27,0.22,0.24,0.25,0.25,0.12,0.2,0.23,0.22,0.2,0.23,0.26,0.21,0.2,0.21,0.21,0.23,0.18,0.22,0.18,0.23,0.2,0.24,0.17,0.22,0.16,0.14,0.19,0.17,0.17,0.19,0.17,0.17,0.17,0.18,0.18,0.15,0.0,0.12,0.17,0.17,0.16,0.16,0.0,0.14,0.13,0.17,0.12,0.17,0.15,0.15,0.19,0.16,0.17,0.15,0.14,0.15,0.12,0.13,0.15,0.0,0.12,0.14,0.13,0.16,0.09,0.12,0.14,0.14,0.12,0.13,0.13,0.1,0.12,0.13,0.12,0.12,0.14,0.13,0.12,0.13,0.0,0.12,0.11,0.12,0.0,0.11,0.12,0.11,0.12,0.15,0.14,0.1,0.13,0.11,0.1,0.11,0.0,0.12,0.09,0.1,0.12,0.1,0.09,0.1,0.13,0.09,0.0,0.13,0.1,0.1,0.0,0.1,0.1,0.0,0.09,0.12,0.13,0.1,0.1,0.09,0.11,0.09,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.09,0.1,0.09,0.09,0.0,0.11,0.09,0.14,0.09,0.09,0.1,0.08,0.09,0.11,0.09,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.28,0.0,0.0,0.0,0.09,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.08,0.1,0.0,0.09,0.0,0.08,0.0,0.0,0.1,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.62000000000001
09/13/2021,5.91,3.82,3.38,3.3,1.38,0.77,0.4,1.01,0.75,0.84,0.56,0.74,0.51,0.51,0.71,0.59,0.54,0.51,0.48,0.52,0.49,0.47,0.57,0.38,0.45,0.54,0.52,0.37,0.51,0.39,0.44,0.38,0.32,0.39,0.34,0.36,0.32,0.27,0.3,0.34,0.27,0.29,0.32,0.25,0.34,0.24,0.24,0.31,0.29,0.3,0.21,0.26,0.27,0.21,0.24,0.25,0.26,0.12,0.21,0.23,0.23,0.2,0.23,0.26,0.2,0.2,0.21,0.23,0.23,0.17,0.23,0.19,0.22,0.21,0.25,0.17,0.22,0.15,0.14,0.19,0.16,0.17,0.2,0.18,0.17,0.17,0.18,0.18,0.15,0.0,0.12,0.17,0.17,0.16,0.16,0.0,0.14,0.13,0.16,0.12,0.17,0.15,0.15,0.19,0.16,0.17,0.14,0.15,0.16,0.11,0.12,0.15,0.0,0.11,0.14,0.13,0.16,0.09,0.12,0.14,0.15,0.12,0.13,0.13,0.1,0.11,0.13,0.12,0.12,0.14,0.13,0.12,0.13,0.0,0.12,0.11,0.12,0.0,0.11,0.12,0.11,0.13,0.15,0.14,0.1,0.13,0.11,0.09,0.11,0.0,0.12,0.09,0.1,0.13,0.1,0.09,0.11,0.13,0.1,0.0,0.13,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.12,0.14,0.09,0.1,0.09,0.11,0.0,0.09,0.0,0.09,0.0,0.09,0.09,0.0,0.09,0.1,0.09,0.09,0.0,0.12,0.09,0.14,0.09,0.09,0.1,0.0,0.09,0.11,0.1,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.29,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.3
