,AAPL,MSFT,AMZN,FB,GOOGL,TSLA,NVDA,JPM,JNJ,V,UNH,BRK.B,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,VZ,PFE,NFLX,INTC,CSCO,KO,CRM,ABT,T,PEP,WMT,CVX,NKE,ABBV,ACN,TMO,MRK,WFC,LLY,COST,DHR,MCD,TXN,MDT,HON,UPS,QCOM,BMY,UNP,PM,C,ORCL,AVGO,BA,LOW,NEE,MS,SBUX,RTX,BLK,GS,AMGN,IBM,INTU,SCHW,AMAT,CAT,AMT,TGT,MMM,AMD,AXP,CVS,TMUS,ISRG,GE,CHTR,DE,LMT,NOW,SPGI,SQ,ZTS,BKNG,FIS,MU,ANTM,MDLZ,SYK,UBER,ADP,PLD,TJX,PNC,LRCX,CCI,COP,MRNA,USB,ZM,MO,TFC,CI,GM,EL,GILD,CB,DUK,BDX,SNAP,CME,FDX,CL,EQIX,MMC,SHW,COF,ICE,BX,ATVI,ADSK,SO,NSC,TWLO,EW,CSX,ITW,APD,D,MCO,FISV,BSX,ADI,EMR,ETN,WM,F,TWTR,PGR,ILMN,FCX,NOC,DOCU,ECL,IDXX,HCA,AON,NXPI,CRWD,JCI,HUM,GPN,EBAY,NEM,IQV,REGN,TEL,ROKU,VRTX,MET,ALGN,GD,ROP,DOW,MSCI,BIIB,PSA,SLB,PINS,TROW,TT,LHX,WDAY,KMB,DG,DD,PLTR,BK,MAR,PXD,VEEV,CNC,APTV,KLAC,SPG,A,PH,EXC,CMG,BAX,ROST,STZ,SYY,MRVL,MTCH,EOG,EA,PSX,PPG,US Dollar,SNPS,ALL,ORLY,PANW,AEP,DLR,AIG,DXCM,OTIS,CDNS,CTSH,CARR,CQE.AX,APH,KKR,PRU,GE.,DFS,FTNT,n/a,MSI,688101.SS,688001.SS,RMD,MCHP,SNOW,ABNB,DASH,MPC,COIN,SIVB,GIS,AZO,TTD,VRSK,HPQ,O,PAYX,ROK,SBAC,PEP.,CHV.,4I1.,TRVC.,8CW.,DUT.,PEO.,WBA,SUM
09/13/2021,6.62,6.06,4.11,2.33,2.34,1.61,1.39,1.31,1.2,1.04,1.01,0.94,0.96,0.91,0.95,0.83,0.91,0.84,0.81,0.74,0.62,0.61,0.7,0.67,0.56,0.64,0.59,0.6,0.62,0.53,0.58,0.58,0.5,0.56,0.51,0.59,0.57,0.48,0.5,0.52,0.56,0.57,0.48,0.45,0.46,0.42,0.37,0.41,0.38,0.38,0.41,0.39,0.43,0.41,0.34,0.39,0.43,0.42,0.38,0.34,0.36,0.37,0.3,0.33,0.39,0.33,0.32,0.3,0.35,0.31,0.29,0.35,0.28,0.3,0.25,0.32,0.26,0.29,0.28,0.25,0.32,0.29,0.27,0.27,0.26,0.21,0.22,0.23,0.23,0.25,0.18,0.23,0.25,0.23,0.22,0.21,0.21,0.19,0.42,0.2,0.16,0.22,0.2,0.18,0.17,0.21,0.2,0.22,0.21,0.21,0.21,0.17,0.16,0.18,0.2,0.21,0.2,0.18,0.18,0.24,0.15,0.17,0.19,0.16,0.16,0.2,0.16,0.16,0.15,0.17,0.17,0.17,0.17,0.22,0.16,0.17,0.17,0.13,0.14,0.14,0.14,0.14,0.14,0.15,0.16,0.15,0.17,0.17,0.14,0.14,0.15,0.12,0.12,0.13,0.12,0.14,0.14,0.13,0.0,0.11,0.12,0.14,0.13,0.12,0.11,0.14,0.0,0.13,0.0,0.0,0.13,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.12,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.12,0.11,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.1,0.0,0.0,0.11,0.21,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.80000000000001
09/14/2021,6.44,6.07,4.11,2.35,2.31,1.58,1.42,1.3,1.2,1.04,0.99,0.94,0.96,0.91,0.96,0.83,0.91,0.83,0.82,0.74,0.62,0.61,0.7,0.68,0.56,0.63,0.6,0.59,0.62,0.53,0.58,0.58,0.5,0.57,0.51,0.59,0.58,0.48,0.5,0.52,0.56,0.57,0.49,0.46,0.46,0.42,0.38,0.42,0.38,0.38,0.42,0.39,0.43,0.42,0.34,0.39,0.43,0.42,0.38,0.34,0.36,0.38,0.3,0.33,0.39,0.33,0.32,0.31,0.35,0.31,0.29,0.35,0.28,0.3,0.25,0.31,0.26,0.3,0.28,0.25,0.32,0.3,0.26,0.27,0.26,0.21,0.22,0.23,0.23,0.25,0.18,0.23,0.25,0.23,0.22,0.21,0.21,0.19,0.41,0.2,0.16,0.22,0.2,0.18,0.17,0.21,0.2,0.22,0.21,0.2,0.21,0.17,0.16,0.18,0.19,0.21,0.2,0.18,0.18,0.24,0.15,0.17,0.19,0.16,0.15,0.19,0.16,0.16,0.15,0.17,0.17,0.17,0.16,0.23,0.16,0.17,0.17,0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.16,0.15,0.17,0.17,0.14,0.14,0.15,0.12,0.11,0.13,0.12,0.14,0.14,0.13,0.0,0.12,0.12,0.14,0.13,0.12,0.11,0.14,0.0,0.13,0.0,0.0,0.13,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.11,0.12,0.11,0.0,0.12,0.13,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.31,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.74000000000001
09/15/2021,6.44,6.07,4.12,2.35,2.31,1.58,1.42,1.3,1.2,1.04,0.99,0.94,0.96,0.91,0.96,0.83,0.91,0.83,0.82,0.74,0.62,0.61,0.7,0.68,0.56,0.63,0.6,0.6,0.62,0.53,0.59,0.58,0.51,0.57,0.51,0.59,0.58,0.48,0.5,0.52,0.56,0.57,0.49,0.46,0.46,0.42,0.38,0.42,0.38,0.38,0.42,0.39,0.43,0.42,0.34,0.39,0.43,0.42,0.38,0.34,0.36,0.38,0.3,0.33,0.39,0.33,0.32,0.31,0.35,0.31,0.29,0.35,0.28,0.3,0.25,0.31,0.26,0.3,0.28,0.25,0.32,0.3,0.26,0.27,0.26,0.21,0.22,0.23,0.23,0.25,0.18,0.23,0.25,0.23,0.22,0.21,0.21,0.19,0.41,0.21,0.16,0.22,0.2,0.18,0.17,0.21,0.2,0.22,0.21,0.21,0.21,0.17,0.16,0.18,0.19,0.21,0.2,0.18,0.18,0.24,0.15,0.17,0.19,0.16,0.15,0.2,0.16,0.16,0.15,0.17,0.17,0.17,0.16,0.23,0.16,0.17,0.17,0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.16,0.15,0.17,0.17,0.14,0.14,0.15,0.12,0.11,0.14,0.12,0.14,0.14,0.13,0.0,0.12,0.12,0.14,0.13,0.12,0.11,0.14,0.0,0.13,0.0,0.0,0.13,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.13,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.11,0.12,0.11,0.0,0.12,0.13,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.24,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.75
09/16/2021,6.46,6.09,4.1,2.33,2.33,1.6,1.4,1.32,1.19,1.04,1.01,0.95,0.97,0.9,0.97,0.83,0.91,0.84,0.8,0.75,0.64,0.62,0.68,0.67,0.57,0.63,0.6,0.59,0.61,0.54,0.59,0.58,0.51,0.55,0.52,0.59,0.57,0.48,0.52,0.52,0.55,0.56,0.49,0.46,0.45,0.42,0.38,0.42,0.38,0.37,0.41,0.4,0.43,0.42,0.34,0.4,0.43,0.42,0.38,0.35,0.36,0.38,0.3,0.34,0.38,0.33,0.33,0.31,0.35,0.31,0.29,0.35,0.29,0.3,0.25,0.31,0.27,0.3,0.28,0.25,0.32,0.3,0.26,0.27,0.26,0.21,0.23,0.23,0.23,0.24,0.18,0.23,0.25,0.23,0.23,0.21,0.21,0.2,0.39,0.21,0.16,0.22,0.21,0.18,0.17,0.21,0.2,0.23,0.2,0.21,0.2,0.17,0.17,0.18,0.19,0.2,0.2,0.18,0.18,0.24,0.15,0.17,0.19,0.16,0.15,0.19,0.16,0.16,0.15,0.17,0.17,0.16,0.16,0.23,0.16,0.16,0.17,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.16,0.15,0.17,0.17,0.15,0.14,0.15,0.12,0.11,0.14,0.12,0.13,0.14,0.13,0.0,0.12,0.13,0.14,0.13,0.12,0.11,0.14,0.0,0.13,0.0,0.0,0.13,0.12,0.12,0.13,0.12,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.12,0.11,0.12,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.11,0.13,0.11,0.0,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.24,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.80000000000001
09/17/2021,6.43,6.18,4.11,2.35,2.35,1.61,1.41,1.3,1.19,1.03,1.01,0.95,0.97,0.91,0.98,0.83,0.91,0.82,0.8,0.7,0.63,0.62,0.69,0.66,0.57,0.63,0.6,0.59,0.62,0.53,0.59,0.58,0.51,0.55,0.51,0.59,0.57,0.48,0.52,0.51,0.55,0.56,0.49,0.47,0.46,0.42,0.38,0.41,0.38,0.37,0.41,0.39,0.42,0.42,0.34,0.4,0.43,0.42,0.38,0.34,0.36,0.38,0.3,0.33,0.39,0.32,0.33,0.3,0.35,0.31,0.29,0.35,0.28,0.3,0.25,0.31,0.26,0.29,0.28,0.25,0.32,0.3,0.26,0.27,0.26,0.21,0.23,0.23,0.23,0.25,0.18,0.23,0.25,0.23,0.22,0.21,0.21,0.2,0.4,0.21,0.15,0.22,0.2,0.18,0.18,0.21,0.2,0.22,0.2,0.21,0.21,0.17,0.16,0.18,0.19,0.2,0.2,0.18,0.18,0.25,0.15,0.17,0.19,0.16,0.15,0.2,0.16,0.16,0.15,0.17,0.17,0.16,0.17,0.23,0.16,0.16,0.17,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.16,0.15,0.17,0.17,0.15,0.14,0.15,0.12,0.11,0.13,0.12,0.13,0.14,0.13,0.0,0.12,0.12,0.14,0.13,0.12,0.11,0.15,0.0,0.13,0.0,0.0,0.12,0.12,0.12,0.13,0.12,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.13,0.11,0.13,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.11,0.13,0.11,0.0,0.12,0.13,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.25,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.77000000000001
09/20/2021,6.42,6.24,4.11,2.31,2.36,1.62,1.41,1.3,1.18,1.03,1.02,0.94,0.96,0.9,0.97,0.82,0.91,0.82,0.82,0.71,0.65,0.61,0.68,0.66,0.57,0.63,0.6,0.59,0.62,0.53,0.59,0.57,0.51,0.55,0.52,0.59,0.57,0.48,0.52,0.5,0.55,0.56,0.49,0.47,0.46,0.42,0.38,0.4,0.38,0.37,0.42,0.4,0.42,0.42,0.34,0.4,0.43,0.42,0.37,0.35,0.36,0.37,0.3,0.33,0.39,0.32,0.33,0.31,0.35,0.31,0.29,0.35,0.29,0.31,0.25,0.31,0.26,0.29,0.28,0.25,0.32,0.3,0.26,0.26,0.26,0.21,0.22,0.24,0.23,0.25,0.18,0.23,0.25,0.23,0.22,0.21,0.21,0.2,0.4,0.21,0.15,0.22,0.2,0.18,0.18,0.21,0.21,0.22,0.2,0.21,0.21,0.17,0.16,0.18,0.19,0.2,0.2,0.18,0.18,0.25,0.15,0.17,0.19,0.16,0.15,0.19,0.16,0.16,0.15,0.17,0.17,0.16,0.16,0.23,0.16,0.17,0.17,0.13,0.13,0.14,0.14,0.15,0.14,0.14,0.15,0.15,0.17,0.17,0.14,0.14,0.15,0.12,0.11,0.14,0.12,0.13,0.14,0.13,0.0,0.12,0.13,0.14,0.13,0.12,0.11,0.14,0.0,0.12,0.11,0.0,0.12,0.12,0.12,0.13,0.12,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.1,0.13,0.11,0.13,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.13,0.11,0.0,0.12,0.13,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.25,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.78
09/21/2021,6.21,6.1,4.06,2.24,2.28,1.71,1.38,1.28,1.17,1.01,1.02,0.93,0.96,0.88,0.95,0.81,0.9,0.81,0.85,0.71,0.63,0.61,0.67,0.66,0.57,0.65,0.58,0.64,0.61,0.53,0.58,0.57,0.51,0.54,0.52,0.57,0.63,0.49,0.52,0.5,0.55,0.59,0.49,0.49,0.47,0.41,0.37,0.41,0.37,0.36,0.41,0.38,0.39,0.43,0.34,0.39,0.43,0.4,0.36,0.34,0.32,0.36,0.3,0.33,0.38,0.32,0.33,0.3,0.36,0.31,0.29,0.34,0.29,0.31,0.21,0.31,0.26,0.24,0.27,0.26,0.33,0.29,0.27,0.26,0.26,0.21,0.23,0.24,0.23,0.25,0.19,0.23,0.24,0.23,0.22,0.23,0.21,0.2,0.4,0.21,0.16,0.23,0.2,0.18,0.18,0.2,0.2,0.2,0.2,0.2,0.22,0.17,0.16,0.17,0.2,0.2,0.19,0.18,0.18,0.25,0.17,0.17,0.17,0.16,0.16,0.2,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.23,0.16,0.16,0.17,0.14,0.14,0.14,0.16,0.13,0.14,0.14,0.15,0.14,0.16,0.17,0.13,0.14,0.14,0.12,0.11,0.12,0.11,0.13,0.14,0.12,0.0,0.12,0.12,0.14,0.12,0.12,0.11,0.14,0.0,0.12,0.11,0.0,0.12,0.11,0.12,0.13,0.12,0.12,0.0,0.13,0.11,0.11,0.0,0.0,0.0,0.0,0.13,0.11,0.12,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.11,0.13,0.11,0.11,0.11,0.13,0.0,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.23,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.14000000000001
09/22/2021,6.21,6.1,4.06,2.24,2.28,1.71,1.38,1.28,1.17,1.01,1.02,0.93,0.96,0.88,0.95,0.81,0.9,0.81,0.85,0.71,0.63,0.61,0.67,0.66,0.57,0.65,0.58,0.64,0.61,0.53,0.58,0.57,0.51,0.54,0.52,0.57,0.63,0.49,0.52,0.5,0.55,0.59,0.49,0.49,0.47,0.41,0.37,0.41,0.37,0.36,0.41,0.38,0.39,0.43,0.34,0.39,0.43,0.4,0.36,0.34,0.32,0.36,0.3,0.33,0.38,0.32,0.33,0.3,0.36,0.31,0.29,0.34,0.29,0.31,0.21,0.31,0.26,0.24,0.27,0.26,0.33,0.29,0.27,0.26,0.26,0.21,0.23,0.24,0.23,0.25,0.19,0.23,0.24,0.23,0.22,0.23,0.21,0.2,0.4,0.21,0.16,0.23,0.2,0.18,0.18,0.2,0.2,0.2,0.2,0.2,0.22,0.17,0.16,0.17,0.2,0.2,0.19,0.18,0.18,0.25,0.17,0.17,0.17,0.16,0.16,0.2,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.23,0.16,0.16,0.17,0.14,0.14,0.14,0.16,0.13,0.14,0.14,0.15,0.14,0.16,0.17,0.13,0.14,0.14,0.12,0.11,0.12,0.11,0.13,0.14,0.12,0.0,0.12,0.12,0.14,0.12,0.12,0.11,0.14,0.0,0.12,0.11,0.0,0.12,0.11,0.12,0.13,0.12,0.12,0.0,0.13,0.11,0.11,0.0,0.0,0.0,0.0,0.13,0.11,0.12,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.11,0.13,0.11,0.11,0.11,0.13,0.0,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.23,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.14000000000001
09/23/2021,6.18,6.09,4.0,2.22,2.29,1.67,1.35,1.26,1.19,1.02,1.02,0.94,0.96,0.87,0.96,0.82,0.89,0.8,0.84,0.71,0.63,0.62,0.68,0.65,0.56,0.65,0.58,0.65,0.61,0.54,0.58,0.57,0.5,0.54,0.52,0.58,0.64,0.5,0.52,0.51,0.55,0.6,0.49,0.49,0.48,0.41,0.38,0.41,0.37,0.36,0.41,0.38,0.39,0.42,0.34,0.39,0.44,0.39,0.36,0.35,0.32,0.35,0.3,0.33,0.38,0.32,0.32,0.29,0.36,0.31,0.29,0.34,0.28,0.31,0.21,0.31,0.26,0.25,0.26,0.26,0.33,0.29,0.27,0.26,0.26,0.21,0.22,0.24,0.23,0.25,0.19,0.23,0.25,0.23,0.22,0.22,0.21,0.2,0.4,0.21,0.15,0.23,0.2,0.18,0.17,0.2,0.21,0.2,0.2,0.21,0.22,0.17,0.16,0.18,0.2,0.2,0.19,0.18,0.18,0.23,0.16,0.17,0.18,0.15,0.15,0.2,0.16,0.16,0.15,0.17,0.17,0.16,0.16,0.23,0.16,0.16,0.18,0.14,0.13,0.14,0.16,0.13,0.14,0.14,0.15,0.14,0.16,0.17,0.13,0.14,0.14,0.12,0.11,0.12,0.11,0.13,0.14,0.12,0.0,0.12,0.12,0.14,0.12,0.12,0.11,0.14,0.0,0.12,0.0,0.0,0.12,0.11,0.12,0.13,0.12,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.13,0.11,0.12,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.11,0.12,0.13,0.11,0.11,0.12,0.13,0.0,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.43,0.1,0.0,0.0,0.0,0.0,0.23,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.10000000000001
09/24/2021,6.2,6.1,3.98,2.23,2.29,1.69,1.36,1.26,1.19,1.02,1.02,0.94,0.97,0.87,0.96,0.81,0.86,0.8,0.85,0.71,0.63,0.62,0.68,0.65,0.56,0.64,0.58,0.65,0.61,0.53,0.58,0.57,0.5,0.54,0.52,0.58,0.64,0.5,0.52,0.5,0.55,0.6,0.49,0.49,0.47,0.41,0.38,0.41,0.37,0.35,0.41,0.37,0.39,0.42,0.34,0.39,0.44,0.39,0.36,0.35,0.32,0.35,0.3,0.33,0.38,0.32,0.32,0.29,0.37,0.3,0.29,0.34,0.29,0.31,0.21,0.31,0.25,0.24,0.26,0.26,0.33,0.29,0.27,0.26,0.26,0.21,0.22,0.24,0.23,0.25,0.21,0.23,0.25,0.23,0.22,0.22,0.21,0.21,0.41,0.21,0.15,0.23,0.2,0.18,0.17,0.2,0.21,0.2,0.2,0.21,0.23,0.17,0.16,0.18,0.2,0.2,0.19,0.18,0.18,0.24,0.16,0.17,0.18,0.15,0.16,0.2,0.16,0.16,0.15,0.17,0.17,0.16,0.16,0.23,0.15,0.16,0.18,0.14,0.14,0.14,0.16,0.12,0.14,0.14,0.15,0.14,0.16,0.17,0.13,0.14,0.14,0.12,0.11,0.12,0.11,0.13,0.14,0.12,0.0,0.12,0.12,0.14,0.12,0.12,0.11,0.14,0.0,0.12,0.0,0.0,0.12,0.11,0.12,0.13,0.12,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.13,0.11,0.12,0.1,0.12,0.14,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.11,0.12,0.13,0.11,0.11,0.11,0.13,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.1,0.0,0.23,0.16,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.13000000000001
09/27/2021,6.22,6.07,3.99,2.11,2.28,1.69,1.41,1.3,1.17,1.04,0.99,0.93,0.95,0.89,0.94,0.83,0.86,0.83,0.81,0.69,0.65,0.61,0.67,0.66,0.56,0.64,0.57,0.68,0.6,0.52,0.57,0.56,0.52,0.55,0.51,0.58,0.64,0.5,0.53,0.5,0.54,0.59,0.49,0.49,0.47,0.41,0.37,0.41,0.36,0.36,0.4,0.39,0.4,0.42,0.35,0.39,0.43,0.4,0.36,0.35,0.32,0.36,0.29,0.33,0.39,0.34,0.33,0.29,0.35,0.3,0.28,0.35,0.3,0.3,0.21,0.31,0.26,0.24,0.27,0.26,0.33,0.29,0.28,0.26,0.27,0.2,0.22,0.24,0.23,0.25,0.21,0.23,0.24,0.23,0.22,0.23,0.2,0.22,0.42,0.22,0.15,0.23,0.21,0.17,0.18,0.2,0.2,0.2,0.19,0.2,0.24,0.17,0.14,0.17,0.19,0.2,0.19,0.19,0.18,0.24,0.16,0.17,0.17,0.15,0.16,0.2,0.16,0.16,0.15,0.16,0.17,0.16,0.16,0.24,0.16,0.16,0.17,0.15,0.14,0.14,0.16,0.13,0.14,0.14,0.15,0.14,0.16,0.17,0.14,0.14,0.14,0.12,0.11,0.12,0.11,0.13,0.14,0.12,0.0,0.12,0.12,0.15,0.12,0.12,0.11,0.14,0.0,0.12,0.11,0.0,0.12,0.11,0.12,0.13,0.12,0.12,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.11,0.13,0.11,0.12,0.0,0.12,0.14,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.1,0.12,0.13,0.11,0.0,0.12,0.13,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.11,0.23,0.16,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.04
09/28/2021,6.22,6.06,3.99,2.16,2.3,1.74,1.38,1.31,1.17,1.05,0.99,0.93,0.96,0.88,0.94,0.84,0.86,0.84,0.8,0.69,0.66,0.61,0.66,0.66,0.56,0.64,0.57,0.7,0.59,0.52,0.57,0.56,0.52,0.51,0.51,0.58,0.64,0.5,0.53,0.5,0.56,0.59,0.5,0.5,0.47,0.41,0.37,0.41,0.36,0.36,0.41,0.39,0.4,0.42,0.35,0.39,0.43,0.4,0.36,0.35,0.32,0.35,0.29,0.33,0.39,0.34,0.33,0.29,0.35,0.3,0.28,0.35,0.3,0.3,0.21,0.31,0.26,0.24,0.26,0.26,0.33,0.29,0.28,0.26,0.27,0.2,0.22,0.24,0.23,0.25,0.22,0.23,0.24,0.23,0.22,0.23,0.2,0.22,0.39,0.22,0.15,0.22,0.21,0.17,0.18,0.2,0.2,0.2,0.19,0.2,0.25,0.17,0.14,0.17,0.19,0.2,0.19,0.19,0.18,0.23,0.16,0.17,0.17,0.15,0.15,0.2,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.24,0.16,0.16,0.18,0.15,0.14,0.14,0.16,0.13,0.14,0.14,0.15,0.14,0.16,0.17,0.14,0.14,0.14,0.12,0.11,0.12,0.11,0.13,0.14,0.12,0.0,0.12,0.12,0.14,0.12,0.12,0.11,0.14,0.0,0.12,0.11,0.0,0.12,0.11,0.12,0.13,0.12,0.12,0.0,0.13,0.11,0.12,0.11,0.0,0.0,0.0,0.13,0.11,0.12,0.0,0.11,0.14,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.13,0.1,0.12,0.13,0.11,0.0,0.12,0.13,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.11,0.23,0.16,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.11
