,NARI,AMKR,MRVI,SWI,UI,PGNY,TTEC,EBS,ALRM,SAGE,QLYS,INNV,SPSC,NSIT,PCRX,CORT,FLGT,CRSR,SLGN,FORM,TNET,APPF,AQUA,UCTT,AJRD,TROX,NGVT,SUPN,NSP,ATKR,ADUS,ONTF,INVA,ACMR,FIX,LMAT,NRC,PNTG,JYNT,SLP,BCC,EXPI,PLUS,GMS,AAWW,MGRC,ARRY,IIPR,HYLN,LESL,ATRS,SAFE,PRIM,NSA,MYRG,MITK,NVEE,WWE,LGIH,ACI,PGTI,MRTN,CARG,ASO,CPRX,ZYXI,EPRT,OLO,SSTK,ERII,STMP,MDC,MTH,IBP,NSSC,LCII,ROAD,IESC,SKY,UPST,SSTI,REYN,SNBR,CTRE,RVLV,IRBT,USLM,HEAR,CACC,BOOT,MAX,CELH,XPEL,BIG,HWKN,CCS,CVCO,DEA,FIZZ,PATK,MHO,DSP,MBUU,MED,UMBF,GO,HASI,ESGR,INS,HLI,SFM,LORL,PFSI,KNSL,COKE,FLWS,MCY,SFBS,GRBK,ABCB,FHI,LOVE,HLNE,VIRT,WD,HZO,JOUT,SLQT,AEL,HTH,VGR,CRMT,FOCS,AX,SI,RKT,LOB,SPWH,TTCF,FBC,RILY,POSH,SCPL,PLMR,NMIH,WMK,JOAN,PJT,CRCT,BRBR,CASH,EHTH,STC,ONEW,TBBK,ENVA,SAFT,FBNC,NBHC,MBIN,SGC,COWN,VITL,STEP,FFWM,PUBM,KRNY,PFBC,BY,Invesco Liquid Assets Portfoilio Shares-Fund 1913,ALTA,FBMS,QCRH,NCBS,CAC,ATLC,WTRH,HIFS,LAKE,BFC,VCTR,ALRS,MCB,WSBF,MVBF,AMAL,BFST,IBCP,BWB,RBNC,FMNB,CCBG,GNTY,EBTC,SMBC,STXB,RRBI,SMBK,FCBP,CCB,ITIC,NABL WI,ANSGR.IS,IPO-ROF.L,NABL,603613.SS,n/a,IS,FIGS,DV,DOCS,SQSP,LZ,TSP,PRVA,DOMO,AOSL,PCH,KE,ZIP,PAY,QNST,AOUT,HBNC,BRMK,SWIEUR,DNLI,TWKS,ENSG,CMC,PLXS,HI,MRCY,SGH,SCHN,CLFD,OLPX,VIVO,FTDR,SMLR,WGO,MC,LAND,KMPR,ACT,HLLY,TRNS,THRY,RLGT,CENTA,MCFT,AGFY,HONE,IMKTA,DX,BRDG,DOUG,SUM
09/02/2021,2.69,3.73,4.58,1.6,3.23,2.48,2.77,2.36,2.27,1.81,2.48,1.41,2.69,1.99,1.79,1.73,1.83,1.43,1.6,1.68,1.86,1.24,1.47,1.13,1.03,1.08,1.1,0.97,1.34,1.35,0.99,0.59,1.07,0.83,0.85,0.81,0.94,0.57,1.0,0.62,0.72,0.79,0.8,0.68,0.66,0.52,0.73,0.72,0.47,0.48,0.46,0.59,0.43,0.54,0.55,0.53,0.5,0.39,0.42,0.64,0.4,0.42,0.51,0.43,0.39,0.32,0.46,0.46,0.45,0.36,0.64,0.39,0.45,0.4,0.39,0.38,0.37,0.32,0.38,0.58,0.25,0.28,0.25,0.26,0.22,0.25,0.28,0.25,0.34,0.27,0.15,0.27,0.22,0.19,0.27,0.25,0.25,0.22,0.2,0.21,0.2,0.09,0.17,0.13,0.15,0.11,0.17,0.15,0.19,0.16,0.14,0.15,0.16,0.15,0.13,0.13,0.12,0.14,0.14,0.12,0.12,0.09,0.11,0.1,0.11,0.12,0.11,0.05,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.09,0.06,0.05,0.08,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.05,0.04,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.04,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/03/2021,2.69,3.73,4.58,1.6,3.23,2.48,2.77,2.36,2.27,1.81,2.48,1.41,2.69,1.99,1.79,1.73,1.83,1.43,1.6,1.68,1.86,1.24,1.47,1.13,1.03,1.08,1.1,0.97,1.34,1.35,0.99,0.59,1.07,0.83,0.85,0.81,0.94,0.57,1.0,0.62,0.72,0.79,0.8,0.68,0.66,0.52,0.73,0.72,0.47,0.48,0.46,0.59,0.43,0.54,0.55,0.53,0.5,0.39,0.42,0.64,0.4,0.42,0.51,0.43,0.39,0.32,0.46,0.46,0.45,0.36,0.64,0.39,0.45,0.4,0.39,0.38,0.37,0.32,0.38,0.58,0.25,0.28,0.25,0.26,0.22,0.25,0.28,0.25,0.34,0.27,0.15,0.27,0.22,0.19,0.27,0.25,0.25,0.22,0.2,0.21,0.2,0.09,0.17,0.13,0.15,0.11,0.17,0.15,0.19,0.16,0.14,0.15,0.16,0.15,0.13,0.13,0.12,0.14,0.14,0.12,0.12,0.09,0.11,0.1,0.11,0.12,0.11,0.05,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.09,0.06,0.05,0.08,0.08,0.07,0.07,0.06,0.07,0.05,0.06,0.05,0.04,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.04,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,1.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/06/2021,2.61,3.72,4.55,1.59,3.1,2.51,2.84,2.31,2.29,1.88,2.53,1.42,2.63,1.92,1.78,1.72,1.86,1.43,1.59,1.65,1.87,1.24,1.44,1.1,1.06,1.06,1.08,1.0,1.35,1.33,1.0,0.56,1.07,0.87,0.85,0.82,0.94,0.62,1.03,0.63,0.7,0.87,0.8,0.67,0.66,0.53,0.73,0.72,0.48,0.48,0.45,0.57,0.44,0.54,0.56,0.53,0.5,0.39,0.43,0.71,0.4,0.4,0.49,0.44,0.39,0.32,0.46,0.41,0.44,0.4,0.63,0.39,0.44,0.39,0.4,0.37,0.38,0.31,0.38,0.64,0.23,0.27,0.24,0.26,0.23,0.25,0.27,0.25,0.38,0.27,0.14,0.29,0.22,0.18,0.26,0.25,0.25,0.22,0.2,0.21,0.21,0.09,0.16,0.13,0.15,0.12,0.17,0.15,0.19,0.16,0.14,0.16,0.15,0.15,0.13,0.13,0.11,0.14,0.13,0.12,0.11,0.08,0.11,0.1,0.12,0.11,0.11,0.06,0.11,0.09,0.11,0.09,0.1,0.1,0.1,0.08,0.09,0.08,0.09,0.09,0.06,0.04,0.07,0.08,0.07,0.07,0.05,0.07,0.05,0.06,0.05,0.04,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.04,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,1.21,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/07/2021,2.63,3.76,4.45,1.61,3.14,2.57,2.8,2.31,2.29,1.86,2.54,1.41,2.63,1.93,1.71,1.72,1.86,1.43,1.59,1.68,1.86,1.26,1.42,1.11,1.07,1.05,1.06,0.99,1.36,1.31,0.98,0.57,1.06,0.88,0.85,0.82,0.93,0.61,1.05,0.63,0.71,0.87,0.8,0.66,0.66,0.53,0.74,0.73,0.47,0.48,0.45,0.55,0.44,0.55,0.57,0.54,0.5,0.39,0.43,0.72,0.39,0.4,0.49,0.44,0.37,0.31,0.47,0.42,0.44,0.41,0.63,0.38,0.43,0.39,0.39,0.36,0.37,0.31,0.39,0.66,0.24,0.28,0.24,0.26,0.23,0.25,0.28,0.24,0.39,0.26,0.15,0.29,0.22,0.18,0.26,0.25,0.24,0.22,0.2,0.2,0.2,0.09,0.15,0.13,0.15,0.12,0.16,0.15,0.19,0.16,0.13,0.15,0.15,0.14,0.13,0.13,0.11,0.14,0.13,0.12,0.11,0.08,0.11,0.1,0.12,0.11,0.11,0.07,0.11,0.09,0.11,0.09,0.1,0.1,0.11,0.08,0.09,0.08,0.08,0.09,0.06,0.04,0.07,0.08,0.07,0.07,0.04,0.07,0.05,0.06,0.05,0.04,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.04,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,1.23,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.87
09/08/2021,2.63,3.76,4.45,1.61,3.14,2.57,2.8,2.31,2.29,1.86,2.54,1.41,2.63,1.93,1.71,1.72,1.86,1.43,1.59,1.68,1.86,1.26,1.42,1.11,1.07,1.05,1.06,0.99,1.36,1.31,0.98,0.57,1.06,0.88,0.85,0.82,0.93,0.61,1.05,0.63,0.71,0.87,0.8,0.66,0.66,0.53,0.74,0.73,0.47,0.48,0.45,0.55,0.44,0.55,0.57,0.54,0.5,0.39,0.43,0.72,0.39,0.4,0.49,0.44,0.37,0.31,0.47,0.42,0.44,0.41,0.63,0.38,0.43,0.39,0.39,0.36,0.37,0.31,0.39,0.66,0.24,0.28,0.24,0.26,0.23,0.25,0.28,0.24,0.39,0.26,0.15,0.29,0.22,0.18,0.26,0.25,0.24,0.22,0.2,0.2,0.2,0.09,0.15,0.13,0.15,0.12,0.16,0.15,0.19,0.16,0.13,0.15,0.15,0.14,0.13,0.13,0.11,0.14,0.13,0.12,0.11,0.08,0.11,0.1,0.12,0.11,0.11,0.07,0.11,0.09,0.11,0.09,0.1,0.1,0.11,0.08,0.09,0.08,0.08,0.09,0.06,0.04,0.07,0.08,0.07,0.07,0.04,0.07,0.05,0.06,0.05,0.04,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.04,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,1.23,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.87
09/09/2021,2.63,3.76,4.45,1.61,3.14,2.57,2.8,2.31,2.29,1.86,2.54,1.41,2.63,1.93,1.71,1.72,1.86,1.43,1.59,1.68,1.86,1.26,1.42,1.11,1.07,1.05,1.06,0.99,1.36,1.31,0.98,0.57,1.06,0.88,0.85,0.82,0.93,0.61,1.05,0.63,0.71,0.87,0.8,0.66,0.66,0.53,0.74,0.73,0.47,0.48,0.45,0.55,0.44,0.55,0.57,0.54,0.5,0.39,0.43,0.72,0.39,0.4,0.49,0.44,0.37,0.31,0.47,0.42,0.44,0.41,0.63,0.38,0.43,0.39,0.39,0.36,0.37,0.31,0.39,0.66,0.24,0.28,0.24,0.26,0.23,0.25,0.28,0.24,0.39,0.26,0.15,0.29,0.22,0.18,0.26,0.25,0.24,0.22,0.2,0.2,0.2,0.09,0.15,0.13,0.15,0.12,0.16,0.15,0.19,0.16,0.13,0.15,0.15,0.14,0.13,0.13,0.11,0.14,0.13,0.12,0.11,0.08,0.11,0.1,0.12,0.11,0.11,0.07,0.11,0.09,0.11,0.09,0.1,0.1,0.11,0.08,0.09,0.08,0.08,0.09,0.06,0.04,0.07,0.08,0.07,0.07,0.04,0.07,0.05,0.06,0.05,0.04,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.04,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,1.23,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.87
09/10/2021,2.71,3.75,4.56,1.6,3.06,2.63,2.79,2.23,2.25,1.84,2.48,1.43,2.62,1.95,1.7,1.71,1.79,1.46,1.55,1.71,1.88,1.25,1.4,1.11,1.07,1.08,1.06,0.99,1.34,1.31,0.97,0.55,1.07,1.0,0.83,0.84,0.89,0.65,1.04,0.63,0.7,0.89,0.8,0.67,0.66,0.53,0.75,0.73,0.49,0.48,0.46,0.54,0.44,0.54,0.57,0.54,0.5,0.38,0.42,0.73,0.39,0.4,0.49,0.45,0.37,0.31,0.46,0.42,0.44,0.4,0.64,0.38,0.43,0.38,0.38,0.36,0.37,0.29,0.38,0.7,0.24,0.28,0.23,0.26,0.24,0.24,0.27,0.25,0.38,0.26,0.14,0.29,0.22,0.17,0.26,0.25,0.24,0.22,0.21,0.2,0.2,0.09,0.15,0.13,0.15,0.11,0.16,0.15,0.19,0.16,0.13,0.15,0.15,0.14,0.13,0.13,0.11,0.14,0.13,0.12,0.11,0.09,0.11,0.1,0.12,0.11,0.1,0.07,0.11,0.09,0.11,0.08,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.09,0.06,0.04,0.08,0.08,0.07,0.07,0.04,0.07,0.05,0.06,0.05,0.03,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.04,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,1.29,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88
09/13/2021,2.73,3.78,4.14,1.62,3.06,2.65,2.73,2.19,2.23,1.82,2.54,1.44,2.73,1.89,1.73,1.73,1.84,1.48,1.56,1.7,1.9,1.33,1.43,1.12,1.08,1.08,1.06,1.01,1.31,1.29,0.98,0.55,1.11,1.02,0.83,0.85,0.88,0.65,1.06,0.64,0.7,0.84,0.81,0.66,0.67,0.54,0.73,0.72,0.48,0.51,0.45,0.54,0.44,0.55,0.57,0.52,0.5,0.38,0.41,0.71,0.39,0.4,0.51,0.44,0.37,0.31,0.46,0.4,0.44,0.39,0.65,0.38,0.43,0.39,0.39,0.36,0.38,0.29,0.38,0.79,0.24,0.28,0.24,0.26,0.24,0.25,0.27,0.25,0.36,0.27,0.14,0.3,0.24,0.18,0.25,0.25,0.25,0.22,0.21,0.2,0.2,0.09,0.16,0.13,0.15,0.11,0.16,0.16,0.19,0.16,0.13,0.15,0.15,0.14,0.13,0.13,0.11,0.14,0.13,0.12,0.11,0.1,0.11,0.1,0.13,0.11,0.11,0.08,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.09,0.06,0.04,0.08,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.06,0.04,0.06,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.04,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,1.2,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93
09/14/2021,2.7,3.81,3.71,1.61,3.08,2.69,2.68,2.17,2.22,1.87,2.52,1.43,2.79,1.88,1.73,1.74,1.92,1.52,1.59,1.72,1.93,1.3,1.45,1.14,1.08,1.1,1.03,1.0,1.3,1.31,0.97,0.55,1.12,1.04,0.83,0.86,0.88,0.66,1.07,0.64,0.7,0.83,0.82,0.65,0.69,0.53,0.69,0.71,0.47,0.51,0.45,0.53,0.44,0.56,0.57,0.5,0.49,0.4,0.42,0.67,0.39,0.42,0.54,0.47,0.37,0.31,0.46,0.38,0.44,0.4,0.66,0.39,0.43,0.39,0.39,0.36,0.38,0.29,0.39,0.75,0.24,0.28,0.24,0.26,0.24,0.26,0.27,0.26,0.36,0.27,0.14,0.32,0.25,0.18,0.26,0.25,0.25,0.22,0.24,0.21,0.2,0.09,0.16,0.13,0.15,0.12,0.16,0.16,0.19,0.16,0.13,0.15,0.15,0.14,0.13,0.13,0.12,0.14,0.13,0.12,0.11,0.11,0.11,0.1,0.13,0.12,0.11,0.08,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.09,0.06,0.04,0.08,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.06,0.04,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.04,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,1.28,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/15/2021,2.7,3.81,3.71,1.61,3.08,2.69,2.68,2.17,2.22,1.87,2.52,1.43,2.79,1.88,1.73,1.74,1.92,1.52,1.59,1.72,1.93,1.3,1.45,1.14,1.08,1.1,1.03,1.0,1.3,1.31,0.97,0.55,1.12,1.04,0.83,0.86,0.88,0.66,1.07,0.64,0.7,0.83,0.82,0.65,0.69,0.53,0.69,0.71,0.47,0.51,0.45,0.53,0.44,0.56,0.57,0.5,0.49,0.4,0.42,0.67,0.39,0.42,0.54,0.47,0.37,0.31,0.46,0.38,0.44,0.4,0.66,0.39,0.43,0.39,0.39,0.36,0.38,0.29,0.39,0.75,0.24,0.28,0.24,0.26,0.24,0.26,0.27,0.26,0.36,0.27,0.14,0.32,0.25,0.18,0.26,0.25,0.25,0.22,0.24,0.21,0.2,0.09,0.16,0.13,0.15,0.12,0.16,0.16,0.19,0.16,0.13,0.15,0.15,0.14,0.13,0.13,0.12,0.14,0.13,0.12,0.11,0.11,0.11,0.1,0.13,0.12,0.11,0.08,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.09,0.06,0.04,0.08,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.06,0.04,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.04,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,1.28,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/16/2021,2.67,3.97,3.58,1.64,3.07,2.66,2.63,2.17,2.25,1.87,2.62,1.41,2.83,1.89,1.73,1.72,1.79,1.51,1.56,1.71,1.94,1.32,1.45,1.16,1.07,1.22,1.04,1.01,1.32,1.34,0.98,0.55,1.09,1.01,0.83,0.83,0.86,0.66,1.03,0.63,0.7,0.84,0.81,0.65,0.68,0.53,0.75,0.69,0.47,0.46,0.44,0.55,0.45,0.56,0.57,0.5,0.49,0.42,0.41,0.68,0.39,0.42,0.54,0.47,0.37,0.31,0.46,0.39,0.44,0.39,0.65,0.39,0.43,0.39,0.45,0.36,0.39,0.29,0.39,0.77,0.23,0.28,0.25,0.27,0.25,0.25,0.27,0.27,0.37,0.27,0.14,0.3,0.25,0.18,0.26,0.25,0.25,0.22,0.23,0.21,0.2,0.08,0.16,0.13,0.16,0.12,0.16,0.16,0.19,0.16,0.13,0.15,0.16,0.14,0.14,0.13,0.12,0.14,0.12,0.12,0.11,0.1,0.11,0.1,0.13,0.12,0.11,0.08,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.08,0.09,0.08,0.08,0.1,0.06,0.04,0.08,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.06,0.04,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.04,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,1.2,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/17/2021,2.77,3.98,3.7,1.63,3.04,2.71,2.58,2.19,2.26,1.82,2.64,1.36,2.89,1.85,1.72,1.71,1.79,1.53,1.56,1.72,1.93,1.3,1.44,1.14,1.06,1.29,1.04,1.02,1.31,1.31,0.97,0.53,1.09,1.01,0.81,0.84,0.86,0.65,1.06,0.62,0.68,0.81,0.8,0.64,0.7,0.53,0.73,0.69,0.46,0.46,0.44,0.54,0.44,0.55,0.56,0.48,0.48,0.42,0.41,0.67,0.38,0.42,0.53,0.47,0.36,0.31,0.46,0.39,0.45,0.38,0.66,0.38,0.43,0.38,0.47,0.36,0.39,0.29,0.39,0.75,0.22,0.28,0.25,0.27,0.25,0.25,0.26,0.27,0.37,0.27,0.14,0.31,0.25,0.18,0.26,0.24,0.25,0.22,0.23,0.21,0.19,0.08,0.16,0.13,0.15,0.11,0.16,0.16,0.18,0.17,0.13,0.14,0.16,0.13,0.13,0.12,0.12,0.14,0.12,0.12,0.11,0.11,0.11,0.1,0.13,0.12,0.11,0.08,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.08,0.08,0.08,0.08,0.09,0.06,0.04,0.08,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.06,0.04,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.04,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.03,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,1.28,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.87
