,RIO.AX,2330.TW,ULVR.L,ASML.AS,NOVO B.CO,ROG.SW,REL.L,8035.T,PGHN.SW,CNR.TO,RO.SW,RMS.PA,NESTE.HE,INFY.NS,700.HK,QSP.UN.TO,GIVN.SW,CSL.AX,4503.T,4519.T,9983.T,SIKA.SW,000660.KS,CP.TO,TLKM.JK,ATCOB.ST,ITC.NS,COLO B.CO,TCS.NS,KBX.DE,MIN.AX,S68.SI,7741.T,HINDUNILVR.NS,RACE.MI,MBT,LOGN.SW,GAIL.NS,2688.HK,EVO.ST,BNZL.L,4507.T,2313.HK,IMI.L,NZYM B.CO,EQT.ST,3008.TW,SCHP.SW,3034.TW,688012.SS,6857.T,2327.TW,ASHM.L,CIX.TO,4768.T,1308.HK,REC.MI,VRLA.PA,ATD.B.TO,DSV.CO,MRU.TO,2912.TW,NPI.TO,1093.HK,EVN.AX,4922.T,7951.T,DMP.AX,BAJAJ-AUTO.NS,ENX.PA,4684.T,2020.HK,BESI.AS,CCL.B.TO,2379.TW,2345.TW,1476.TW,RBREW.CO,HLMA.L,EPIB.ST,CSU.TO,AMS.JO,ORNBV.HE,6506.T,HEROMOTOCO.NS,TECHM.NS,NMDC.NS,6869.T,GTT.PA,PLZL.L,3092.T,4716.T,EGIE3.SA,SFSN.SW,2371.T,TIH.TO,1929.HK,HSV.L,KIMBERA.MX,2337.TW,968.HK,JSWSTEEL.NS,LIFCO B.ST,ASIANPAINT.NS,2331.HK,1030.HK,6186.HK,9910.TW,051900.KS,9697.T,6920.T,7988.T,2408.TW,BEL.NS,EREGL.IS,SPP.JO,2377.TW,867.HK,MARUTI.NS,HCLTECH.NS,GAW.L,DIM.PA,2395.TW,TRI.PA,036570.KS,BEIJ B.ST,MELE.BR,SIM.CO,2382.HK,MARICO.NS,6383.T,2413.T,DELTA-R.BK,GN.CO,PETRONET.NS,STRS.TA,COLPAL.NS,2127.T,8464.TW,2412.T,6669.TW,3064.T,TEMN.SW,EQTL3.SA,2492.TW,IP.MI,4816.T,NST.AX,FPE.,BC8.DE,4751.T,345.HK,3990.HK,2772.HK,TCELL.IS,3769.T,3799.HK,UPL.NS,DMP.DE,BRG.AX,3380.HK,7956.T,BTO.TO,6028.T,4921.T,FROTO.IS,GRUMAB.MX,TORNTPOWER.NS,TBIG.JK,2782.T,6409.TW,MPHASIS.NS,LREN3.SA,REY.MI,PMETAL.KL,RENT3.SA,3659.T,6110.HK,1112.HK,3038.T,7564.T,BALKRISIND.NS,DIA.MI,PIDILITIND.NS,HDFCAMC.NS,3765.T,DABUR.NS,SWON.SW,EICHERMOT.NS,MYCR.ST,CBG-R.BK,MUTHOOTFIN.NS,MGLU3.SA,7747.T,881.HK,ANG.JO,036490.KQ,UNVR.JK,2049.TW,6750.T,ADDT B.ST,1268.HK,DRREDDY.NS,8111.T,6532.T,TOPGLOV.KL,LTI.NS,BIDI11.SA,EREGL.E.IS,TCELL.E.IS,FROTO.E.IS,4521.T,CMPUY,HAVELLS.NS,n/a,DWM,DEM,8919.T,SUPREMEIND.NS,NAM-INDIA.NS,3563.T,DIVISLAB.NS,TITAN.NS,VOLTAS.NS,NWL.AX,SUM
07/23/2021,4.6,4.52,4.51,4.18,4.05,3.64,3.33,2.96,2.7,2.51,2.52,1.96,1.88,1.81,1.45,1.4,1.47,1.34,1.37,1.13,1.11,1.12,0.99,0.93,1.06,0.92,0.88,0.81,0.68,0.69,0.71,0.66,0.62,0.57,0.58,0.49,0.53,0.51,0.58,0.47,0.49,0.47,0.39,0.43,0.44,0.47,0.42,0.45,0.44,0.0,0.41,0.45,0.37,0.38,0.4,0.4,0.4,0.37,0.38,0.36,0.36,0.36,0.35,0.33,0.31,0.33,0.32,0.31,0.28,0.29,0.3,0.31,0.28,0.26,0.31,0.28,0.25,0.27,0.27,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.24,0.22,0.23,0.22,0.22,0.22,0.22,0.2,0.19,0.19,0.2,0.18,0.19,0.2,0.2,0.22,0.19,0.19,0.17,0.19,0.17,0.18,0.18,0.19,0.15,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.18,0.17,0.14,0.15,0.15,0.13,0.15,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.09,0.08,0.07,0.07,0.08,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.0,0.43,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.05
07/26/2021,4.51,4.53,4.45,4.31,4.05,3.61,3.33,2.94,2.76,2.57,2.52,1.99,1.95,1.82,1.41,1.45,1.47,1.37,1.36,1.11,1.08,1.13,0.96,0.95,1.05,0.93,0.88,0.81,0.68,0.68,0.71,0.66,0.62,0.57,0.58,0.5,0.54,0.5,0.58,0.46,0.49,0.47,0.4,0.44,0.44,0.5,0.41,0.45,0.42,0.0,0.41,0.45,0.38,0.39,0.4,0.37,0.4,0.38,0.39,0.37,0.36,0.36,0.35,0.33,0.29,0.33,0.32,0.3,0.28,0.29,0.3,0.31,0.29,0.27,0.32,0.28,0.23,0.27,0.27,0.25,0.25,0.24,0.24,0.23,0.24,0.24,0.22,0.24,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.19,0.19,0.2,0.18,0.17,0.19,0.19,0.22,0.2,0.19,0.17,0.19,0.18,0.17,0.17,0.18,0.15,0.15,0.17,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.17,0.18,0.14,0.14,0.15,0.13,0.15,0.14,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.06,0.06,0.08,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.0,0.0,0.42,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.04
07/27/2021,4.52,4.48,4.27,4.54,4.08,3.48,3.36,2.9,2.83,2.58,2.46,2.01,1.97,1.85,1.38,1.48,1.46,1.38,1.34,1.1,1.07,1.14,0.96,0.96,1.03,0.94,0.89,0.81,0.68,0.68,0.73,0.67,0.61,0.55,0.59,0.49,0.53,0.5,0.58,0.5,0.5,0.46,0.39,0.44,0.44,0.57,0.41,0.46,0.42,0.0,0.4,0.45,0.38,0.38,0.39,0.38,0.4,0.38,0.39,0.37,0.36,0.36,0.35,0.33,0.31,0.33,0.31,0.3,0.28,0.29,0.29,0.29,0.3,0.27,0.31,0.28,0.24,0.27,0.27,0.26,0.25,0.25,0.24,0.23,0.24,0.25,0.22,0.24,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.19,0.18,0.2,0.18,0.18,0.2,0.2,0.22,0.19,0.17,0.17,0.18,0.17,0.16,0.17,0.18,0.15,0.15,0.17,0.16,0.15,0.14,0.14,0.15,0.16,0.16,0.18,0.17,0.14,0.14,0.16,0.14,0.15,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.08,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.1,0.08,0.08,0.07,0.08,0.07,0.06,0.06,0.08,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.06,0.05,0.0,0.0,0.43,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.11
07/28/2021,4.52,4.48,4.27,4.54,4.08,3.48,3.36,2.9,2.83,2.58,2.46,2.01,1.97,1.85,1.38,1.48,1.46,1.38,1.34,1.1,1.07,1.14,0.96,0.96,1.03,0.94,0.89,0.81,0.68,0.68,0.73,0.67,0.61,0.55,0.59,0.49,0.53,0.5,0.58,0.5,0.5,0.46,0.39,0.44,0.44,0.57,0.41,0.46,0.42,0.0,0.4,0.45,0.38,0.38,0.39,0.38,0.4,0.38,0.39,0.37,0.36,0.36,0.35,0.33,0.31,0.33,0.31,0.3,0.28,0.29,0.29,0.29,0.3,0.27,0.31,0.28,0.24,0.27,0.27,0.26,0.25,0.25,0.24,0.23,0.24,0.25,0.22,0.24,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.19,0.18,0.2,0.18,0.18,0.2,0.2,0.22,0.19,0.17,0.17,0.18,0.17,0.16,0.17,0.18,0.15,0.15,0.17,0.16,0.15,0.14,0.14,0.15,0.16,0.16,0.18,0.17,0.14,0.14,0.16,0.14,0.15,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.08,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.1,0.08,0.08,0.07,0.08,0.07,0.06,0.06,0.08,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.06,0.05,0.0,0.0,0.43,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.11
07/29/2021,4.52,4.48,4.27,4.54,4.08,3.48,3.36,2.9,2.83,2.58,2.46,2.01,1.97,1.85,1.38,1.48,1.46,1.38,1.34,1.1,1.07,1.14,0.96,0.96,1.03,0.94,0.89,0.81,0.68,0.68,0.73,0.67,0.61,0.55,0.59,0.49,0.53,0.5,0.58,0.5,0.5,0.46,0.39,0.44,0.44,0.57,0.41,0.46,0.42,0.0,0.4,0.45,0.38,0.38,0.39,0.38,0.4,0.38,0.39,0.37,0.36,0.36,0.35,0.33,0.31,0.33,0.31,0.3,0.28,0.29,0.29,0.29,0.3,0.27,0.31,0.28,0.24,0.27,0.27,0.26,0.25,0.25,0.24,0.23,0.24,0.25,0.22,0.24,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.19,0.18,0.2,0.18,0.18,0.2,0.2,0.22,0.19,0.17,0.17,0.18,0.17,0.16,0.17,0.18,0.15,0.15,0.17,0.16,0.15,0.14,0.14,0.15,0.16,0.16,0.18,0.17,0.14,0.14,0.16,0.14,0.15,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.08,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.1,0.08,0.08,0.07,0.08,0.07,0.06,0.06,0.08,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.06,0.05,0.0,0.0,0.43,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.11
07/30/2021,4.65,4.44,4.17,4.55,4.03,3.47,3.33,2.95,2.83,2.57,2.44,2.01,2.02,1.87,1.27,1.48,1.44,1.38,1.35,1.11,1.08,1.13,0.95,0.95,1.04,0.95,0.89,0.82,0.68,0.68,0.74,0.68,0.63,0.55,0.59,0.5,0.54,0.49,0.58,0.53,0.5,0.48,0.39,0.44,0.44,0.58,0.41,0.45,0.43,0.0,0.41,0.45,0.38,0.38,0.4,0.37,0.4,0.38,0.4,0.37,0.36,0.36,0.35,0.32,0.3,0.34,0.32,0.3,0.28,0.29,0.28,0.28,0.3,0.28,0.31,0.28,0.24,0.27,0.27,0.26,0.25,0.27,0.24,0.23,0.23,0.25,0.22,0.24,0.22,0.22,0.22,0.22,0.21,0.23,0.2,0.19,0.18,0.2,0.19,0.18,0.19,0.2,0.22,0.19,0.17,0.15,0.17,0.17,0.15,0.17,0.18,0.15,0.15,0.17,0.16,0.15,0.15,0.13,0.15,0.16,0.16,0.17,0.18,0.14,0.14,0.16,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.08,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.1,0.08,0.08,0.08,0.08,0.07,0.06,0.06,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.06,0.05,0.0,0.0,0.44,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.13
08/18/2021,4.22,4.41,4.24,4.66,4.56,3.64,3.5,2.85,2.94,2.59,2.55,2.08,1.75,1.97,1.2,1.45,1.47,1.38,1.24,1.08,1.06,1.16,0.8,0.93,1.06,0.96,0.88,0.81,0.72,0.69,0.72,0.61,0.71,0.55,0.62,0.49,0.47,0.51,0.6,0.46,0.5,0.52,0.41,0.45,0.45,0.58,0.39,0.47,0.45,0.0,0.4,0.37,0.38,0.41,0.38,0.35,0.44,0.38,0.4,0.36,0.37,0.38,0.32,0.33,0.28,0.26,0.33,0.32,0.27,0.3,0.29,0.28,0.3,0.28,0.3,0.24,0.22,0.25,0.28,0.25,0.27,0.23,0.23,0.25,0.23,0.3,0.21,0.21,0.23,0.22,0.26,0.23,0.2,0.21,0.21,0.2,0.17,0.19,0.18,0.16,0.2,0.21,0.22,0.18,0.18,0.18,0.15,0.16,0.14,0.16,0.17,0.15,0.13,0.16,0.17,0.16,0.16,0.13,0.14,0.17,0.15,0.18,0.17,0.14,0.13,0.16,0.15,0.15,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.13,0.12,0.12,0.09,0.1,0.11,0.11,0.1,0.12,0.11,0.1,0.11,0.11,0.09,0.07,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.1,0.07,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.1,0.07,0.08,0.08,0.06,0.07,0.06,0.05,0.08,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.06,0.05,0.0,0.06,0.05,0.0,0.0,0.46,0.0,0.0,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.05
08/19/2021,4.22,4.41,4.24,4.66,4.56,3.64,3.5,2.85,2.94,2.59,2.55,2.08,1.75,1.97,1.2,1.45,1.47,1.38,1.24,1.08,1.06,1.16,0.8,0.93,1.06,0.96,0.88,0.81,0.72,0.69,0.72,0.61,0.71,0.55,0.62,0.49,0.47,0.51,0.6,0.46,0.5,0.52,0.41,0.45,0.45,0.58,0.39,0.47,0.45,0.0,0.4,0.37,0.38,0.41,0.38,0.35,0.44,0.38,0.4,0.36,0.37,0.38,0.32,0.33,0.28,0.26,0.33,0.32,0.27,0.3,0.29,0.28,0.3,0.28,0.3,0.24,0.22,0.25,0.28,0.25,0.27,0.23,0.23,0.25,0.23,0.3,0.21,0.21,0.23,0.22,0.26,0.23,0.2,0.21,0.21,0.2,0.17,0.19,0.18,0.16,0.2,0.21,0.22,0.18,0.18,0.18,0.15,0.16,0.14,0.16,0.17,0.15,0.13,0.16,0.17,0.16,0.16,0.13,0.14,0.17,0.15,0.18,0.17,0.14,0.13,0.16,0.15,0.15,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.13,0.12,0.12,0.09,0.1,0.11,0.11,0.1,0.12,0.11,0.1,0.11,0.11,0.09,0.07,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.1,0.07,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.1,0.07,0.08,0.08,0.06,0.07,0.06,0.05,0.08,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.06,0.05,0.0,0.06,0.05,0.0,0.0,0.46,0.0,0.0,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.05
08/25/2021,3.72,4.26,4.24,4.77,4.86,3.72,3.53,2.82,3.01,2.6,2.61,1.92,1.71,2.03,1.11,1.42,1.51,1.4,1.31,1.15,1.04,1.18,0.82,0.92,1.12,0.96,0.88,0.81,0.76,0.7,0.59,0.61,0.7,0.61,0.59,0.51,0.47,0.49,0.57,0.46,0.51,0.55,0.43,0.45,0.46,0.57,0.4,0.47,0.42,0.0,0.39,0.34,0.37,0.4,0.39,0.37,0.45,0.37,0.41,0.38,0.37,0.39,0.33,0.31,0.28,0.24,0.31,0.35,0.27,0.32,0.3,0.27,0.29,0.28,0.3,0.24,0.21,0.26,0.29,0.24,0.28,0.21,0.23,0.23,0.23,0.31,0.19,0.22,0.23,0.22,0.26,0.24,0.2,0.21,0.21,0.2,0.16,0.19,0.19,0.16,0.19,0.2,0.23,0.2,0.18,0.17,0.16,0.16,0.14,0.16,0.16,0.14,0.13,0.16,0.0,0.16,0.15,0.13,0.14,0.18,0.15,0.19,0.17,0.13,0.14,0.17,0.15,0.14,0.14,0.14,0.13,0.12,0.12,0.1,0.12,0.12,0.12,0.13,0.11,0.14,0.1,0.11,0.11,0.11,0.1,0.12,0.11,0.1,0.11,0.12,0.09,0.07,0.09,0.09,0.0,0.1,0.08,0.09,0.1,0.09,0.07,0.09,0.09,0.1,0.09,0.0,0.08,0.08,0.09,0.09,0.08,0.11,0.07,0.08,0.08,0.06,0.06,0.06,0.05,0.08,0.06,0.06,0.08,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.46,0.17,0.1,0.09,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.07
08/26/2021,3.72,4.26,4.24,4.77,4.86,3.72,3.53,2.82,3.01,2.6,2.61,1.92,1.71,2.03,1.11,1.42,1.51,1.4,1.31,1.15,1.04,1.18,0.82,0.92,1.12,0.96,0.88,0.81,0.76,0.7,0.59,0.61,0.7,0.61,0.59,0.51,0.47,0.49,0.57,0.46,0.51,0.55,0.43,0.45,0.46,0.57,0.4,0.47,0.42,0.0,0.39,0.34,0.37,0.4,0.39,0.37,0.45,0.37,0.41,0.38,0.37,0.39,0.33,0.31,0.28,0.24,0.31,0.35,0.27,0.32,0.3,0.27,0.29,0.28,0.3,0.24,0.21,0.26,0.29,0.24,0.28,0.21,0.23,0.23,0.23,0.31,0.19,0.22,0.23,0.22,0.26,0.24,0.2,0.21,0.21,0.2,0.16,0.19,0.19,0.16,0.19,0.2,0.23,0.2,0.18,0.17,0.16,0.16,0.14,0.16,0.16,0.14,0.13,0.16,0.0,0.16,0.15,0.13,0.14,0.18,0.15,0.19,0.17,0.13,0.14,0.17,0.15,0.14,0.14,0.14,0.13,0.12,0.12,0.1,0.12,0.12,0.12,0.13,0.11,0.14,0.1,0.11,0.11,0.11,0.1,0.12,0.11,0.1,0.11,0.12,0.09,0.07,0.09,0.09,0.0,0.1,0.08,0.09,0.1,0.09,0.07,0.09,0.09,0.1,0.09,0.0,0.08,0.08,0.09,0.09,0.08,0.11,0.07,0.08,0.08,0.06,0.06,0.06,0.05,0.08,0.06,0.06,0.08,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.46,0.17,0.1,0.09,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.07
08/27/2021,3.69,4.32,4.2,4.83,4.78,3.69,3.52,2.86,2.99,2.61,2.6,1.97,1.74,2.02,1.12,1.42,1.51,1.4,1.32,1.14,1.04,1.18,0.82,0.92,1.12,0.95,0.86,0.81,0.77,0.69,0.59,0.58,0.71,0.61,0.6,0.51,0.47,0.49,0.56,0.47,0.5,0.55,0.42,0.44,0.46,0.58,0.4,0.47,0.42,0.0,0.39,0.34,0.37,0.4,0.39,0.38,0.45,0.37,0.41,0.38,0.36,0.39,0.33,0.32,0.28,0.25,0.32,0.36,0.26,0.32,0.31,0.29,0.3,0.27,0.31,0.24,0.21,0.26,0.28,0.24,0.28,0.23,0.23,0.24,0.22,0.31,0.18,0.21,0.23,0.22,0.26,0.24,0.2,0.21,0.21,0.2,0.16,0.19,0.19,0.16,0.2,0.19,0.23,0.19,0.19,0.16,0.15,0.16,0.14,0.17,0.16,0.14,0.14,0.16,0.0,0.16,0.14,0.13,0.14,0.18,0.16,0.2,0.18,0.13,0.14,0.17,0.15,0.14,0.14,0.14,0.13,0.12,0.12,0.1,0.12,0.12,0.12,0.14,0.11,0.14,0.1,0.11,0.11,0.11,0.1,0.12,0.12,0.1,0.11,0.12,0.09,0.07,0.09,0.09,0.0,0.1,0.08,0.09,0.1,0.09,0.07,0.09,0.09,0.1,0.09,0.0,0.08,0.08,0.09,0.08,0.07,0.11,0.06,0.08,0.08,0.06,0.06,0.06,0.05,0.08,0.06,0.06,0.08,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.46,0.17,0.1,0.09,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.08
08/30/2021,3.85,4.45,4.11,4.83,4.62,3.61,3.48,2.88,3.01,2.62,2.55,1.93,1.76,2.0,1.22,1.43,1.48,1.43,1.28,1.13,1.04,1.16,0.82,0.91,1.09,0.95,0.86,0.79,0.77,0.69,0.62,0.58,0.71,0.61,0.6,0.51,0.46,0.5,0.48,0.49,0.5,0.57,0.39,0.45,0.46,0.58,0.39,0.46,0.41,0.0,0.39,0.36,0.39,0.41,0.39,0.4,0.44,0.37,0.4,0.38,0.36,0.39,0.33,0.31,0.28,0.25,0.33,0.36,0.26,0.31,0.3,0.27,0.31,0.28,0.3,0.24,0.22,0.25,0.28,0.25,0.28,0.22,0.22,0.24,0.22,0.32,0.19,0.23,0.23,0.22,0.26,0.24,0.21,0.21,0.22,0.2,0.17,0.19,0.19,0.17,0.21,0.19,0.22,0.19,0.19,0.17,0.16,0.16,0.14,0.17,0.17,0.14,0.14,0.16,0.0,0.16,0.15,0.12,0.14,0.18,0.16,0.2,0.18,0.13,0.14,0.17,0.15,0.14,0.14,0.13,0.13,0.12,0.13,0.1,0.12,0.12,0.12,0.14,0.11,0.14,0.1,0.1,0.11,0.11,0.1,0.12,0.12,0.1,0.11,0.12,0.09,0.07,0.09,0.1,0.0,0.1,0.09,0.09,0.1,0.09,0.08,0.09,0.09,0.1,0.08,0.0,0.08,0.09,0.08,0.08,0.07,0.1,0.07,0.09,0.08,0.06,0.06,0.06,0.05,0.08,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.06,0.05,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.47,0.17,0.1,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.03000000000002
08/31/2021,3.81,4.55,4.1,4.94,4.55,3.64,3.49,2.96,2.98,2.66,2.59,1.92,1.77,1.98,1.19,1.44,1.49,1.43,1.28,1.13,1.04,1.17,0.82,0.92,1.07,0.95,0.86,0.79,0.79,0.71,0.6,0.57,0.7,0.62,0.59,0.51,0.46,0.5,0.5,0.48,0.5,0.55,0.37,0.45,0.47,0.57,0.37,0.46,0.39,0.0,0.4,0.36,0.39,0.41,0.37,0.39,0.44,0.37,0.4,0.38,0.36,0.38,0.33,0.29,0.28,0.24,0.32,0.37,0.26,0.31,0.3,0.26,0.31,0.28,0.3,0.24,0.21,0.25,0.28,0.25,0.28,0.24,0.23,0.23,0.22,0.32,0.19,0.22,0.23,0.22,0.26,0.24,0.2,0.21,0.22,0.19,0.17,0.19,0.19,0.17,0.21,0.19,0.23,0.19,0.2,0.17,0.15,0.16,0.14,0.17,0.18,0.14,0.13,0.17,0.0,0.17,0.15,0.11,0.14,0.18,0.15,0.19,0.18,0.13,0.11,0.18,0.16,0.14,0.14,0.14,0.13,0.12,0.12,0.1,0.12,0.12,0.12,0.13,0.11,0.14,0.1,0.1,0.11,0.11,0.1,0.13,0.12,0.1,0.11,0.12,0.09,0.07,0.09,0.09,0.0,0.1,0.09,0.09,0.1,0.09,0.07,0.09,0.09,0.1,0.08,0.0,0.08,0.09,0.08,0.08,0.07,0.11,0.07,0.09,0.08,0.06,0.06,0.06,0.05,0.08,0.06,0.06,0.08,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.06,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.05,0.46,0.17,0.1,0.09,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.08
