,RIO.AX,2330.TW,ULVR.L,ASML.AS,NOVO B.CO,ROG.SW,REL.L,8035.T,PGHN.SW,CNR.TO,RO.SW,RMS.PA,NESTE.HE,INFY.NS,700.HK,QSP.UN.TO,GIVN.SW,CSL.AX,4503.T,4519.T,9983.T,SIKA.SW,000660.KS,CP.TO,TLKM.JK,ATCOB.ST,ITC.NS,COLO B.CO,TCS.NS,KBX.DE,MIN.AX,S68.SI,7741.T,HINDUNILVR.NS,RACE.MI,MBT,LOGN.SW,GAIL.NS,2688.HK,EVO.ST,BNZL.L,4507.T,2313.HK,IMI.L,NZYM B.CO,EQT.ST,3008.TW,SCHP.SW,3034.TW,688012.SS,6857.T,2327.TW,ASHM.L,CIX.TO,4768.T,1308.HK,REC.MI,VRLA.PA,ATD.B.TO,DSV.CO,MRU.TO,2912.TW,NPI.TO,1093.HK,EVN.AX,4922.T,7951.T,DMP.AX,BAJAJ-AUTO.NS,ENX.PA,4684.T,2020.HK,BESI.AS,CCL.B.TO,2379.TW,2345.TW,1476.TW,RBREW.CO,HLMA.L,EPIB.ST,CSU.TO,AMS.JO,ORNBV.HE,6506.T,HEROMOTOCO.NS,TECHM.NS,NMDC.NS,6869.T,GTT.PA,PLZL.L,3092.T,4716.T,EGIE3.SA,SFSN.SW,2371.T,TIH.TO,1929.HK,HSV.L,KIMBERA.MX,2337.TW,968.HK,JSWSTEEL.NS,LIFCO B.ST,ASIANPAINT.NS,2331.HK,1030.HK,6186.HK,9910.TW,051900.KS,9697.T,6920.T,7988.T,2408.TW,BEL.NS,EREGL.IS,SPP.JO,2377.TW,867.HK,MARUTI.NS,HCLTECH.NS,GAW.L,DIM.PA,2395.TW,TRI.PA,036570.KS,BEIJ B.ST,MELE.BR,SIM.CO,2382.HK,MARICO.NS,6383.T,2413.T,DELTA-R.BK,GN.CO,PETRONET.NS,STRS.TA,COLPAL.NS,2127.T,8464.TW,2412.T,6669.TW,3064.T,TEMN.SW,EQTL3.SA,2492.TW,IP.MI,4816.T,NST.AX,FPE.,BC8.DE,4751.T,345.HK,3990.HK,2772.HK,TCELL.IS,3769.T,3799.HK,UPL.NS,DMP.DE,BRG.AX,3380.HK,7956.T,BTO.TO,6028.T,4921.T,FROTO.IS,GRUMAB.MX,TORNTPOWER.NS,TBIG.JK,2782.T,6409.TW,MPHASIS.NS,LREN3.SA,REY.MI,PMETAL.KL,RENT3.SA,3659.T,6110.HK,1112.HK,3038.T,7564.T,BALKRISIND.NS,DIA.MI,PIDILITIND.NS,HDFCAMC.NS,3765.T,DABUR.NS,SWON.SW,EICHERMOT.NS,MYCR.ST,CBG-R.BK,MUTHOOTFIN.NS,MGLU3.SA,7747.T,881.HK,ANG.JO,036490.KQ,UNVR.JK,2049.TW,6750.T,ADDT B.ST,1268.HK,DRREDDY.NS,8111.T,6532.T,TOPGLOV.KL,LTI.NS,BIDI11.SA,EREGL.E.IS,TCELL.E.IS,FROTO.E.IS,4521.T,CMPUY,HAVELLS.NS,n/a,DWM,DEM,8919.T,SUPREMEIND.NS,NAM-INDIA.NS,3563.T,DIVISLAB.NS,TITAN.NS,VOLTAS.NS,NWL.AX,SUM
10/27/2021,3.28,4.3,3.74,4.39,4.42,3.36,3.45,2.86,2.74,3.05,2.36,1.92,1.66,1.9,1.23,1.3,1.31,1.32,1.24,0.93,0.97,1.04,0.72,0.91,1.2,0.84,0.96,0.71,0.7,0.61,0.46,0.51,0.64,0.53,0.59,0.51,0.38,0.49,0.38,0.44,0.45,0.55,0.37,0.4,0.38,0.55,0.27,0.35,0.33,0.0,0.36,0.3,0.3,0.46,0.35,0.28,0.38,0.37,0.37,0.34,0.34,0.36,0.31,0.25,0.26,0.21,0.33,0.32,0.25,0.3,0.29,0.21,0.27,0.25,0.25,0.18,0.21,0.23,0.27,0.25,0.28,0.21,0.22,0.2,0.21,0.31,0.17,0.23,0.22,0.22,0.24,0.25,0.18,0.19,0.22,0.19,0.18,0.16,0.17,0.14,0.19,0.18,0.21,0.17,0.17,0.15,0.14,0.15,0.13,0.17,0.18,0.13,0.12,0.17,0.0,0.15,0.16,0.11,0.15,0.18,0.13,0.17,0.16,0.11,0.1,0.15,0.14,0.12,0.12,0.14,0.13,0.11,0.09,0.08,0.12,0.12,0.1,0.13,0.09,0.16,0.08,0.1,0.08,0.09,0.08,0.12,0.14,0.09,0.1,0.11,0.08,0.07,0.06,0.07,0.0,0.09,0.09,0.08,0.11,0.08,0.06,0.06,0.06,0.11,0.08,0.0,0.08,0.08,0.07,0.07,0.09,0.12,0.05,0.08,0.09,0.05,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.05,0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.14,0.09,0.08,0.0,0.0,0.0,0.44,3.3,3.46,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,98.03000000000002
10/28/2021,3.28,4.3,3.74,4.39,4.42,3.36,3.45,2.86,2.74,3.05,2.36,1.92,1.66,1.9,1.23,1.3,1.31,1.32,1.24,0.93,0.97,1.04,0.72,0.91,1.2,0.84,0.96,0.71,0.7,0.61,0.46,0.51,0.64,0.53,0.59,0.51,0.38,0.49,0.38,0.44,0.45,0.55,0.37,0.4,0.38,0.55,0.27,0.35,0.33,0.0,0.36,0.3,0.3,0.46,0.35,0.28,0.38,0.37,0.37,0.34,0.34,0.36,0.31,0.25,0.26,0.21,0.33,0.32,0.25,0.3,0.29,0.21,0.27,0.25,0.25,0.18,0.21,0.23,0.27,0.25,0.28,0.21,0.22,0.2,0.21,0.31,0.17,0.23,0.22,0.22,0.24,0.25,0.18,0.19,0.22,0.19,0.18,0.16,0.17,0.14,0.19,0.18,0.21,0.17,0.17,0.15,0.14,0.15,0.13,0.17,0.18,0.13,0.12,0.17,0.0,0.15,0.16,0.11,0.15,0.18,0.13,0.17,0.16,0.11,0.1,0.15,0.14,0.12,0.12,0.14,0.13,0.11,0.09,0.08,0.12,0.12,0.1,0.13,0.09,0.16,0.08,0.1,0.08,0.09,0.08,0.12,0.14,0.09,0.1,0.11,0.08,0.07,0.06,0.07,0.0,0.09,0.09,0.08,0.11,0.08,0.06,0.06,0.06,0.11,0.08,0.0,0.08,0.08,0.07,0.07,0.09,0.12,0.05,0.08,0.09,0.05,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.05,0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.14,0.09,0.08,0.0,0.0,0.0,0.44,3.3,3.46,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,98.03000000000002
10/29/2021,3.28,4.3,3.74,4.39,4.42,3.36,3.45,2.86,2.74,3.05,2.36,1.92,1.66,1.9,1.23,1.3,1.31,1.32,1.24,0.93,0.97,1.04,0.72,0.91,1.2,0.84,0.96,0.71,0.7,0.61,0.46,0.51,0.64,0.53,0.59,0.51,0.38,0.49,0.38,0.44,0.45,0.55,0.37,0.4,0.38,0.55,0.27,0.35,0.33,0.0,0.36,0.3,0.3,0.46,0.35,0.28,0.38,0.37,0.37,0.34,0.34,0.36,0.31,0.25,0.26,0.21,0.33,0.32,0.25,0.3,0.29,0.21,0.27,0.25,0.25,0.18,0.21,0.23,0.27,0.25,0.28,0.21,0.22,0.2,0.21,0.31,0.17,0.23,0.22,0.22,0.24,0.25,0.18,0.19,0.22,0.19,0.18,0.16,0.17,0.14,0.19,0.18,0.21,0.17,0.17,0.15,0.14,0.15,0.13,0.17,0.18,0.13,0.12,0.17,0.0,0.15,0.16,0.11,0.15,0.18,0.13,0.17,0.16,0.11,0.1,0.15,0.14,0.12,0.12,0.14,0.13,0.11,0.09,0.08,0.12,0.12,0.1,0.13,0.09,0.16,0.08,0.1,0.08,0.09,0.08,0.12,0.14,0.09,0.1,0.11,0.08,0.07,0.06,0.07,0.0,0.09,0.09,0.08,0.11,0.08,0.06,0.06,0.06,0.11,0.08,0.0,0.08,0.08,0.07,0.07,0.09,0.12,0.05,0.08,0.09,0.05,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.05,0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.14,0.09,0.08,0.0,0.0,0.0,0.44,3.3,3.46,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,98.03000000000002
11/01/2021,3.28,4.3,3.74,4.39,4.42,3.36,3.45,2.86,2.74,3.05,2.36,1.92,1.66,1.9,1.23,1.3,1.31,1.32,1.24,0.93,0.97,1.04,0.72,0.91,1.2,0.84,0.96,0.71,0.7,0.61,0.46,0.51,0.64,0.53,0.59,0.51,0.38,0.49,0.38,0.44,0.45,0.55,0.37,0.4,0.38,0.55,0.27,0.35,0.33,0.0,0.36,0.3,0.3,0.46,0.35,0.28,0.38,0.37,0.37,0.34,0.34,0.36,0.31,0.25,0.26,0.21,0.33,0.32,0.25,0.3,0.29,0.21,0.27,0.25,0.25,0.18,0.21,0.23,0.27,0.25,0.28,0.21,0.22,0.2,0.21,0.31,0.17,0.23,0.22,0.22,0.24,0.25,0.18,0.19,0.22,0.19,0.18,0.16,0.17,0.14,0.19,0.18,0.21,0.17,0.17,0.15,0.14,0.15,0.13,0.17,0.18,0.13,0.12,0.17,0.0,0.15,0.16,0.11,0.15,0.18,0.13,0.17,0.16,0.11,0.1,0.15,0.14,0.12,0.12,0.14,0.13,0.11,0.09,0.08,0.12,0.12,0.1,0.13,0.09,0.16,0.08,0.1,0.08,0.09,0.08,0.12,0.14,0.09,0.1,0.11,0.08,0.07,0.06,0.07,0.0,0.09,0.09,0.08,0.11,0.08,0.06,0.06,0.06,0.11,0.08,0.0,0.08,0.08,0.07,0.07,0.09,0.12,0.05,0.08,0.09,0.05,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.05,0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.14,0.09,0.08,0.0,0.0,0.0,0.44,3.3,3.46,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,98.03000000000002
11/02/2021,3.28,4.3,3.74,4.39,4.42,3.36,3.45,2.86,2.74,3.05,2.36,1.92,1.66,1.9,1.23,1.3,1.31,1.32,1.24,0.93,0.97,1.04,0.72,0.91,1.2,0.84,0.96,0.71,0.7,0.61,0.46,0.51,0.64,0.53,0.59,0.51,0.38,0.49,0.38,0.44,0.45,0.55,0.37,0.4,0.38,0.55,0.27,0.35,0.33,0.0,0.36,0.3,0.3,0.46,0.35,0.28,0.38,0.37,0.37,0.34,0.34,0.36,0.31,0.25,0.26,0.21,0.33,0.32,0.25,0.3,0.29,0.21,0.27,0.25,0.25,0.18,0.21,0.23,0.27,0.25,0.28,0.21,0.22,0.2,0.21,0.31,0.17,0.23,0.22,0.22,0.24,0.25,0.18,0.19,0.22,0.19,0.18,0.16,0.17,0.14,0.19,0.18,0.21,0.17,0.17,0.15,0.14,0.15,0.13,0.17,0.18,0.13,0.12,0.17,0.0,0.15,0.16,0.11,0.15,0.18,0.13,0.17,0.16,0.11,0.1,0.15,0.14,0.12,0.12,0.14,0.13,0.11,0.09,0.08,0.12,0.12,0.1,0.13,0.09,0.16,0.08,0.1,0.08,0.09,0.08,0.12,0.14,0.09,0.1,0.11,0.08,0.07,0.06,0.07,0.0,0.09,0.09,0.08,0.11,0.08,0.06,0.06,0.06,0.11,0.08,0.0,0.08,0.08,0.07,0.07,0.09,0.12,0.05,0.08,0.09,0.05,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.05,0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.14,0.09,0.08,0.0,0.0,0.0,0.44,3.3,3.46,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,98.03000000000002
11/03/2021,3.28,4.3,3.74,4.39,4.42,3.36,3.45,2.86,2.74,3.05,2.36,1.92,1.66,1.9,1.23,1.3,1.31,1.32,1.24,0.93,0.97,1.04,0.72,0.91,1.2,0.84,0.96,0.71,0.7,0.61,0.46,0.51,0.64,0.53,0.59,0.51,0.38,0.49,0.38,0.44,0.45,0.55,0.37,0.4,0.38,0.55,0.27,0.35,0.33,0.0,0.36,0.3,0.3,0.46,0.35,0.28,0.38,0.37,0.37,0.34,0.34,0.36,0.31,0.25,0.26,0.21,0.33,0.32,0.25,0.3,0.29,0.21,0.27,0.25,0.25,0.18,0.21,0.23,0.27,0.25,0.28,0.21,0.22,0.2,0.21,0.31,0.17,0.23,0.22,0.22,0.24,0.25,0.18,0.19,0.22,0.19,0.18,0.16,0.17,0.14,0.19,0.18,0.21,0.17,0.17,0.15,0.14,0.15,0.13,0.17,0.18,0.13,0.12,0.17,0.0,0.15,0.16,0.11,0.15,0.18,0.13,0.17,0.16,0.11,0.1,0.15,0.14,0.12,0.12,0.14,0.13,0.11,0.09,0.08,0.12,0.12,0.1,0.13,0.09,0.16,0.08,0.1,0.08,0.09,0.08,0.12,0.14,0.09,0.1,0.11,0.08,0.07,0.06,0.07,0.0,0.09,0.09,0.08,0.11,0.08,0.06,0.06,0.06,0.11,0.08,0.0,0.08,0.08,0.07,0.07,0.09,0.12,0.05,0.08,0.09,0.05,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.05,0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.14,0.09,0.08,0.0,0.0,0.0,0.44,3.3,3.46,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,98.03000000000002
11/04/2021,3.28,4.3,3.74,4.39,4.42,3.36,3.45,2.86,2.74,3.05,2.36,1.92,1.66,1.9,1.23,1.3,1.31,1.32,1.24,0.93,0.97,1.04,0.72,0.91,1.2,0.84,0.96,0.71,0.7,0.61,0.46,0.51,0.64,0.53,0.59,0.51,0.38,0.49,0.38,0.44,0.45,0.55,0.37,0.4,0.38,0.55,0.27,0.35,0.33,0.0,0.36,0.3,0.3,0.46,0.35,0.28,0.38,0.37,0.37,0.34,0.34,0.36,0.31,0.25,0.26,0.21,0.33,0.32,0.25,0.3,0.29,0.21,0.27,0.25,0.25,0.18,0.21,0.23,0.27,0.25,0.28,0.21,0.22,0.2,0.21,0.31,0.17,0.23,0.22,0.22,0.24,0.25,0.18,0.19,0.22,0.19,0.18,0.16,0.17,0.14,0.19,0.18,0.21,0.17,0.17,0.15,0.14,0.15,0.13,0.17,0.18,0.13,0.12,0.17,0.0,0.15,0.16,0.11,0.15,0.18,0.13,0.17,0.16,0.11,0.1,0.15,0.14,0.12,0.12,0.14,0.13,0.11,0.09,0.08,0.12,0.12,0.1,0.13,0.09,0.16,0.08,0.1,0.08,0.09,0.08,0.12,0.14,0.09,0.1,0.11,0.08,0.07,0.06,0.07,0.0,0.09,0.09,0.08,0.11,0.08,0.06,0.06,0.06,0.11,0.08,0.0,0.08,0.08,0.07,0.07,0.09,0.12,0.05,0.08,0.09,0.05,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.05,0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.14,0.09,0.08,0.0,0.0,0.0,0.44,3.3,3.46,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,98.03000000000002
11/05/2021,3.28,4.3,3.74,4.39,4.42,3.36,3.45,2.86,2.74,3.05,2.36,1.92,1.66,1.9,1.23,1.3,1.31,1.32,1.24,0.93,0.97,1.04,0.72,0.91,1.2,0.84,0.96,0.71,0.7,0.61,0.46,0.51,0.64,0.53,0.59,0.51,0.38,0.49,0.38,0.44,0.45,0.55,0.37,0.4,0.38,0.55,0.27,0.35,0.33,0.0,0.36,0.3,0.3,0.46,0.35,0.28,0.38,0.37,0.37,0.34,0.34,0.36,0.31,0.25,0.26,0.21,0.33,0.32,0.25,0.3,0.29,0.21,0.27,0.25,0.25,0.18,0.21,0.23,0.27,0.25,0.28,0.21,0.22,0.2,0.21,0.31,0.17,0.23,0.22,0.22,0.24,0.25,0.18,0.19,0.22,0.19,0.18,0.16,0.17,0.14,0.19,0.18,0.21,0.17,0.17,0.15,0.14,0.15,0.13,0.17,0.18,0.13,0.12,0.17,0.0,0.15,0.16,0.11,0.15,0.18,0.13,0.17,0.16,0.11,0.1,0.15,0.14,0.12,0.12,0.14,0.13,0.11,0.09,0.08,0.12,0.12,0.1,0.13,0.09,0.16,0.08,0.1,0.08,0.09,0.08,0.12,0.14,0.09,0.1,0.11,0.08,0.07,0.06,0.07,0.0,0.09,0.09,0.08,0.11,0.08,0.06,0.06,0.06,0.11,0.08,0.0,0.08,0.08,0.07,0.07,0.09,0.12,0.05,0.08,0.09,0.05,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.05,0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.14,0.09,0.08,0.0,0.0,0.0,0.44,3.3,3.46,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,98.03000000000002
11/08/2021,3.28,4.3,3.74,4.39,4.42,3.36,3.45,2.86,2.74,3.05,2.36,1.92,1.66,1.9,1.23,1.3,1.31,1.32,1.24,0.93,0.97,1.04,0.72,0.91,1.2,0.84,0.96,0.71,0.7,0.61,0.46,0.51,0.64,0.53,0.59,0.51,0.38,0.49,0.38,0.44,0.45,0.55,0.37,0.4,0.38,0.55,0.27,0.35,0.33,0.0,0.36,0.3,0.3,0.46,0.35,0.28,0.38,0.37,0.37,0.34,0.34,0.36,0.31,0.25,0.26,0.21,0.33,0.32,0.25,0.3,0.29,0.21,0.27,0.25,0.25,0.18,0.21,0.23,0.27,0.25,0.28,0.21,0.22,0.2,0.21,0.31,0.17,0.23,0.22,0.22,0.24,0.25,0.18,0.19,0.22,0.19,0.18,0.16,0.17,0.14,0.19,0.18,0.21,0.17,0.17,0.15,0.14,0.15,0.13,0.17,0.18,0.13,0.12,0.17,0.0,0.15,0.16,0.11,0.15,0.18,0.13,0.17,0.16,0.11,0.1,0.15,0.14,0.12,0.12,0.14,0.13,0.11,0.09,0.08,0.12,0.12,0.1,0.13,0.09,0.16,0.08,0.1,0.08,0.09,0.08,0.12,0.14,0.09,0.1,0.11,0.08,0.07,0.06,0.07,0.0,0.09,0.09,0.08,0.11,0.08,0.06,0.06,0.06,0.11,0.08,0.0,0.08,0.08,0.07,0.07,0.09,0.12,0.05,0.08,0.09,0.05,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.05,0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.14,0.09,0.08,0.0,0.0,0.0,0.44,3.3,3.46,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,98.03000000000002
11/09/2021,3.28,4.3,3.74,4.39,4.42,3.36,3.45,2.86,2.74,3.05,2.36,1.92,1.66,1.9,1.23,1.3,1.31,1.32,1.24,0.93,0.97,1.04,0.72,0.91,1.2,0.84,0.96,0.71,0.7,0.61,0.46,0.51,0.64,0.53,0.59,0.51,0.38,0.49,0.38,0.44,0.45,0.55,0.37,0.4,0.38,0.55,0.27,0.35,0.33,0.0,0.36,0.3,0.3,0.46,0.35,0.28,0.38,0.37,0.37,0.34,0.34,0.36,0.31,0.25,0.26,0.21,0.33,0.32,0.25,0.3,0.29,0.21,0.27,0.25,0.25,0.18,0.21,0.23,0.27,0.25,0.28,0.21,0.22,0.2,0.21,0.31,0.17,0.23,0.22,0.22,0.24,0.25,0.18,0.19,0.22,0.19,0.18,0.16,0.17,0.14,0.19,0.18,0.21,0.17,0.17,0.15,0.14,0.15,0.13,0.17,0.18,0.13,0.12,0.17,0.0,0.15,0.16,0.11,0.15,0.18,0.13,0.17,0.16,0.11,0.1,0.15,0.14,0.12,0.12,0.14,0.13,0.11,0.09,0.08,0.12,0.12,0.1,0.13,0.09,0.16,0.08,0.1,0.08,0.09,0.08,0.12,0.14,0.09,0.1,0.11,0.08,0.07,0.06,0.07,0.0,0.09,0.09,0.08,0.11,0.08,0.06,0.06,0.06,0.11,0.08,0.0,0.08,0.08,0.07,0.07,0.09,0.12,0.05,0.08,0.09,0.05,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.05,0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.14,0.09,0.08,0.0,0.0,0.0,0.44,3.3,3.46,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,98.03000000000002
11/10/2021,3.28,4.3,3.74,4.39,4.42,3.36,3.45,2.86,2.74,3.05,2.36,1.92,1.66,1.9,1.23,1.3,1.31,1.32,1.24,0.93,0.97,1.04,0.72,0.91,1.2,0.84,0.96,0.71,0.7,0.61,0.46,0.51,0.64,0.53,0.59,0.51,0.38,0.49,0.38,0.44,0.45,0.55,0.37,0.4,0.38,0.55,0.27,0.35,0.33,0.0,0.36,0.3,0.3,0.46,0.35,0.28,0.38,0.37,0.37,0.34,0.34,0.36,0.31,0.25,0.26,0.21,0.33,0.32,0.25,0.3,0.29,0.21,0.27,0.25,0.25,0.18,0.21,0.23,0.27,0.25,0.28,0.21,0.22,0.2,0.21,0.31,0.17,0.23,0.22,0.22,0.24,0.25,0.18,0.19,0.22,0.19,0.18,0.16,0.17,0.14,0.19,0.18,0.21,0.17,0.17,0.15,0.14,0.15,0.13,0.17,0.18,0.13,0.12,0.17,0.0,0.15,0.16,0.11,0.15,0.18,0.13,0.17,0.16,0.11,0.1,0.15,0.14,0.12,0.12,0.14,0.13,0.11,0.09,0.08,0.12,0.12,0.1,0.13,0.09,0.16,0.08,0.1,0.08,0.09,0.08,0.12,0.14,0.09,0.1,0.11,0.08,0.07,0.06,0.07,0.0,0.09,0.09,0.08,0.11,0.08,0.06,0.06,0.06,0.11,0.08,0.0,0.08,0.08,0.07,0.07,0.09,0.12,0.05,0.08,0.09,0.05,0.0,0.05,0.0,0.07,0.05,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.05,0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.14,0.09,0.08,0.0,0.0,0.0,0.44,3.3,3.46,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,98.03000000000002
