,AAPL,MSFT,GOOGL,AMZN,TGT,BRK.B,PWR,ORCL,JNJ,LOW,WMT,STX,TXN,HPQ,PM,INTC,ALL,CSCO,DHR,TSCO,EBAY,VZ,ACN,AMAT,T,FFIV,XOM,DE,PSA,CMCSA,WST,IBM,CMI,JCI,PYPL,AOS,A,MO,CAT,NTAP,MMM,AZO,NUE,NWSA,ANTM,EXPD,EL,GNRC,IDXX,ZBRA,LLY,KR,CVS,UPS,IP,JNPR,BLK,BWA,CBRE,TT,TROW,BK,JPM,HII,CERN,EVRG,LKQ,FOXA,ADBE,CTVA,CINF,AFL,ATVI,IRM,MAS,NEM,SJM,PGR,AVY,CTSH,WU,WFC,ED,BAH,SSNC,NKE,NVR,CVX,DISCA,EXR,GPC,LUMN,PHM,SNPS,RHI,SCCO,DLTR,BBY,ABT,WAT,ORLY,XRX,ALXN,INTU,LRCX,SNAP,COST,GRMN,NWL,UNM,MRK,HUBS,PKI,EOG,CAH,NOC,BEN,GD,LHX,PNR,PINS,ODFL,BIIB,QCOM,TRV,MHK,UNH,DGX,GILD,LEN,CB,EXC,ARNC,CDNS,CDW,IT,DG,JKHY,KSS,NRG,TEL,BX,WMB,UI,HOLX,KMI,AON,CMG,CNA,FE,HUM,POOL,SYF,IPG,HD,SQ,PPL,MAA,LH,KLAC,EPAM,CL,LNG,LNT,GIS,PNW,WY,DELL,COG,CFG,ETSY,SWKS,TSN,QRVO,Z,TER,CTXS,PEG,LB,AAP,EA,LDOS,MNST,TMO,MTCH,MTD,SMG,UHS,VST,PANW,GGG,DISH,CNC,ABMD,DHI,EMN,EQH,KEYS,MDB,ROL,SNA,US Dollar,AZN,Morgan Stanley Instl Lqudty Trs Instl,SHW,TSLA,BBWI WI,n/a,PFE,HCA,ETN,XYL,FB,MSI,YUM,RMD,SEE,STLD,MSCI,FTNT,CPT,MRNA,DOV,DPZ,PAYX,OMC,FTV,GWW,DVN,VIAC,MISXX,CTRA,NDAQ,VMW,RL,WHR,LII,NVDA,COF,MMC,ACI,PRU,L,LMT,DOW,TPR,ZTS,REGN,EMR,ROK,SWK,NLOK,REG,HSIC,TW,VICI,LYB,BMY,MASI,TXT,CARR,FDS,SUM
07/27/2021,4.06,3.73,3.48,2.25,1.48,1.33,1.13,1.14,1.07,1.01,0.91,0.83,0.82,0.76,0.8,0.74,0.77,0.82,0.81,0.77,0.79,0.72,0.75,0.71,0.68,0.71,1.02,0.66,0.65,0.64,0.65,0.63,0.62,0.64,0.64,0.59,0.61,0.61,0.59,0.57,0.6,0.63,0.6,0.56,0.57,0.58,0.57,0.58,0.57,0.55,0.54,0.54,0.51,0.51,0.48,0.5,0.47,0.48,0.5,0.53,0.48,0.48,0.47,0.47,0.46,0.49,0.48,0.46,0.48,0.45,0.46,0.46,0.43,0.46,0.46,0.43,0.46,0.44,0.44,0.45,0.45,0.45,0.44,0.45,0.44,0.42,0.4,0.38,0.22,0.39,0.39,0.37,0.38,0.39,0.41,0.38,0.38,0.39,0.38,0.39,0.38,0.36,0.0,0.37,0.36,0.38,0.36,0.36,0.33,0.32,0.32,0.31,0.34,0.28,0.32,0.31,0.28,0.31,0.32,0.31,0.3,0.32,0.28,0.3,0.29,0.28,0.29,0.3,0.29,0.29,0.29,0.3,0.27,0.29,0.28,0.28,0.28,0.28,0.24,0.26,0.27,0.3,0.24,0.26,0.27,0.24,0.25,0.28,0.24,0.25,0.25,0.25,0.24,0.26,0.25,0.25,0.24,0.26,0.24,0.25,0.26,0.24,0.23,0.24,0.24,0.23,0.23,0.22,0.21,0.22,0.23,0.22,0.21,0.21,0.0,0.21,0.2,0.21,0.22,0.22,0.2,0.2,0.21,0.21,0.19,0.19,0.0,0.19,0.2,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.0,0.23,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.61
07/28/2021,4.06,3.73,3.48,2.25,1.48,1.33,1.13,1.14,1.07,1.01,0.91,0.83,0.82,0.76,0.8,0.74,0.77,0.82,0.81,0.77,0.79,0.72,0.75,0.71,0.68,0.71,1.02,0.66,0.65,0.64,0.65,0.63,0.62,0.64,0.64,0.59,0.61,0.61,0.59,0.57,0.6,0.63,0.6,0.56,0.57,0.58,0.57,0.58,0.57,0.55,0.54,0.54,0.51,0.51,0.48,0.5,0.47,0.48,0.5,0.53,0.48,0.48,0.47,0.47,0.46,0.49,0.48,0.46,0.48,0.45,0.46,0.46,0.43,0.46,0.46,0.43,0.46,0.44,0.44,0.45,0.45,0.45,0.44,0.45,0.44,0.42,0.4,0.38,0.22,0.39,0.39,0.37,0.38,0.39,0.41,0.38,0.38,0.39,0.38,0.39,0.38,0.36,0.0,0.37,0.36,0.38,0.36,0.36,0.33,0.32,0.32,0.31,0.34,0.28,0.32,0.31,0.28,0.31,0.32,0.31,0.3,0.32,0.28,0.3,0.29,0.28,0.29,0.3,0.29,0.29,0.29,0.3,0.27,0.29,0.28,0.28,0.28,0.28,0.24,0.26,0.27,0.3,0.24,0.26,0.27,0.24,0.25,0.28,0.24,0.25,0.25,0.25,0.24,0.26,0.25,0.25,0.24,0.26,0.24,0.25,0.26,0.24,0.23,0.24,0.24,0.23,0.23,0.22,0.21,0.22,0.23,0.22,0.21,0.21,0.0,0.21,0.2,0.21,0.22,0.22,0.2,0.2,0.21,0.21,0.19,0.19,0.0,0.19,0.2,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.0,0.23,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.61
07/29/2021,4.06,3.72,3.5,2.28,1.48,1.33,1.11,1.14,1.07,0.99,0.91,0.84,0.82,0.76,0.8,0.76,0.77,0.82,0.8,0.77,0.78,0.71,0.75,0.71,0.68,0.71,1.04,0.66,0.65,0.64,0.64,0.63,0.61,0.63,0.64,0.59,0.6,0.61,0.59,0.57,0.6,0.62,0.62,0.56,0.56,0.58,0.57,0.57,0.56,0.54,0.54,0.54,0.51,0.5,0.48,0.5,0.47,0.49,0.51,0.52,0.48,0.48,0.47,0.47,0.46,0.49,0.48,0.46,0.48,0.45,0.47,0.46,0.43,0.47,0.46,0.43,0.46,0.44,0.44,0.45,0.45,0.45,0.44,0.45,0.44,0.42,0.39,0.39,0.23,0.39,0.39,0.37,0.38,0.39,0.41,0.38,0.38,0.39,0.38,0.38,0.38,0.36,0.0,0.37,0.36,0.38,0.36,0.35,0.33,0.33,0.32,0.32,0.36,0.29,0.32,0.3,0.29,0.31,0.31,0.31,0.29,0.31,0.29,0.3,0.29,0.28,0.29,0.3,0.28,0.29,0.29,0.29,0.27,0.29,0.28,0.28,0.28,0.28,0.25,0.26,0.27,0.3,0.24,0.26,0.27,0.24,0.27,0.28,0.24,0.25,0.25,0.25,0.24,0.26,0.25,0.25,0.24,0.26,0.24,0.24,0.26,0.25,0.23,0.24,0.24,0.23,0.23,0.22,0.21,0.22,0.22,0.22,0.21,0.21,0.0,0.21,0.2,0.21,0.22,0.21,0.2,0.2,0.21,0.2,0.19,0.19,0.0,0.19,0.2,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.0,0.22,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.55
07/30/2021,4.06,3.72,3.5,2.28,1.48,1.33,1.11,1.14,1.07,0.99,0.91,0.84,0.82,0.76,0.8,0.76,0.77,0.82,0.8,0.77,0.78,0.71,0.75,0.71,0.68,0.71,1.04,0.66,0.65,0.64,0.64,0.63,0.61,0.63,0.64,0.59,0.6,0.61,0.59,0.57,0.6,0.62,0.62,0.56,0.56,0.58,0.57,0.57,0.56,0.54,0.54,0.54,0.51,0.5,0.48,0.5,0.47,0.49,0.51,0.52,0.48,0.48,0.47,0.47,0.46,0.49,0.48,0.46,0.48,0.45,0.47,0.46,0.43,0.47,0.46,0.43,0.46,0.44,0.44,0.45,0.45,0.45,0.44,0.45,0.44,0.42,0.39,0.39,0.23,0.39,0.39,0.37,0.38,0.39,0.41,0.38,0.38,0.39,0.38,0.38,0.38,0.36,0.0,0.37,0.36,0.38,0.36,0.35,0.33,0.33,0.32,0.32,0.36,0.29,0.32,0.3,0.29,0.31,0.31,0.31,0.29,0.31,0.29,0.3,0.29,0.28,0.29,0.3,0.28,0.29,0.29,0.29,0.27,0.29,0.28,0.28,0.28,0.28,0.25,0.26,0.27,0.3,0.24,0.26,0.27,0.24,0.27,0.28,0.24,0.25,0.25,0.25,0.24,0.26,0.25,0.25,0.24,0.26,0.24,0.24,0.26,0.25,0.23,0.24,0.24,0.23,0.23,0.22,0.21,0.22,0.22,0.22,0.21,0.21,0.0,0.21,0.2,0.21,0.22,0.21,0.2,0.2,0.21,0.2,0.19,0.19,0.0,0.19,0.2,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.0,0.22,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.55
08/02/2021,3.95,3.67,3.54,2.21,1.48,1.33,1.15,1.13,1.06,0.96,0.9,0.85,0.82,0.77,0.81,0.75,0.78,0.81,0.82,0.73,0.78,0.71,0.75,0.71,0.68,0.75,1.04,0.67,0.64,0.63,0.68,0.63,0.6,0.64,0.59,0.6,0.61,0.62,0.6,0.57,0.59,0.62,0.65,0.56,0.57,0.56,0.57,0.54,0.58,0.55,0.54,0.55,0.51,0.46,0.47,0.49,0.47,0.5,0.54,0.53,0.47,0.49,0.47,0.48,0.46,0.49,0.48,0.46,0.48,0.46,0.47,0.48,0.39,0.46,0.45,0.44,0.46,0.44,0.45,0.47,0.44,0.47,0.44,0.44,0.46,0.42,0.4,0.39,0.24,0.39,0.38,0.36,0.39,0.39,0.42,0.4,0.37,0.39,0.38,0.39,0.37,0.37,0.0,0.36,0.35,0.37,0.36,0.36,0.33,0.32,0.32,0.31,0.37,0.28,0.32,0.31,0.28,0.32,0.32,0.33,0.28,0.32,0.29,0.31,0.29,0.28,0.28,0.3,0.29,0.3,0.29,0.3,0.29,0.29,0.28,0.28,0.29,0.27,0.24,0.27,0.28,0.31,0.24,0.27,0.28,0.24,0.28,0.28,0.24,0.25,0.23,0.26,0.25,0.25,0.24,0.24,0.24,0.27,0.25,0.24,0.26,0.24,0.23,0.24,0.23,0.23,0.23,0.22,0.21,0.21,0.21,0.23,0.21,0.21,0.0,0.2,0.17,0.22,0.23,0.21,0.2,0.2,0.21,0.2,0.18,0.19,0.0,0.19,0.2,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.0,0.22,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.54
08/03/2021,3.98,3.67,3.52,2.05,1.48,1.33,1.14,1.13,1.07,0.96,0.91,0.86,0.83,0.77,0.81,0.75,0.77,0.82,0.82,0.74,0.73,0.72,0.75,0.72,0.67,0.76,1.02,0.68,0.65,0.64,0.7,0.63,0.6,0.64,0.57,0.6,0.61,0.62,0.58,0.58,0.59,0.62,0.66,0.56,0.57,0.57,0.57,0.54,0.56,0.55,0.54,0.56,0.51,0.46,0.47,0.51,0.47,0.5,0.55,0.53,0.47,0.49,0.47,0.47,0.47,0.49,0.48,0.45,0.48,0.45,0.47,0.48,0.4,0.47,0.46,0.45,0.46,0.44,0.45,0.47,0.45,0.46,0.44,0.43,0.45,0.43,0.4,0.39,0.23,0.39,0.38,0.36,0.39,0.39,0.43,0.39,0.37,0.38,0.38,0.39,0.37,0.37,0.0,0.37,0.36,0.37,0.36,0.36,0.3,0.32,0.32,0.32,0.38,0.28,0.32,0.31,0.28,0.32,0.31,0.33,0.23,0.32,0.28,0.31,0.29,0.28,0.29,0.31,0.28,0.3,0.29,0.3,0.29,0.3,0.28,0.29,0.29,0.28,0.25,0.27,0.28,0.31,0.24,0.26,0.28,0.24,0.28,0.29,0.24,0.25,0.23,0.26,0.24,0.26,0.24,0.23,0.24,0.27,0.25,0.27,0.26,0.23,0.23,0.24,0.24,0.22,0.23,0.22,0.21,0.21,0.2,0.21,0.21,0.2,0.0,0.21,0.18,0.21,0.23,0.21,0.2,0.2,0.21,0.21,0.18,0.19,0.0,0.2,0.2,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.17,0.18,0.17,0.18,0.17,0.26,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.54
08/04/2021,3.98,3.67,3.52,2.05,1.48,1.33,1.14,1.13,1.07,0.96,0.91,0.86,0.83,0.77,0.81,0.75,0.77,0.82,0.82,0.74,0.73,0.72,0.75,0.72,0.67,0.76,1.02,0.68,0.65,0.64,0.7,0.63,0.6,0.64,0.57,0.6,0.61,0.62,0.58,0.58,0.59,0.62,0.66,0.56,0.57,0.57,0.57,0.54,0.56,0.55,0.54,0.56,0.51,0.46,0.47,0.51,0.47,0.5,0.55,0.53,0.47,0.49,0.47,0.47,0.47,0.49,0.48,0.45,0.48,0.45,0.47,0.48,0.4,0.47,0.46,0.45,0.46,0.44,0.45,0.47,0.45,0.46,0.44,0.43,0.45,0.43,0.4,0.39,0.23,0.39,0.38,0.36,0.39,0.39,0.43,0.39,0.37,0.38,0.38,0.39,0.37,0.37,0.0,0.37,0.36,0.37,0.36,0.36,0.3,0.32,0.32,0.32,0.38,0.28,0.32,0.31,0.28,0.32,0.31,0.33,0.23,0.32,0.28,0.31,0.29,0.28,0.29,0.31,0.28,0.3,0.29,0.3,0.29,0.3,0.28,0.29,0.29,0.28,0.25,0.27,0.28,0.31,0.24,0.26,0.28,0.24,0.28,0.29,0.24,0.25,0.23,0.26,0.24,0.26,0.24,0.23,0.24,0.27,0.25,0.27,0.26,0.23,0.23,0.24,0.24,0.22,0.23,0.22,0.21,0.21,0.2,0.21,0.21,0.2,0.0,0.21,0.18,0.21,0.23,0.21,0.2,0.2,0.21,0.21,0.18,0.19,0.0,0.2,0.2,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.17,0.18,0.17,0.18,0.17,0.26,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.54
08/05/2021,3.98,3.67,3.52,2.05,1.48,1.33,1.14,1.13,1.07,0.96,0.91,0.86,0.83,0.77,0.81,0.75,0.77,0.82,0.82,0.74,0.73,0.72,0.75,0.72,0.67,0.76,1.02,0.68,0.65,0.64,0.7,0.63,0.6,0.64,0.57,0.6,0.61,0.62,0.58,0.58,0.59,0.62,0.66,0.56,0.57,0.57,0.57,0.54,0.56,0.55,0.54,0.56,0.51,0.46,0.47,0.51,0.47,0.5,0.55,0.53,0.47,0.49,0.47,0.47,0.47,0.49,0.48,0.45,0.48,0.45,0.47,0.48,0.4,0.47,0.46,0.45,0.46,0.44,0.45,0.47,0.45,0.46,0.44,0.43,0.45,0.43,0.4,0.39,0.23,0.39,0.38,0.36,0.39,0.39,0.43,0.39,0.37,0.38,0.38,0.39,0.37,0.37,0.0,0.37,0.36,0.37,0.36,0.36,0.3,0.32,0.32,0.32,0.38,0.28,0.32,0.31,0.28,0.32,0.31,0.33,0.23,0.32,0.28,0.31,0.29,0.28,0.29,0.31,0.28,0.3,0.29,0.3,0.29,0.3,0.28,0.29,0.29,0.28,0.25,0.27,0.28,0.31,0.24,0.26,0.28,0.24,0.28,0.29,0.24,0.25,0.23,0.26,0.24,0.26,0.24,0.23,0.24,0.27,0.25,0.27,0.26,0.23,0.23,0.24,0.24,0.22,0.23,0.22,0.21,0.21,0.2,0.21,0.21,0.2,0.0,0.21,0.18,0.21,0.23,0.21,0.2,0.2,0.21,0.21,0.18,0.19,0.0,0.2,0.2,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.17,0.18,0.17,0.18,0.17,0.26,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.54
08/06/2021,3.98,3.66,3.52,2.05,1.47,1.33,1.14,1.15,1.07,0.96,0.91,0.87,0.82,0.78,0.81,0.75,0.77,0.82,0.83,0.75,0.72,0.71,0.74,0.73,0.67,0.77,1.03,0.68,0.64,0.63,0.71,0.63,0.6,0.64,0.56,0.6,0.61,0.61,0.58,0.59,0.59,0.63,0.67,0.54,0.58,0.56,0.56,0.51,0.57,0.54,0.56,0.58,0.51,0.46,0.48,0.52,0.47,0.5,0.54,0.54,0.48,0.49,0.47,0.47,0.48,0.5,0.49,0.44,0.47,0.45,0.47,0.48,0.38,0.47,0.46,0.44,0.46,0.45,0.46,0.48,0.43,0.47,0.44,0.41,0.44,0.43,0.4,0.39,0.22,0.39,0.38,0.37,0.39,0.39,0.43,0.39,0.37,0.39,0.38,0.39,0.37,0.37,0.0,0.36,0.36,0.36,0.36,0.37,0.3,0.31,0.31,0.31,0.38,0.28,0.32,0.31,0.29,0.32,0.32,0.35,0.23,0.33,0.29,0.3,0.29,0.29,0.29,0.31,0.29,0.3,0.3,0.3,0.27,0.3,0.28,0.31,0.29,0.28,0.25,0.27,0.28,0.31,0.24,0.27,0.28,0.24,0.28,0.29,0.23,0.25,0.23,0.26,0.24,0.26,0.24,0.25,0.24,0.26,0.25,0.26,0.26,0.23,0.23,0.25,0.24,0.22,0.23,0.23,0.21,0.21,0.2,0.22,0.21,0.21,0.0,0.2,0.18,0.22,0.19,0.21,0.19,0.18,0.2,0.2,0.18,0.19,0.0,0.2,0.19,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.18,0.16,0.18,0.17,0.0,0.22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.46
08/09/2021,3.99,3.71,3.55,2.07,1.47,1.33,1.16,1.15,1.07,0.95,0.92,0.88,0.84,0.78,0.81,0.75,0.75,0.82,0.85,0.76,0.72,0.71,0.75,0.73,0.67,0.77,1.01,0.68,0.64,0.63,0.72,0.63,0.59,0.64,0.58,0.6,0.62,0.61,0.58,0.59,0.59,0.63,0.64,0.56,0.56,0.55,0.56,0.51,0.58,0.57,0.58,0.57,0.49,0.45,0.47,0.51,0.48,0.47,0.55,0.51,0.49,0.49,0.47,0.47,0.47,0.5,0.47,0.47,0.48,0.44,0.46,0.48,0.38,0.47,0.47,0.43,0.45,0.44,0.45,0.47,0.43,0.47,0.44,0.41,0.44,0.44,0.41,0.38,0.23,0.39,0.37,0.34,0.38,0.4,0.43,0.38,0.37,0.39,0.38,0.4,0.37,0.35,0.0,0.37,0.36,0.38,0.37,0.38,0.3,0.3,0.31,0.35,0.39,0.27,0.27,0.3,0.3,0.32,0.32,0.35,0.23,0.33,0.29,0.3,0.3,0.29,0.28,0.32,0.28,0.3,0.3,0.3,0.26,0.3,0.29,0.32,0.29,0.27,0.25,0.27,0.28,0.31,0.24,0.26,0.29,0.23,0.28,0.29,0.23,0.25,0.22,0.26,0.25,0.26,0.25,0.27,0.24,0.26,0.25,0.27,0.27,0.23,0.23,0.25,0.23,0.21,0.23,0.23,0.21,0.21,0.2,0.21,0.21,0.21,0.0,0.2,0.18,0.22,0.18,0.21,0.19,0.18,0.2,0.21,0.16,0.19,0.0,0.19,0.19,0.19,0.18,0.18,0.16,0.19,0.18,0.17,0.17,0.18,0.17,0.18,0.17,0.0,0.23,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.5
08/10/2021,3.96,3.7,3.53,2.04,1.46,1.35,1.15,1.15,1.07,0.94,0.92,0.89,0.84,0.78,0.8,0.75,0.77,0.81,0.85,0.76,0.7,0.7,0.75,0.73,0.67,0.77,1.02,0.68,0.63,0.63,0.72,0.63,0.59,0.64,0.58,0.61,0.62,0.61,0.58,0.59,0.59,0.62,0.66,0.56,0.56,0.55,0.56,0.53,0.56,0.56,0.58,0.57,0.5,0.46,0.47,0.51,0.48,0.46,0.55,0.51,0.49,0.5,0.49,0.47,0.47,0.5,0.48,0.46,0.48,0.47,0.47,0.48,0.39,0.48,0.46,0.42,0.45,0.45,0.46,0.47,0.43,0.49,0.44,0.4,0.44,0.44,0.4,0.39,0.23,0.39,0.37,0.34,0.37,0.39,0.43,0.39,0.37,0.39,0.38,0.39,0.37,0.36,0.0,0.37,0.36,0.37,0.37,0.38,0.31,0.31,0.31,0.35,0.38,0.27,0.28,0.3,0.3,0.32,0.32,0.35,0.22,0.33,0.29,0.3,0.3,0.29,0.29,0.31,0.28,0.29,0.3,0.3,0.27,0.3,0.29,0.31,0.29,0.27,0.25,0.28,0.29,0.31,0.24,0.27,0.28,0.23,0.28,0.29,0.24,0.24,0.22,0.26,0.25,0.27,0.24,0.26,0.24,0.26,0.25,0.27,0.27,0.23,0.23,0.25,0.23,0.21,0.23,0.23,0.21,0.22,0.19,0.21,0.21,0.21,0.0,0.2,0.18,0.22,0.17,0.2,0.19,0.18,0.21,0.21,0.16,0.19,0.0,0.19,0.19,0.18,0.18,0.18,0.16,0.18,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.0,0.22,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.45
08/11/2021,3.96,3.7,3.53,2.04,1.46,1.35,1.15,1.15,1.07,0.94,0.92,0.89,0.84,0.78,0.8,0.75,0.77,0.81,0.85,0.76,0.7,0.7,0.75,0.73,0.67,0.77,1.02,0.68,0.63,0.63,0.72,0.63,0.59,0.64,0.58,0.61,0.62,0.61,0.58,0.59,0.59,0.62,0.66,0.56,0.56,0.55,0.56,0.53,0.56,0.56,0.58,0.57,0.5,0.46,0.47,0.51,0.48,0.46,0.55,0.51,0.49,0.5,0.49,0.47,0.47,0.5,0.48,0.46,0.48,0.47,0.47,0.48,0.39,0.48,0.46,0.42,0.45,0.45,0.46,0.47,0.43,0.49,0.44,0.4,0.44,0.44,0.4,0.39,0.23,0.39,0.37,0.34,0.37,0.39,0.43,0.39,0.37,0.39,0.38,0.39,0.37,0.36,0.0,0.37,0.36,0.37,0.37,0.38,0.31,0.31,0.31,0.35,0.38,0.27,0.28,0.3,0.3,0.32,0.32,0.35,0.22,0.33,0.29,0.3,0.3,0.29,0.29,0.31,0.28,0.29,0.3,0.3,0.27,0.3,0.29,0.31,0.29,0.27,0.25,0.28,0.29,0.31,0.24,0.27,0.28,0.23,0.28,0.29,0.24,0.24,0.22,0.26,0.25,0.27,0.24,0.26,0.24,0.26,0.25,0.27,0.27,0.23,0.23,0.25,0.23,0.21,0.23,0.23,0.21,0.22,0.19,0.21,0.21,0.21,0.0,0.2,0.18,0.22,0.17,0.2,0.19,0.18,0.21,0.21,0.16,0.19,0.0,0.19,0.19,0.18,0.18,0.18,0.16,0.18,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.0,0.22,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.45
