,ASML.AS,MC.PA,SAP.DE,SIE.DE,OR.PA,SAN.PA,TTE.PA,ALV.DE,DTE.DE,SU.PA,AI.PA,AIR.PA,ABI.BR,IBE.MC,DAI.DE,BAS.DE,ADYEN.AS,BNP.PA,ENEL.MI,ADS.DE,DPW.DE,SAN.MC,DG.PA,KER.PA,BAYN.DE,EL.PA,CS.PA,RMS.PA,INGA.AS,VOW3.DE,ISP.MI,IFX.DE,BN.PA,SAF.PA,PHIA.AS,RI.PA,PRX.AS,ITX.MC,CLNX.MC,BBVA.MC,CRH.L,MUV2.DE,VNA.DE,DSY.PA,BMW.DE,KNEBV.HE,ENI.MI,DSM.AS,DB1.DE,AD.AS,LR.PA,AMS.MC,NOKIA.HE,SGO.PA,VIV.PA,HEIA.AS,CAP.PA,DBK.DE,WKL.AS,NESTE.HE,ML.PA,ENGI.PA,TEF.MC,G.MI,TEP.PA,STM.PA,RWE.DE,EOAN.DE,WLN.PA,MRK.DE,UCG.MI,EZU,DHER.DE,KRZ.IR,AKZA.AS,SAMPO.HE,KBC.BR,MT.AS,ORA.PA,DWNI.DE,FRE.DE,UPM.HE,GLE.PA,RYAAY,HEN3.DE,KBX.DE,REP.MC,ZAL.DE,FER.MC,HFG.DE,SRT3.,VIE.PA,ACA.PA,PAH3.DE,FME.DE,MONC.MI,SY1.DE,ASM.AS,ARGX.BR,CON.DE,BEI.DE,ERF.PA,EDP.LS,PUB.PA,BNR.DE,ALO.PA,CABK.MC,ENR.DE,KRX.IR,CA.PA,HEI.DE,UCB.BR,AENA.MC,SRG.MI,DIM.PA,SK3.IR,NN.AS,FORTUM.HE,NEXI.MI,HO.PA,1COV.DE,EDEN.PA,UMI.BR,EBS.VI,PUM.DE,STERV.HE,HEIO.AS,VER.VI,URW.AS,HNR1.DE,FBK.MI,TKWY.AS,MTX.DE,ABN.AS,KESKOB.HE,LEG.DE,ENX.PA,HEK.SW,TRN.MI,PRY.MI,AT1.DE,SA.SW,EXO.MI,FGR.PA,BVI.PA,SEV.PA,ELISA.HE,Cash & Cash Equivalents,RAND.AS,KPN.AS,GBLB.BR,NTGY.MC,MB.MI,AGS.BR,RNO.PA,MOCORP.HE,OMV.VI,SW.PA,KGX.DE,REE.MC,UBI.PA,ELE.MC,EN.PA,GRF.MC,SGRE.MC,LIGHT.AS,GFC.PA,ACS.MC,AGN.AS,ELI.BR,CBK.DE,SOF.BR,WRT1V.HE,IMCD.AS,GET.PA,EDF.PA,ORP.PA,EO.PA,SK.PA,G1A.DE,G24.DE,PST.MI,AMP.MI,CPR.MI,ATO.PA,FR.PA,AC.PA,FDJ.PA,AFX.DE,LXS.DE,VALMT.HE,EVK.DE,AKE.PA,LI.PA,SCR.PA,AMUN.PA,TMV.DE,WDP.BR,VOE.VI,TEN.MI,DSYA.,LHA.DE,ASRNL.AS,SOI.PA,ENG.MC,NEOEN.PA,iShares MSCI Eurozone ETF,BIM.PA,DWN.,NEM.DE,BESI.AS,HUH1V.HE,n/a,BOL.PA,HER.MI,JMT.LS,BIDI11.SA,777.DE,SOLB.BR,BC8.DE,UMG.AS,IP.MI,SUM
09/01/2021,4.77,3.41,2.65,2.15,2.0,1.91,1.78,1.56,1.54,1.65,1.46,1.44,1.09,1.2,1.15,1.16,1.5,1.19,1.06,1.1,1.1,1.06,1.0,0.91,0.9,0.99,1.01,0.89,0.92,0.85,0.85,0.9,0.82,0.69,0.68,0.69,0.83,0.67,0.76,0.71,0.73,0.69,0.65,0.71,0.52,0.58,0.54,0.6,0.53,0.59,0.53,0.43,0.58,0.55,0.56,0.45,0.57,0.45,0.51,0.44,0.46,0.46,0.49,0.46,0.46,0.49,0.43,0.0,0.37,0.48,0.43,0.0,0.41,0.4,0.39,0.42,0.41,0.43,0.37,0.0,0.37,0.37,0.39,0.36,0.31,0.33,0.29,0.27,0.27,0.3,0.33,0.3,0.28,0.26,0.26,0.26,0.27,0.34,0.28,0.24,0.25,0.3,0.25,0.25,0.26,0.22,0.24,0.2,0.28,0.22,0.23,0.24,0.21,0.22,0.26,0.22,0.23,0.23,0.3,0.2,0.2,0.21,0.21,0.21,0.2,0.22,0.17,0.21,0.18,0.2,0.2,0.24,0.19,0.2,0.19,0.2,0.18,0.16,0.18,0.17,0.0,0.0,0.17,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.14,0.12,0.14,0.15,0.12,0.13,0.16,0.13,0.12,0.12,0.13,0.14,0.16,0.15,0.11,0.13,0.12,0.15,0.12,0.12,0.11,0.12,0.1,0.13,0.11,0.11,0.11,0.13,0.0,0.1,0.1,0.0,0.12,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.18,0.1,0.0,0.0,0.45,0.16,0.17,0.0,0.0,0.0,94.78
09/02/2021,4.8,3.41,2.67,2.16,2.02,1.9,1.77,1.55,1.53,1.65,1.47,1.43,1.09,1.19,1.15,1.17,1.51,1.17,1.07,1.09,1.11,1.04,0.99,0.91,0.9,0.99,1.01,0.9,0.92,0.85,0.84,0.9,0.81,0.68,0.68,0.69,0.82,0.67,0.75,0.7,0.73,0.68,0.65,0.71,0.52,0.58,0.54,0.61,0.53,0.59,0.53,0.43,0.58,0.55,0.57,0.45,0.57,0.44,0.52,0.44,0.46,0.46,0.48,0.45,0.46,0.49,0.43,0.46,0.37,0.49,0.42,0.18,0.41,0.4,0.39,0.42,0.4,0.42,0.37,0.0,0.36,0.37,0.38,0.36,0.31,0.33,0.29,0.27,0.26,0.3,0.34,0.3,0.28,0.26,0.26,0.26,0.27,0.34,0.28,0.24,0.25,0.3,0.25,0.25,0.26,0.22,0.23,0.2,0.27,0.22,0.22,0.24,0.21,0.21,0.27,0.22,0.23,0.23,0.3,0.2,0.21,0.21,0.21,0.21,0.19,0.22,0.17,0.21,0.18,0.2,0.2,0.24,0.19,0.2,0.19,0.2,0.18,0.16,0.18,0.17,0.0,0.0,0.17,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.14,0.12,0.14,0.15,0.12,0.13,0.16,0.13,0.12,0.12,0.13,0.14,0.16,0.15,0.11,0.13,0.11,0.15,0.12,0.12,0.11,0.12,0.1,0.13,0.11,0.11,0.12,0.13,0.0,0.1,0.0,0.0,0.12,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.16,0.17,0.0,0.0,0.0,94.67000000000002
09/03/2021,4.78,3.43,2.68,2.15,2.02,1.9,1.76,1.56,1.5,1.64,1.47,1.45,1.1,1.2,1.15,1.15,1.51,1.19,1.07,1.08,1.11,1.05,1.0,0.91,0.9,1.01,1.0,0.9,0.92,0.85,0.86,0.9,0.82,0.68,0.7,0.69,0.87,0.67,0.73,0.7,0.73,0.68,0.64,0.71,0.53,0.57,0.54,0.6,0.52,0.58,0.53,0.43,0.57,0.54,0.56,0.45,0.56,0.45,0.51,0.44,0.45,0.46,0.48,0.46,0.46,0.49,0.43,0.46,0.37,0.49,0.42,0.18,0.42,0.4,0.39,0.42,0.41,0.41,0.36,0.0,0.36,0.37,0.39,0.36,0.31,0.33,0.28,0.27,0.27,0.29,0.33,0.3,0.29,0.26,0.26,0.25,0.27,0.33,0.28,0.24,0.25,0.31,0.25,0.25,0.26,0.22,0.23,0.2,0.27,0.22,0.22,0.24,0.21,0.22,0.26,0.22,0.23,0.23,0.3,0.2,0.2,0.21,0.21,0.21,0.19,0.21,0.17,0.21,0.18,0.2,0.19,0.25,0.19,0.2,0.19,0.2,0.18,0.16,0.18,0.17,0.0,0.0,0.17,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.13,0.14,0.13,0.14,0.12,0.14,0.15,0.12,0.13,0.16,0.13,0.12,0.12,0.13,0.14,0.16,0.15,0.12,0.13,0.11,0.15,0.12,0.12,0.11,0.11,0.1,0.13,0.11,0.11,0.12,0.13,0.0,0.1,0.1,0.0,0.12,0.11,0.1,0.12,0.11,0.0,0.1,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.09,0.0,0.0,0.0,0.16,0.17,0.0,0.0,0.0,94.66
09/06/2021,4.85,3.51,2.63,2.15,2.02,1.89,1.75,1.54,1.48,1.66,1.45,1.45,1.07,1.21,1.13,1.13,1.47,1.21,1.07,1.08,1.1,1.04,1.02,0.94,0.9,1.02,0.99,0.91,0.93,0.85,0.85,0.91,0.8,0.68,0.71,0.72,0.9,0.68,0.73,0.7,0.71,0.67,0.61,0.71,0.52,0.56,0.55,0.59,0.51,0.57,0.53,0.44,0.57,0.54,0.56,0.45,0.56,0.45,0.51,0.45,0.45,0.46,0.47,0.46,0.46,0.49,0.44,0.45,0.37,0.49,0.43,0.18,0.45,0.4,0.38,0.42,0.41,0.41,0.36,0.0,0.36,0.37,0.39,0.35,0.3,0.33,0.28,0.27,0.27,0.3,0.34,0.31,0.29,0.26,0.26,0.26,0.27,0.33,0.28,0.23,0.25,0.31,0.25,0.25,0.26,0.21,0.24,0.21,0.27,0.2,0.22,0.24,0.21,0.21,0.27,0.22,0.23,0.24,0.3,0.2,0.21,0.21,0.21,0.21,0.19,0.21,0.17,0.21,0.18,0.2,0.19,0.26,0.19,0.2,0.18,0.19,0.18,0.16,0.18,0.18,0.0,0.0,0.17,0.17,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.14,0.13,0.14,0.14,0.12,0.14,0.16,0.13,0.14,0.16,0.13,0.12,0.12,0.13,0.14,0.16,0.15,0.12,0.13,0.11,0.15,0.12,0.11,0.11,0.11,0.1,0.13,0.11,0.11,0.12,0.13,0.0,0.1,0.1,0.0,0.12,0.11,0.1,0.12,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.16,0.17,0.1,0.0,0.0,94.73
09/07/2021,4.85,3.51,2.63,2.15,2.02,1.89,1.75,1.54,1.48,1.66,1.45,1.45,1.07,1.21,1.13,1.13,1.47,1.21,1.07,1.08,1.1,1.04,1.02,0.94,0.9,1.02,0.99,0.91,0.93,0.85,0.85,0.91,0.8,0.68,0.71,0.72,0.9,0.68,0.73,0.7,0.71,0.67,0.61,0.71,0.52,0.56,0.55,0.59,0.51,0.57,0.53,0.44,0.57,0.54,0.56,0.45,0.56,0.45,0.51,0.45,0.45,0.46,0.47,0.46,0.46,0.49,0.44,0.45,0.37,0.49,0.43,0.18,0.45,0.4,0.38,0.42,0.41,0.41,0.36,0.0,0.36,0.37,0.39,0.35,0.3,0.33,0.28,0.27,0.27,0.3,0.34,0.31,0.29,0.26,0.26,0.26,0.27,0.33,0.28,0.23,0.25,0.31,0.25,0.25,0.26,0.21,0.24,0.21,0.27,0.2,0.22,0.24,0.21,0.21,0.27,0.22,0.23,0.24,0.3,0.2,0.21,0.21,0.21,0.21,0.19,0.21,0.17,0.21,0.18,0.2,0.19,0.26,0.19,0.2,0.18,0.19,0.18,0.16,0.18,0.18,0.0,0.0,0.17,0.17,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.14,0.13,0.14,0.14,0.12,0.14,0.16,0.13,0.14,0.16,0.13,0.12,0.12,0.13,0.14,0.16,0.15,0.12,0.13,0.11,0.15,0.12,0.11,0.11,0.11,0.1,0.13,0.11,0.11,0.12,0.13,0.0,0.1,0.1,0.0,0.12,0.11,0.1,0.12,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.16,0.17,0.1,0.0,0.0,94.73
09/08/2021,4.89,3.47,2.64,2.18,2.01,1.9,1.75,1.54,1.48,1.67,1.46,1.43,1.06,1.21,1.13,1.13,1.47,1.19,1.07,1.08,1.1,1.03,1.0,0.93,0.91,1.01,0.99,0.9,0.93,0.85,0.85,0.92,0.81,0.67,0.71,0.72,0.9,0.68,0.72,0.7,0.72,0.66,0.61,0.71,0.52,0.56,0.55,0.59,0.52,0.58,0.53,0.43,0.57,0.54,0.57,0.45,0.57,0.45,0.51,0.46,0.45,0.46,0.47,0.46,0.46,0.49,0.44,0.46,0.36,0.5,0.44,0.18,0.44,0.4,0.38,0.42,0.41,0.41,0.36,0.0,0.36,0.37,0.38,0.35,0.3,0.33,0.28,0.27,0.27,0.3,0.34,0.31,0.28,0.27,0.26,0.25,0.27,0.34,0.29,0.23,0.25,0.31,0.26,0.25,0.26,0.21,0.24,0.21,0.27,0.2,0.22,0.24,0.2,0.21,0.27,0.22,0.23,0.24,0.3,0.2,0.21,0.21,0.21,0.21,0.19,0.22,0.17,0.22,0.17,0.2,0.19,0.26,0.19,0.2,0.19,0.19,0.19,0.16,0.18,0.18,0.0,0.0,0.17,0.17,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.13,0.13,0.14,0.14,0.12,0.14,0.16,0.13,0.14,0.16,0.13,0.12,0.12,0.13,0.14,0.16,0.15,0.12,0.13,0.11,0.15,0.12,0.11,0.11,0.11,0.1,0.13,0.11,0.11,0.12,0.13,0.0,0.1,0.0,0.0,0.12,0.12,0.1,0.12,0.11,0.0,0.1,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.16,0.17,0.1,0.0,0.0,94.78
09/09/2021,4.89,3.47,2.64,2.18,2.01,1.9,1.75,1.54,1.48,1.67,1.46,1.43,1.06,1.21,1.13,1.13,1.47,1.2,1.07,1.08,1.1,1.03,1.0,0.93,0.91,1.01,0.99,0.9,0.93,0.85,0.85,0.92,0.81,0.67,0.71,0.72,0.9,0.68,0.72,0.71,0.72,0.66,0.61,0.71,0.52,0.56,0.55,0.59,0.52,0.58,0.53,0.43,0.57,0.54,0.57,0.45,0.57,0.45,0.51,0.46,0.45,0.46,0.47,0.46,0.46,0.49,0.44,0.0,0.36,0.5,0.44,0.18,0.44,0.4,0.38,0.42,0.41,0.41,0.36,0.0,0.36,0.37,0.38,0.35,0.3,0.33,0.28,0.27,0.27,0.3,0.34,0.31,0.28,0.27,0.26,0.25,0.27,0.34,0.29,0.23,0.25,0.31,0.26,0.25,0.26,0.21,0.24,0.21,0.27,0.2,0.22,0.24,0.2,0.21,0.27,0.22,0.23,0.24,0.3,0.2,0.21,0.21,0.21,0.21,0.19,0.22,0.17,0.22,0.17,0.2,0.19,0.26,0.19,0.2,0.19,0.19,0.19,0.16,0.18,0.18,0.0,0.0,0.17,0.17,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.13,0.13,0.14,0.14,0.12,0.14,0.16,0.13,0.14,0.16,0.13,0.12,0.12,0.13,0.14,0.16,0.15,0.12,0.13,0.11,0.15,0.12,0.11,0.11,0.11,0.1,0.13,0.11,0.11,0.12,0.13,0.0,0.1,0.0,0.0,0.12,0.12,0.1,0.12,0.11,0.0,0.1,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.46,0.1,0.0,0.0,0.0,0.16,0.17,0.1,0.0,0.0,94.79999999999998
09/10/2021,4.92,3.55,2.65,2.22,1.99,1.87,1.76,1.54,1.48,1.66,1.45,1.42,1.05,1.18,1.13,1.13,1.46,1.2,1.05,1.08,1.1,1.04,0.99,0.94,0.9,1.03,0.99,0.93,0.93,0.84,0.85,0.91,0.79,0.65,0.73,0.72,0.92,0.69,0.72,0.7,0.71,0.66,0.6,0.71,0.53,0.56,0.55,0.59,0.52,0.57,0.53,0.44,0.57,0.53,0.57,0.44,0.57,0.46,0.51,0.47,0.45,0.45,0.48,0.46,0.47,0.5,0.43,0.45,0.35,0.49,0.44,0.18,0.45,0.4,0.37,0.42,0.41,0.41,0.36,0.0,0.35,0.37,0.39,0.35,0.3,0.33,0.28,0.27,0.27,0.3,0.35,0.31,0.28,0.26,0.26,0.26,0.26,0.35,0.28,0.23,0.25,0.31,0.25,0.25,0.26,0.2,0.24,0.2,0.27,0.2,0.22,0.24,0.2,0.21,0.27,0.23,0.23,0.24,0.3,0.19,0.21,0.21,0.21,0.21,0.19,0.23,0.17,0.21,0.17,0.2,0.19,0.26,0.19,0.21,0.18,0.19,0.19,0.16,0.17,0.18,0.0,0.0,0.16,0.17,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.14,0.13,0.14,0.14,0.13,0.14,0.15,0.13,0.13,0.16,0.13,0.12,0.12,0.13,0.14,0.16,0.15,0.12,0.12,0.11,0.15,0.12,0.11,0.12,0.11,0.1,0.13,0.11,0.11,0.11,0.13,0.0,0.1,0.0,0.0,0.12,0.12,0.1,0.12,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.17,0.1,0.0,0.0,94.73999999999998
09/13/2021,4.91,3.61,2.61,2.2,2.03,1.81,1.74,1.53,1.48,1.65,1.46,1.45,1.04,1.18,1.11,1.14,1.48,1.2,1.05,1.08,1.09,1.03,1.0,0.95,0.87,1.04,0.99,0.93,0.93,0.84,0.85,0.92,0.79,0.67,0.72,0.73,0.87,0.69,0.74,0.7,0.71,0.68,0.6,0.72,0.52,0.55,0.55,0.61,0.52,0.58,0.53,0.45,0.57,0.54,0.57,0.44,0.56,0.46,0.51,0.46,0.45,0.46,0.48,0.47,0.47,0.49,0.44,0.46,0.35,0.49,0.44,0.18,0.45,0.41,0.38,0.42,0.41,0.41,0.36,0.0,0.35,0.37,0.38,0.36,0.29,0.34,0.27,0.28,0.27,0.29,0.35,0.3,0.28,0.26,0.26,0.26,0.27,0.36,0.28,0.23,0.25,0.32,0.25,0.25,0.26,0.2,0.23,0.19,0.27,0.2,0.21,0.23,0.2,0.22,0.28,0.22,0.23,0.24,0.3,0.19,0.22,0.21,0.2,0.21,0.2,0.22,0.17,0.22,0.17,0.2,0.19,0.26,0.19,0.2,0.18,0.19,0.19,0.16,0.18,0.18,0.0,0.0,0.16,0.17,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.13,0.13,0.13,0.14,0.13,0.14,0.16,0.13,0.13,0.16,0.13,0.11,0.12,0.13,0.14,0.16,0.15,0.12,0.12,0.11,0.15,0.12,0.11,0.11,0.11,0.1,0.13,0.11,0.11,0.11,0.13,0.0,0.1,0.0,0.0,0.13,0.12,0.1,0.12,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.16,0.17,0.1,0.0,0.0,94.77
09/14/2021,4.91,3.61,2.61,2.2,2.03,1.81,1.74,1.53,1.48,1.65,1.46,1.45,1.04,1.18,1.11,1.14,1.48,1.2,1.05,1.08,1.09,1.03,1.0,0.95,0.87,1.04,0.99,0.93,0.93,0.84,0.85,0.92,0.79,0.67,0.72,0.73,0.87,0.69,0.74,0.7,0.71,0.68,0.6,0.72,0.52,0.55,0.55,0.61,0.52,0.58,0.53,0.45,0.57,0.54,0.57,0.44,0.56,0.46,0.51,0.46,0.45,0.46,0.48,0.47,0.47,0.49,0.44,0.46,0.35,0.49,0.44,0.18,0.45,0.41,0.38,0.42,0.41,0.41,0.36,0.0,0.35,0.37,0.38,0.36,0.29,0.34,0.27,0.28,0.27,0.29,0.35,0.3,0.28,0.26,0.26,0.26,0.27,0.36,0.28,0.23,0.25,0.32,0.25,0.25,0.26,0.2,0.23,0.19,0.27,0.2,0.21,0.23,0.2,0.22,0.28,0.22,0.23,0.24,0.3,0.19,0.22,0.21,0.2,0.21,0.2,0.22,0.17,0.22,0.17,0.2,0.19,0.26,0.19,0.2,0.18,0.19,0.19,0.16,0.18,0.18,0.0,0.0,0.16,0.17,0.17,0.16,0.17,0.0,0.15,0.16,0.16,0.15,0.15,0.13,0.13,0.13,0.14,0.13,0.14,0.16,0.13,0.13,0.16,0.13,0.11,0.12,0.13,0.14,0.16,0.15,0.12,0.12,0.11,0.15,0.12,0.11,0.11,0.11,0.1,0.13,0.11,0.11,0.11,0.13,0.0,0.1,0.0,0.0,0.13,0.12,0.1,0.12,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.16,0.17,0.1,0.0,0.0,94.77
09/15/2021,5.0,3.65,2.61,2.25,2.04,1.79,1.74,1.53,1.46,1.67,1.46,1.44,1.04,1.16,1.12,1.14,1.49,1.18,1.03,1.09,1.09,1.02,0.98,0.95,0.88,1.05,0.98,0.94,0.92,0.83,0.84,0.94,0.79,0.67,0.72,0.74,0.86,0.69,0.73,0.7,0.7,0.67,0.59,0.71,0.53,0.54,0.55,0.6,0.51,0.57,0.54,0.44,0.56,0.54,0.57,0.44,0.57,0.46,0.51,0.46,0.45,0.45,0.47,0.47,0.47,0.5,0.43,0.0,0.35,0.5,0.44,0.18,0.45,0.4,0.38,0.42,0.41,0.41,0.36,0.0,0.34,0.37,0.39,0.35,0.29,0.34,0.28,0.28,0.27,0.3,0.35,0.3,0.28,0.26,0.25,0.26,0.27,0.37,0.27,0.23,0.25,0.32,0.25,0.25,0.26,0.19,0.23,0.19,0.27,0.2,0.21,0.23,0.2,0.21,0.28,0.22,0.23,0.24,0.3,0.19,0.22,0.21,0.2,0.21,0.2,0.22,0.17,0.21,0.16,0.2,0.19,0.26,0.19,0.2,0.18,0.19,0.19,0.16,0.17,0.18,0.0,0.0,0.16,0.16,0.17,0.16,0.17,0.0,0.15,0.17,0.16,0.15,0.15,0.13,0.13,0.13,0.14,0.13,0.14,0.15,0.13,0.13,0.16,0.13,0.11,0.12,0.13,0.14,0.16,0.15,0.12,0.12,0.11,0.15,0.12,0.11,0.11,0.11,0.1,0.13,0.11,0.11,0.11,0.13,0.0,0.1,0.0,0.0,0.13,0.12,0.1,0.12,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.45,0.1,0.0,0.0,0.0,0.15,0.17,0.1,0.0,0.0,94.7
09/16/2021,5.0,3.6,2.59,2.25,2.03,1.77,1.78,1.53,1.46,1.67,1.45,1.44,1.05,1.18,1.16,1.15,1.46,1.2,1.04,1.07,1.09,1.04,0.98,0.92,0.88,1.04,0.99,0.92,0.93,0.84,0.86,0.93,0.79,0.69,0.71,0.74,0.84,0.69,0.72,0.71,0.71,0.68,0.59,0.7,0.54,0.53,0.57,0.59,0.51,0.57,0.53,0.44,0.55,0.54,0.57,0.44,0.56,0.47,0.51,0.47,0.45,0.46,0.47,0.47,0.46,0.5,0.44,0.46,0.35,0.49,0.44,0.18,0.44,0.4,0.38,0.42,0.42,0.41,0.36,0.0,0.34,0.36,0.39,0.35,0.29,0.35,0.29,0.27,0.27,0.29,0.34,0.3,0.28,0.27,0.25,0.26,0.27,0.37,0.27,0.24,0.26,0.31,0.26,0.25,0.26,0.19,0.24,0.19,0.28,0.2,0.21,0.22,0.2,0.21,0.27,0.22,0.24,0.24,0.3,0.19,0.22,0.21,0.2,0.22,0.19,0.21,0.17,0.22,0.17,0.2,0.19,0.25,0.19,0.21,0.17,0.19,0.19,0.16,0.18,0.18,0.0,0.0,0.17,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.15,0.15,0.15,0.13,0.13,0.13,0.14,0.13,0.14,0.16,0.13,0.14,0.16,0.13,0.11,0.12,0.13,0.14,0.16,0.15,0.12,0.12,0.11,0.15,0.12,0.11,0.11,0.11,0.1,0.13,0.11,0.11,0.11,0.13,0.0,0.1,0.0,0.0,0.12,0.12,0.1,0.12,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.16,0.17,0.1,0.0,0.0,94.73999999999998
09/17/2021,5.12,3.55,2.6,2.27,2.03,1.78,1.79,1.52,1.46,1.68,1.44,1.41,1.03,1.16,1.17,1.15,1.48,1.19,1.03,1.06,1.11,1.04,0.98,0.9,0.88,1.04,0.98,0.92,0.93,0.84,0.86,0.95,0.79,0.67,0.71,0.74,0.83,0.7,0.72,0.71,0.71,0.67,0.6,0.72,0.54,0.53,0.57,0.62,0.51,0.58,0.54,0.43,0.55,0.54,0.57,0.44,0.57,0.47,0.51,0.46,0.45,0.46,0.47,0.47,0.46,0.52,0.44,0.46,0.35,0.48,0.43,0.18,0.44,0.39,0.38,0.42,0.41,0.4,0.36,0.0,0.34,0.35,0.38,0.35,0.29,0.34,0.29,0.27,0.27,0.29,0.35,0.31,0.28,0.27,0.25,0.26,0.27,0.38,0.27,0.24,0.26,0.31,0.26,0.25,0.26,0.19,0.23,0.19,0.28,0.2,0.21,0.22,0.2,0.22,0.28,0.22,0.23,0.24,0.3,0.19,0.22,0.21,0.2,0.22,0.19,0.21,0.17,0.22,0.16,0.21,0.19,0.25,0.18,0.2,0.18,0.19,0.19,0.15,0.18,0.18,0.0,0.0,0.17,0.16,0.17,0.16,0.17,0.0,0.15,0.16,0.15,0.15,0.15,0.13,0.13,0.13,0.15,0.13,0.14,0.16,0.13,0.13,0.16,0.13,0.11,0.11,0.13,0.14,0.16,0.15,0.12,0.12,0.11,0.15,0.12,0.11,0.11,0.11,0.0,0.13,0.1,0.11,0.11,0.13,0.1,0.1,0.1,0.0,0.13,0.12,0.09,0.12,0.11,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.16,0.17,0.1,0.0,0.0,94.77
